forecast_row_id,forecast_version,month_start,account_id,department_id,region_id,business_line,period_type,amount_usd,forecast_driver
F000250,2026_Q2_Forecast,2026-10-01,A6100,D04,R03,Corporate,Forecast,632687.51,Q2 reforecast adjustment
F000251,2026_Q2_Forecast,2026-11-01,A6100,D04,R03,Corporate,Forecast,632687.51,Q2 reforecast adjustment
F000252,2026_Q2_Forecast,2026-12-01,A6100,D04,R03,Corporate,Forecast,648443.74,Q2 reforecast adjustment
F000253,2026_Q2_Forecast,2026-01-01,A6200,D06,R02,Corporate,Actualized,580606.36,Closed actual
F000254,2026_Q2_Forecast,2026-02-01,A6200,D06,R02,Corporate,Actualized,580606.36,Closed actual
F000255,2026_Q2_Forecast,2026-03-01,A6200,D06,R02,Corporate,Actualized,580606.36,Closed actual
F000256,2026_Q2_Forecast,2026-04-01,A6200,D06,R02,Corporate,Actualized,580606.36,Closed actual
F000257,2026_Q2_Forecast,2026-05-01,A6200,D06,R02,Corporate,Actualized,580606.36,Closed actual
F000258,2026_Q2_Forecast,2026-06-01,A6200,D06,R02,Corporate,Actualized,580606.36,Closed actual
F000259,2026_Q2_Forecast,2026-07-01,A6200,D06,R02,Corporate,Forecast,602129.31,Q2 reforecast adjustment
F000260,2026_Q2_Forecast,2026-08-01,A6200,D06,R02,Corporate,Forecast,621900.02,Q2 reforecast adjustment
F000261,2026_Q2_Forecast,2026-09-01,A6200,D06,R02,Corporate,Forecast,621900.02,Q2 reforecast adjustment
F000262,2026_Q2_Forecast,2026-10-01,A6200,D06,R02,Corporate,Forecast,621900.02,Q2 reforecast adjustment
F000263,2026_Q2_Forecast,2026-11-01,A6200,D06,R02,Corporate,Forecast,623207.91,Q2 reforecast adjustment
F000264,2026_Q2_Forecast,2026-12-01,A6200,D06,R02,Corporate,Forecast,610730.55,Q2 reforecast adjustment
F000265,2026_Q2_Forecast,2026-01-01,A5020,D03,R02,Services,Actualized,365856.29,Closed actual
F000266,2026_Q2_Forecast,2026-02-01,A5020,D03,R02,Services,Actualized,365856.29,Closed actual
F000267,2026_Q2_Forecast,2026-03-01,A5020,D03,R02,Services,Actualized,352980.35,Closed actual
F000268,2026_Q2_Forecast,2026-04-01,A5020,D03,R02,Services,Actualized,352980.35,Closed actual
F000269,2026_Q2_Forecast,2026-05-01,A5020,D03,R02,Services,Actualized,352980.35,Closed actual
F000270,2026_Q2_Forecast,2026-06-01,A5020,D03,R02,Services,Actualized,352980.35,Closed actual
F000271,2026_Q2_Forecast,2026-07-01,A5020,D03,R02,Services,Forecast,404857.44,Q2 reforecast adjustment
F000272,2026_Q2_Forecast,2026-08-01,A5020,D03,R02,Services,Forecast,404857.44,Q2 reforecast adjustment
F000273,2026_Q2_Forecast,2026-09-01,A5020,D03,R02,Services,Forecast,404857.44,Q2 reforecast adjustment
F000274,2026_Q2_Forecast,2026-10-01,A5020,D03,R02,Services,Forecast,404857.44,Q2 reforecast adjustment
F000275,2026_Q2_Forecast,2026-11-01,A5020,D03,R02,Services,Forecast,374711.08,Q2 reforecast adjustment
F000276,2026_Q2_Forecast,2026-12-01,A5020,D03,R02,Services,Forecast,374711.08,Q2 reforecast adjustment
F000277,2026_Q2_Forecast,2026-01-01,A5010,D01,R04,Subscription,Actualized,67203,Closed actual
F000278,2026_Q2_Forecast,2026-02-01,A5010,D01,R04,Subscription,Actualized,67203,Closed actual
F000279,2026_Q2_Forecast,2026-03-01,A5010,D01,R04,Subscription,Actualized,67203,Closed actual
F000280,2026_Q2_Forecast,2026-04-01,A5010,D01,R04,Subscription,Actualized,67203,Closed actual
F000281,2026_Q2_Forecast,2026-05-01,A5010,D01,R04,Subscription,Actualized,67203,Closed actual
F000282,2026_Q2_Forecast,2026-06-01,A5010,D01,R04,Subscription,Actualized,67203,Closed actual
F000283,2026_Q2_Forecast,2026-07-01,A5010,D01,R04,Subscription,Forecast,85536.31,Q2 reforecast adjustment
F000284,2026_Q2_Forecast,2026-08-01,A5010,D01,R04,Subscription,Forecast,85536.31,Q2 reforecast adjustment
F000285,2026_Q2_Forecast,2026-09-01,A5010,D01,R04,Subscription,Forecast,85536.31,Q2 reforecast adjustment
F000286,2026_Q2_Forecast,2026-10-01,A5010,D01,R04,Subscription,Forecast,70313.18,Q2 reforecast adjustment
F000287,2026_Q2_Forecast,2026-11-01,A5010,D01,R04,Subscription,Forecast,70313.18,Q2 reforecast adjustment
F000288,2026_Q2_Forecast,2026-12-01,A5010,D01,R04,Subscription,Forecast,70313.18,Q2 reforecast adjustment
F000289,2026_Q2_Forecast,2026-01-01,A6300,D08,R02,Corporate,Actualized,79878.72,Closed actual
F000290,2026_Q2_Forecast,2026-02-01,A6300,D08,R02,Corporate,Actualized,79878.72,Closed actual
F000291,2026_Q2_Forecast,2026-03-01,A6300,D08,R02,Corporate,Actualized,68134.12,Closed actual
F000292,2026_Q2_Forecast,2026-04-01,A6300,D08,R02,Corporate,Actualized,68134.12,Closed actual
F000293,2026_Q2_Forecast,2026-05-01,A6300,D08,R02,Corporate,Actualized,68134.12,Closed actual
F000294,2026_Q2_Forecast,2026-06-01,A6300,D08,R02,Corporate,Actualized,68134.12,Closed actual
F000295,2026_Q2_Forecast,2026-07-01,A6300,D08,R02,Corporate,Forecast,83621.81,Q2 reforecast adjustment
F000296,2026_Q2_Forecast,2026-08-01,A6300,D08,R02,Corporate,Forecast,83621.81,Q2 reforecast adjustment
F000297,2026_Q2_Forecast,2026-09-01,A6300,D08,R02,Corporate,Forecast,83621.81,Q2 reforecast adjustment
F000298,2026_Q2_Forecast,2026-10-01,A6300,D08,R02,Corporate,Forecast,83621.81,Q2 reforecast adjustment
F000299,2026_Q2_Forecast,2026-11-01,A6300,D08,R02,Corporate,Forecast,83621.81,Q2 reforecast adjustment
F000300,2026_Q2_Forecast,2026-12-01,A6300,D08,R02,Corporate,Forecast,83621.81,Q2 reforecast adjustment
F000301,2026_Q2_Forecast,2026-01-01,A6200,D06,R01,Corporate,Actualized,1154534.42,Closed actual
F000302,2026_Q2_Forecast,2026-02-01,A6200,D06,R01,Corporate,Actualized,1154534.42,Closed actual
F000303,2026_Q2_Forecast,2026-03-01,A6200,D06,R01,Corporate,Actualized,1174153.19,Closed actual
F000304,2026_Q2_Forecast,2026-04-01,A6200,D06,R01,Corporate,Actualized,1189504.26,Closed actual
F000305,2026_Q2_Forecast,2026-05-01,A6200,D06,R01,Corporate,Actualized,1189504.26,Closed actual
F000306,2026_Q2_Forecast,2026-06-01,A6200,D06,R01,Corporate,Actualized,1165181,Closed actual
F000307,2026_Q2_Forecast,2026-07-01,A6200,D06,R01,Corporate,Forecast,1204011.29,Q2 reforecast adjustment
F000308,2026_Q2_Forecast,2026-08-01,A6200,D06,R01,Corporate,Forecast,1204011.29,Q2 reforecast adjustment
F000309,2026_Q2_Forecast,2026-09-01,A6200,D06,R01,Corporate,Forecast,1204011.29,Q2 reforecast adjustment
F000310,2026_Q2_Forecast,2026-10-01,A6200,D06,R01,Corporate,Forecast,1187451.14,Q2 reforecast adjustment
F000311,2026_Q2_Forecast,2026-11-01,A6200,D06,R01,Corporate,Forecast,1200290.92,Q2 reforecast adjustment
F000312,2026_Q2_Forecast,2026-12-01,A6200,D06,R01,Corporate,Forecast,1200290.92,Q2 reforecast adjustment
F000313,2026_Q2_Forecast,2026-01-01,A6100,D04,R02,Corporate,Actualized,275487.22,Closed actual
F000314,2026_Q2_Forecast,2026-02-01,A6100,D04,R02,Corporate,Actualized,275487.22,Closed actual
F000315,2026_Q2_Forecast,2026-03-01,A6100,D04,R02,Corporate,Actualized,275487.22,Closed actual
F000316,2026_Q2_Forecast,2026-04-01,A6100,D04,R02,Corporate,Actualized,277812.26,Closed actual
F000317,2026_Q2_Forecast,2026-05-01,A6100,D04,R02,Corporate,Actualized,277812.26,Closed actual
F000318,2026_Q2_Forecast,2026-06-01,A6100,D04,R02,Corporate,Actualized,286384.87,Closed actual
F000319,2026_Q2_Forecast,2026-07-01,A6100,D04,R02,Corporate,Forecast,288742.56,Q2 reforecast adjustment
F000320,2026_Q2_Forecast,2026-08-01,A6100,D04,R02,Corporate,Forecast,288742.56,Q2 reforecast adjustment
F000321,2026_Q2_Forecast,2026-09-01,A6100,D04,R02,Corporate,Forecast,288742.56,Q2 reforecast adjustment
F000322,2026_Q2_Forecast,2026-10-01,A6100,D04,R02,Corporate,Forecast,288742.56,Q2 reforecast adjustment
F000323,2026_Q2_Forecast,2026-11-01,A6100,D04,R02,Corporate,Forecast,288742.56,Q2 reforecast adjustment
F000324,2026_Q2_Forecast,2026-12-01,A6100,D04,R02,Corporate,Forecast,288742.56,Q2 reforecast adjustment
F000325,2026_Q2_Forecast,2026-01-01,A5010,D02,R01,Subscription,Actualized,189598.33,Closed actual
F000326,2026_Q2_Forecast,2026-02-01,A5010,D02,R01,Subscription,Actualized,189598.33,Closed actual
F000327,2026_Q2_Forecast,2026-03-01,A5010,D02,R01,Subscription,Actualized,189598.33,Closed actual
F000328,2026_Q2_Forecast,2026-04-01,A5010,D02,R01,Subscription,Actualized,189598.33,Closed actual
F000329,2026_Q2_Forecast,2026-05-01,A5010,D02,R01,Subscription,Actualized,189598.33,Closed actual
F000330,2026_Q2_Forecast,2026-06-01,A5010,D02,R01,Subscription,Actualized,189598.33,Closed actual
F000331,2026_Q2_Forecast,2026-07-01,A5010,D02,R01,Subscription,Forecast,198372.96,Q2 reforecast adjustment
F000332,2026_Q2_Forecast,2026-08-01,A5010,D02,R01,Subscription,Forecast,198372.96,Q2 reforecast adjustment
F000333,2026_Q2_Forecast,2026-09-01,A5010,D02,R01,Subscription,Forecast,198372.96,Q2 reforecast adjustment
F000334,2026_Q2_Forecast,2026-10-01,A5010,D02,R01,Subscription,Forecast,198372.96,Q2 reforecast adjustment
F000335,2026_Q2_Forecast,2026-11-01,A5010,D02,R01,Subscription,Forecast,198372.96,Q2 reforecast adjustment
F000336,2026_Q2_Forecast,2026-12-01,A5010,D02,R01,Subscription,Forecast,198372.96,Q2 reforecast adjustment
F000337,2026_Q2_Forecast,2026-01-01,A5010,D01,R01,Subscription,Actualized,250271.45,Closed actual
F000338,2026_Q2_Forecast,2026-02-01,A5010,D01,R01,Subscription,Actualized,250271.45,Closed actual
F000339,2026_Q2_Forecast,2026-03-01,A5010,D01,R01,Subscription,Actualized,268856.38,Closed actual
F000340,2026_Q2_Forecast,2026-04-01,A5010,D01,R01,Subscription,Actualized,268856.38,Closed actual
F000341,2026_Q2_Forecast,2026-05-01,A5010,D01,R01,Subscription,Actualized,268856.38,Closed actual
F000342,2026_Q2_Forecast,2026-06-01,A5010,D01,R01,Subscription,Actualized,268856.38,Closed actual
F000343,2026_Q2_Forecast,2026-07-01,A5010,D01,R01,Subscription,Forecast,249937,Q2 reforecast adjustment
F000344,2026_Q2_Forecast,2026-08-01,A5010,D01,R01,Subscription,Forecast,249937,Q2 reforecast adjustment
F000345,2026_Q2_Forecast,2026-09-01,A5010,D01,R01,Subscription,Forecast,249937,Q2 reforecast adjustment
F000346,2026_Q2_Forecast,2026-10-01,A5010,D01,R01,Subscription,Forecast,261854.07,Q2 reforecast adjustment
F000347,2026_Q2_Forecast,2026-11-01,A5010,D01,R01,Subscription,Forecast,261854.07,Q2 reforecast adjustment
F000348,2026_Q2_Forecast,2026-12-01,A5010,D01,R01,Subscription,Forecast,261854.07,Q2 reforecast adjustment
F000349,2026_Q2_Forecast,2026-01-01,A5020,D03,R01,Services,Actualized,310365.85,Closed actual
F000350,2026_Q2_Forecast,2026-02-01,A5020,D03,R01,Services,Actualized,310365.85,Closed actual
F000351,2026_Q2_Forecast,2026-03-01,A5020,D03,R01,Services,Actualized,310365.85,Closed actual
F000352,2026_Q2_Forecast,2026-04-01,A5020,D03,R01,Services,Actualized,310365.85,Closed actual
F000353,2026_Q2_Forecast,2026-05-01,A5020,D03,R01,Services,Actualized,325904.54,Closed actual
F000354,2026_Q2_Forecast,2026-06-01,A5020,D03,R01,Services,Actualized,325904.54,Closed actual
F000355,2026_Q2_Forecast,2026-07-01,A5020,D03,R01,Services,Forecast,317877.59,Q2 reforecast adjustment
F000356,2026_Q2_Forecast,2026-08-01,A5020,D03,R01,Services,Forecast,317877.59,Q2 reforecast adjustment
F000357,2026_Q2_Forecast,2026-09-01,A5020,D03,R01,Services,Forecast,317877.59,Q2 reforecast adjustment
F000358,2026_Q2_Forecast,2026-10-01,A5020,D03,R01,Services,Forecast,317877.59,Q2 reforecast adjustment
F000359,2026_Q2_Forecast,2026-11-01,A5020,D03,R01,Services,Forecast,317877.59,Q2 reforecast adjustment
F000360,2026_Q2_Forecast,2026-12-01,A5020,D03,R01,Services,Forecast,317877.59,Q2 reforecast adjustment
F000361,2026_Q2_Forecast,2026-01-01,A6300,D09,R02,Corporate,Actualized,72432.35,Closed actual
F000362,2026_Q2_Forecast,2026-02-01,A6300,D09,R02,Corporate,Actualized,72432.35,Closed actual
F000363,2026_Q2_Forecast,2026-03-01,A6300,D09,R02,Corporate,Actualized,72432.35,Closed actual
F000364,2026_Q2_Forecast,2026-04-01,A6300,D09,R02,Corporate,Actualized,72432.35,Closed actual
F000365,2026_Q2_Forecast,2026-05-01,A6300,D09,R02,Corporate,Actualized,72432.35,Closed actual
F000366,2026_Q2_Forecast,2026-06-01,A6300,D09,R02,Corporate,Actualized,72432.35,Closed actual
F000367,2026_Q2_Forecast,2026-07-01,A6300,D09,R02,Corporate,Forecast,75826.53,Q2 reforecast adjustment
F000368,2026_Q2_Forecast,2026-08-01,A6300,D09,R02,Corporate,Forecast,75826.53,Q2 reforecast adjustment
F000369,2026_Q2_Forecast,2026-09-01,A6300,D09,R02,Corporate,Forecast,75826.53,Q2 reforecast adjustment
F000370,2026_Q2_Forecast,2026-10-01,A6300,D09,R02,Corporate,Forecast,75826.53,Q2 reforecast adjustment
F000371,2026_Q2_Forecast,2026-11-01,A6300,D09,R02,Corporate,Forecast,75826.53,Q2 reforecast adjustment
F000372,2026_Q2_Forecast,2026-12-01,A6300,D09,R02,Corporate,Forecast,75826.53,Q2 reforecast adjustment
F000373,2026_Q2_Forecast,2026-01-01,A6300,D08,R04,Corporate,Actualized,23917.97,Closed actual
F000374,2026_Q2_Forecast,2026-02-01,A6300,D08,R04,Corporate,Actualized,23917.97,Closed actual
F000375,2026_Q2_Forecast,2026-03-01,A6300,D08,R04,Corporate,Actualized,23917.97,Closed actual
F000376,2026_Q2_Forecast,2026-04-01,A6300,D08,R04,Corporate,Actualized,23917.97,Closed actual
F000377,2026_Q2_Forecast,2026-05-01,A6300,D08,R04,Corporate,Actualized,23917.97,Closed actual
F000378,2026_Q2_Forecast,2026-06-01,A6300,D08,R04,Corporate,Actualized,23917.97,Closed actual
F000379,2026_Q2_Forecast,2026-07-01,A6300,D08,R04,Corporate,Forecast,25038.77,Q2 reforecast adjustment
F000380,2026_Q2_Forecast,2026-08-01,A6300,D08,R04,Corporate,Forecast,25038.77,Q2 reforecast adjustment
F000381,2026_Q2_Forecast,2026-09-01,A6300,D08,R04,Corporate,Forecast,25038.77,Q2 reforecast adjustment
F000382,2026_Q2_Forecast,2026-10-01,A6300,D08,R04,Corporate,Forecast,25038.77,Q2 reforecast adjustment
F000383,2026_Q2_Forecast,2026-11-01,A6300,D08,R04,Corporate,Forecast,25038.77,Q2 reforecast adjustment
F000384,2026_Q2_Forecast,2026-12-01,A6300,D08,R04,Corporate,Forecast,25038.77,Q2 reforecast adjustment
F000385,2026_Q2_Forecast,2026-01-01,A5010,D02,R03,Subscription,Actualized,167462.51,Closed actual
F000386,2026_Q2_Forecast,2026-02-01,A5010,D02,R03,Subscription,Actualized,167462.51,Closed actual
F000387,2026_Q2_Forecast,2026-03-01,A5010,D02,R03,Subscription,Actualized,154900.33,Closed actual
F000388,2026_Q2_Forecast,2026-04-01,A5010,D02,R03,Subscription,Actualized,170783.44,Closed actual
F000389,2026_Q2_Forecast,2026-05-01,A5010,D02,R03,Subscription,Actualized,181784.6,Closed actual
F000390,2026_Q2_Forecast,2026-06-01,A5010,D02,R03,Subscription,Actualized,181784.6,Closed actual
F000391,2026_Q2_Forecast,2026-07-01,A5010,D02,R03,Subscription,Forecast,149129.77,Q2 reforecast adjustment
F000392,2026_Q2_Forecast,2026-08-01,A5010,D02,R03,Subscription,Forecast,149129.77,Q2 reforecast adjustment
F000393,2026_Q2_Forecast,2026-09-01,A5010,D02,R03,Subscription,Forecast,149129.77,Q2 reforecast adjustment
F000394,2026_Q2_Forecast,2026-10-01,A5010,D02,R03,Subscription,Forecast,149129.77,Q2 reforecast adjustment
F000395,2026_Q2_Forecast,2026-11-01,A5010,D02,R03,Subscription,Forecast,149129.77,Q2 reforecast adjustment
F000396,2026_Q2_Forecast,2026-12-01,A5010,D02,R03,Subscription,Forecast,166666.86,Q2 reforecast adjustment
F000397,2026_Q2_Forecast,2026-01-01,A6300,D10,R03,Corporate,Actualized,60333.81,Closed actual
F000398,2026_Q2_Forecast,2026-02-01,A6300,D10,R03,Corporate,Actualized,60333.81,Closed actual
F000399,2026_Q2_Forecast,2026-03-01,A6300,D10,R03,Corporate,Actualized,60333.81,Closed actual
F000400,2026_Q2_Forecast,2026-04-01,A6300,D10,R03,Corporate,Actualized,60333.81,Closed actual
F000401,2026_Q2_Forecast,2026-05-01,A6300,D10,R03,Corporate,Actualized,60333.81,Closed actual
F000402,2026_Q2_Forecast,2026-06-01,A6300,D10,R03,Corporate,Actualized,60333.81,Closed actual
F000403,2026_Q2_Forecast,2026-07-01,A6300,D10,R03,Corporate,Forecast,63161.07,Q2 reforecast adjustment
F000404,2026_Q2_Forecast,2026-08-01,A6300,D10,R03,Corporate,Forecast,63161.07,Q2 reforecast adjustment
F000405,2026_Q2_Forecast,2026-09-01,A6300,D10,R03,Corporate,Forecast,63161.07,Q2 reforecast adjustment
F000406,2026_Q2_Forecast,2026-10-01,A6300,D10,R03,Corporate,Forecast,63161.07,Q2 reforecast adjustment
F000407,2026_Q2_Forecast,2026-11-01,A6300,D10,R03,Corporate,Forecast,63161.07,Q2 reforecast adjustment
F000408,2026_Q2_Forecast,2026-12-01,A6300,D10,R03,Corporate,Forecast,63161.07,Q2 reforecast adjustment
F000409,2026_Q2_Forecast,2026-01-01,A6200,D06,R03,Corporate,Actualized,372066.91,Closed actual
F000410,2026_Q2_Forecast,2026-02-01,A6200,D06,R03,Corporate,Actualized,408165.41,Closed actual
F000411,2026_Q2_Forecast,2026-03-01,A6200,D06,R03,Corporate,Actualized,408165.41,Closed actual
F000412,2026_Q2_Forecast,2026-04-01,A6200,D06,R03,Corporate,Actualized,408165.41,Closed actual
F000413,2026_Q2_Forecast,2026-05-01,A6200,D06,R03,Corporate,Actualized,408165.41,Closed actual
F000414,2026_Q2_Forecast,2026-06-01,A6200,D06,R03,Corporate,Actualized,408165.41,Closed actual
F000415,2026_Q2_Forecast,2026-07-01,A6200,D06,R03,Corporate,Forecast,344651.96,Q2 reforecast adjustment
F000416,2026_Q2_Forecast,2026-08-01,A6200,D06,R03,Corporate,Forecast,364017.08,Q2 reforecast adjustment
F000417,2026_Q2_Forecast,2026-09-01,A6200,D06,R03,Corporate,Forecast,364017.08,Q2 reforecast adjustment
F000418,2026_Q2_Forecast,2026-10-01,A6200,D06,R03,Corporate,Forecast,344799.9,Q2 reforecast adjustment
F000419,2026_Q2_Forecast,2026-11-01,A6200,D06,R03,Corporate,Forecast,344799.9,Q2 reforecast adjustment
F000420,2026_Q2_Forecast,2026-12-01,A6200,D06,R03,Corporate,Forecast,344799.9,Q2 reforecast adjustment
F000421,2026_Q2_Forecast,2026-01-01,A6300,D07,R04,Corporate,Actualized,43268.47,Closed actual
F000422,2026_Q2_Forecast,2026-02-01,A6300,D07,R04,Corporate,Actualized,43268.47,Closed actual
F000423,2026_Q2_Forecast,2026-03-01,A6300,D07,R04,Corporate,Actualized,43268.47,Closed actual
F000424,2026_Q2_Forecast,2026-04-01,A6300,D07,R04,Corporate,Actualized,43268.47,Closed actual
F000425,2026_Q2_Forecast,2026-05-01,A6300,D07,R04,Corporate,Actualized,43268.47,Closed actual
F000426,2026_Q2_Forecast,2026-06-01,A6300,D07,R04,Corporate,Actualized,43268.47,Closed actual
F000427,2026_Q2_Forecast,2026-07-01,A6300,D07,R04,Corporate,Forecast,35126.68,Q2 reforecast adjustment
F000428,2026_Q2_Forecast,2026-08-01,A6300,D07,R04,Corporate,Forecast,35126.68,Q2 reforecast adjustment
F000429,2026_Q2_Forecast,2026-09-01,A6300,D07,R04,Corporate,Forecast,35126.68,Q2 reforecast adjustment
F000430,2026_Q2_Forecast,2026-10-01,A6300,D07,R04,Corporate,Forecast,45296.02,Q2 reforecast adjustment
F000431,2026_Q2_Forecast,2026-11-01,A6300,D07,R04,Corporate,Forecast,45296.02,Q2 reforecast adjustment
F000432,2026_Q2_Forecast,2026-12-01,A6300,D07,R04,Corporate,Forecast,45296.02,Q2 reforecast adjustment
F000433,2026_Q2_Forecast,2026-01-01,A6300,D10,R02,Corporate,Actualized,46426.66,Closed actual
F000434,2026_Q2_Forecast,2026-02-01,A6300,D10,R02,Corporate,Actualized,46426.66,Closed actual
F000435,2026_Q2_Forecast,2026-03-01,A6300,D10,R02,Corporate,Actualized,46426.66,Closed actual
F000436,2026_Q2_Forecast,2026-04-01,A6300,D10,R02,Corporate,Actualized,46426.66,Closed actual
F000437,2026_Q2_Forecast,2026-05-01,A6300,D10,R02,Corporate,Actualized,46426.66,Closed actual
F000438,2026_Q2_Forecast,2026-06-01,A6300,D10,R02,Corporate,Actualized,46426.66,Closed actual
F000439,2026_Q2_Forecast,2026-07-01,A6300,D10,R02,Corporate,Forecast,102441.7,Q2 reforecast adjustment
F000440,2026_Q2_Forecast,2026-08-01,A6300,D10,R02,Corporate,Forecast,102441.7,Q2 reforecast adjustment
F000441,2026_Q2_Forecast,2026-09-01,A6300,D10,R02,Corporate,Forecast,85217.91,Q2 reforecast adjustment
F000442,2026_Q2_Forecast,2026-10-01,A6300,D10,R02,Corporate,Forecast,64278.29,Q2 reforecast adjustment
F000443,2026_Q2_Forecast,2026-11-01,A6300,D10,R02,Corporate,Forecast,48602.2,Q2 reforecast adjustment
F000444,2026_Q2_Forecast,2026-12-01,A6300,D10,R02,Corporate,Forecast,48602.2,Q2 reforecast adjustment
F000445,2026_Q2_Forecast,2026-01-01,A5020,D03,R03,Services,Actualized,325610.38,Closed actual
F000446,2026_Q2_Forecast,2026-02-01,A5020,D03,R03,Services,Actualized,339915.9,Closed actual
F000447,2026_Q2_Forecast,2026-03-01,A5020,D03,R03,Services,Actualized,339915.9,Closed actual
F000448,2026_Q2_Forecast,2026-04-01,A5020,D03,R03,Services,Actualized,339915.9,Closed actual
F000449,2026_Q2_Forecast,2026-05-01,A5020,D03,R03,Services,Actualized,339915.9,Closed actual
F000450,2026_Q2_Forecast,2026-06-01,A5020,D03,R03,Services,Actualized,339915.9,Closed actual
F000451,2026_Q2_Forecast,2026-07-01,A5020,D03,R03,Services,Forecast,336314.36,Q2 reforecast adjustment
F000452,2026_Q2_Forecast,2026-08-01,A5020,D03,R03,Services,Forecast,336314.36,Q2 reforecast adjustment
F000453,2026_Q2_Forecast,2026-09-01,A5020,D03,R03,Services,Forecast,336314.36,Q2 reforecast adjustment
F000454,2026_Q2_Forecast,2026-10-01,A5020,D03,R03,Services,Forecast,349184.67,Q2 reforecast adjustment
F000455,2026_Q2_Forecast,2026-11-01,A5020,D03,R03,Services,Forecast,333491.08,Q2 reforecast adjustment
F000456,2026_Q2_Forecast,2026-12-01,A5020,D03,R03,Services,Forecast,333491.08,Q2 reforecast adjustment
F000457,2026_Q2_Forecast,2026-01-01,A6120,D05,R04,Corporate,Actualized,40027.15,Closed actual
F000458,2026_Q2_Forecast,2026-02-01,A6120,D05,R04,Corporate,Actualized,40027.15,Closed actual
F000459,2026_Q2_Forecast,2026-03-01,A6120,D05,R04,Corporate,Actualized,40027.15,Closed actual
F000460,2026_Q2_Forecast,2026-04-01,A6120,D05,R04,Corporate,Actualized,40027.15,Closed actual
F000461,2026_Q2_Forecast,2026-05-01,A6120,D05,R04,Corporate,Actualized,40027.15,Closed actual
F000462,2026_Q2_Forecast,2026-06-01,A6120,D05,R04,Corporate,Actualized,40027.15,Closed actual
F000463,2026_Q2_Forecast,2026-07-01,A6120,D05,R04,Corporate,Forecast,41639.83,Q2 reforecast adjustment
F000464,2026_Q2_Forecast,2026-08-01,A6120,D05,R04,Corporate,Forecast,41639.83,Q2 reforecast adjustment
F000465,2026_Q2_Forecast,2026-09-01,A6120,D05,R04,Corporate,Forecast,41639.83,Q2 reforecast adjustment
F000466,2026_Q2_Forecast,2026-10-01,A6120,D05,R04,Corporate,Forecast,41639.83,Q2 reforecast adjustment
F000467,2026_Q2_Forecast,2026-11-01,A6120,D05,R04,Corporate,Forecast,41639.83,Q2 reforecast adjustment
F000468,2026_Q2_Forecast,2026-12-01,A6120,D05,R04,Corporate,Forecast,41639.83,Q2 reforecast adjustment
F000469,2026_Q2_Forecast,2026-01-01,A5010,D02,R02,Subscription,Actualized,139271.91,Closed actual
F000470,2026_Q2_Forecast,2026-02-01,A5010,D02,R02,Subscription,Actualized,139271.91,Closed actual
F000471,2026_Q2_Forecast,2026-03-01,A5010,D02,R02,Subscription,Actualized,139271.91,Closed actual
F000472,2026_Q2_Forecast,2026-04-01,A5010,D02,R02,Subscription,Actualized,139271.91,Closed actual
F000473,2026_Q2_Forecast,2026-05-01,A5010,D02,R02,Subscription,Actualized,139271.91,Closed actual
F000474,2026_Q2_Forecast,2026-06-01,A5010,D02,R02,Subscription,Actualized,126668.66,Closed actual
F000475,2026_Q2_Forecast,2026-07-01,A5010,D02,R02,Subscription,Forecast,128218.99,Q2 reforecast adjustment
F000476,2026_Q2_Forecast,2026-08-01,A5010,D02,R02,Subscription,Forecast,145717.43,Q2 reforecast adjustment
F000477,2026_Q2_Forecast,2026-09-01,A5010,D02,R02,Subscription,Forecast,145717.43,Q2 reforecast adjustment
F000478,2026_Q2_Forecast,2026-10-01,A5010,D02,R02,Subscription,Forecast,145717.43,Q2 reforecast adjustment
F000479,2026_Q2_Forecast,2026-11-01,A5010,D02,R02,Subscription,Forecast,145717.43,Q2 reforecast adjustment
F000480,2026_Q2_Forecast,2026-12-01,A5010,D02,R02,Subscription,Forecast,145717.43,Q2 reforecast adjustment
F000481,2026_Q2_Forecast,2026-01-01,A6300,D11,R01,Corporate,Actualized,77735.02,Closed actual
F000482,2026_Q2_Forecast,2026-02-01,A6300,D11,R01,Corporate,Actualized,77735.02,Closed actual
F000483,2026_Q2_Forecast,2026-03-01,A6300,D11,R01,Corporate,Actualized,77735.02,Closed actual
F000484,2026_Q2_Forecast,2026-04-01,A6300,D11,R01,Corporate,Actualized,77735.02,Closed actual
F000485,2026_Q2_Forecast,2026-05-01,A6300,D11,R01,Corporate,Actualized,77735.02,Closed actual
F000486,2026_Q2_Forecast,2026-06-01,A6300,D11,R01,Corporate,Actualized,77735.02,Closed actual
F000487,2026_Q2_Forecast,2026-07-01,A6300,D11,R01,Corporate,Forecast,81377.69,Q2 reforecast adjustment
F000488,2026_Q2_Forecast,2026-08-01,A6300,D11,R01,Corporate,Forecast,81377.69,Q2 reforecast adjustment
F000489,2026_Q2_Forecast,2026-09-01,A6300,D11,R01,Corporate,Forecast,81377.69,Q2 reforecast adjustment
F000490,2026_Q2_Forecast,2026-10-01,A6300,D11,R01,Corporate,Forecast,81377.69,Q2 reforecast adjustment
F000491,2026_Q2_Forecast,2026-11-01,A6300,D11,R01,Corporate,Forecast,81377.69,Q2 reforecast adjustment
F000492,2026_Q2_Forecast,2026-12-01,A6300,D11,R01,Corporate,Forecast,81377.69,Q2 reforecast adjustment
