budget_row_id,budget_version,month_start,account_id,department_id,region_id,business_line,amount_usd,budget_driver
B000268,FY2026_Budget_v1,2026-04-01,A5020,D03,R02,Services,423934.49,Headcount and unit-cost plan
B000269,FY2026_Budget_v1,2026-05-01,A5020,D03,R02,Services,423934.49,Headcount and unit-cost plan
B000270,FY2026_Budget_v1,2026-06-01,A5020,D03,R02,Services,423934.49,Headcount and unit-cost plan
B000271,FY2026_Budget_v1,2026-07-01,A5020,D03,R02,Services,423934.49,Headcount and unit-cost plan
B000272,FY2026_Budget_v1,2026-08-01,A5020,D03,R02,Services,423934.49,Headcount and unit-cost plan
B000273,FY2026_Budget_v1,2026-09-01,A5020,D03,R02,Services,423934.49,Headcount and unit-cost plan
B000274,FY2026_Budget_v1,2026-10-01,A5020,D03,R02,Services,423934.49,Headcount and unit-cost plan
B000275,FY2026_Budget_v1,2026-11-01,A5020,D03,R02,Services,392367.62,Headcount and unit-cost plan
B000276,FY2026_Budget_v1,2026-12-01,A5020,D03,R02,Services,392367.62,Headcount and unit-cost plan
B000277,FY2026_Budget_v1,2026-01-01,A5010,D01,R04,Subscription,87281.95,Headcount and unit-cost plan
B000278,FY2026_Budget_v1,2026-02-01,A5010,D01,R04,Subscription,87281.95,Headcount and unit-cost plan
B000279,FY2026_Budget_v1,2026-03-01,A5010,D01,R04,Subscription,87281.95,Headcount and unit-cost plan
B000280,FY2026_Budget_v1,2026-04-01,A5010,D01,R04,Subscription,87281.95,Headcount and unit-cost plan
B000281,FY2026_Budget_v1,2026-05-01,A5010,D01,R04,Subscription,87281.95,Headcount and unit-cost plan
B000282,FY2026_Budget_v1,2026-06-01,A5010,D01,R04,Subscription,87281.95,Headcount and unit-cost plan
B000283,FY2026_Budget_v1,2026-07-01,A5010,D01,R04,Subscription,87281.95,Headcount and unit-cost plan
B000284,FY2026_Budget_v1,2026-08-01,A5010,D01,R04,Subscription,87281.95,Headcount and unit-cost plan
B000285,FY2026_Budget_v1,2026-09-01,A5010,D01,R04,Subscription,87281.95,Headcount and unit-cost plan
B000286,FY2026_Budget_v1,2026-10-01,A5010,D01,R04,Subscription,71748.14,Headcount and unit-cost plan
B000287,FY2026_Budget_v1,2026-11-01,A5010,D01,R04,Subscription,71748.14,Headcount and unit-cost plan
B000288,FY2026_Budget_v1,2026-12-01,A5010,D01,R04,Subscription,71748.14,Headcount and unit-cost plan
B000289,FY2026_Budget_v1,2026-01-01,A6300,D08,R02,Corporate,64733.65,Headcount and unit-cost plan
B000290,FY2026_Budget_v1,2026-02-01,A6300,D08,R02,Corporate,64733.65,Headcount and unit-cost plan
B000291,FY2026_Budget_v1,2026-03-01,A6300,D08,R02,Corporate,84895.24,Headcount and unit-cost plan
B000292,FY2026_Budget_v1,2026-04-01,A6300,D08,R02,Corporate,84895.24,Headcount and unit-cost plan
B000293,FY2026_Budget_v1,2026-05-01,A6300,D08,R02,Corporate,84895.24,Headcount and unit-cost plan
B000294,FY2026_Budget_v1,2026-06-01,A6300,D08,R02,Corporate,84895.24,Headcount and unit-cost plan
B000295,FY2026_Budget_v1,2026-07-01,A6300,D08,R02,Corporate,84895.24,Headcount and unit-cost plan
B000296,FY2026_Budget_v1,2026-08-01,A6300,D08,R02,Corporate,84895.24,Headcount and unit-cost plan
B000297,FY2026_Budget_v1,2026-09-01,A6300,D08,R02,Corporate,84895.24,Headcount and unit-cost plan
B000298,FY2026_Budget_v1,2026-10-01,A6300,D08,R02,Corporate,84895.24,Headcount and unit-cost plan
B000299,FY2026_Budget_v1,2026-11-01,A6300,D08,R02,Corporate,84895.24,Headcount and unit-cost plan
B000300,FY2026_Budget_v1,2026-12-01,A6300,D08,R02,Corporate,84895.24,Headcount and unit-cost plan
B000301,FY2026_Budget_v1,2026-01-01,A6200,D06,R01,Corporate,1245116.83,Headcount and unit-cost plan
B000302,FY2026_Budget_v1,2026-02-01,A6200,D06,R01,Corporate,1245116.83,Headcount and unit-cost plan
B000303,FY2026_Budget_v1,2026-03-01,A6200,D06,R01,Corporate,1245116.83,Headcount and unit-cost plan
B000304,FY2026_Budget_v1,2026-04-01,A6200,D06,R01,Corporate,1247342.26,Headcount and unit-cost plan
B000305,FY2026_Budget_v1,2026-05-01,A6200,D06,R01,Corporate,1247342.26,Headcount and unit-cost plan
B000306,FY2026_Budget_v1,2026-06-01,A6200,D06,R01,Corporate,1247342.26,Headcount and unit-cost plan
B000307,FY2026_Budget_v1,2026-07-01,A6200,D06,R01,Corporate,1260744.81,Headcount and unit-cost plan
B000308,FY2026_Budget_v1,2026-08-01,A6200,D06,R01,Corporate,1260744.81,Headcount and unit-cost plan
B000309,FY2026_Budget_v1,2026-09-01,A6200,D06,R01,Corporate,1260744.81,Headcount and unit-cost plan
B000310,FY2026_Budget_v1,2026-10-01,A6200,D06,R01,Corporate,1243404.34,Headcount and unit-cost plan
B000311,FY2026_Budget_v1,2026-11-01,A6200,D06,R01,Corporate,1256849.13,Headcount and unit-cost plan
B000312,FY2026_Budget_v1,2026-12-01,A6200,D06,R01,Corporate,1256849.13,Headcount and unit-cost plan
B000313,FY2026_Budget_v1,2026-01-01,A6100,D04,R02,Corporate,312755.23,Headcount and unit-cost plan
B000314,FY2026_Budget_v1,2026-02-01,A6100,D04,R02,Corporate,312755.23,Headcount and unit-cost plan
B000315,FY2026_Budget_v1,2026-03-01,A6100,D04,R02,Corporate,312755.23,Headcount and unit-cost plan
B000316,FY2026_Budget_v1,2026-04-01,A6100,D04,R02,Corporate,300773.5,Headcount and unit-cost plan
B000317,FY2026_Budget_v1,2026-05-01,A6100,D04,R02,Corporate,300773.5,Headcount and unit-cost plan
B000318,FY2026_Budget_v1,2026-06-01,A6100,D04,R02,Corporate,300773.5,Headcount and unit-cost plan
B000319,FY2026_Budget_v1,2026-07-01,A6100,D04,R02,Corporate,300773.5,Headcount and unit-cost plan
B000320,FY2026_Budget_v1,2026-08-01,A6100,D04,R02,Corporate,300773.5,Headcount and unit-cost plan
B000321,FY2026_Budget_v1,2026-09-01,A6100,D04,R02,Corporate,300773.5,Headcount and unit-cost plan
B000322,FY2026_Budget_v1,2026-10-01,A6100,D04,R02,Corporate,300773.5,Headcount and unit-cost plan
B000323,FY2026_Budget_v1,2026-11-01,A6100,D04,R02,Corporate,300773.5,Headcount and unit-cost plan
B000324,FY2026_Budget_v1,2026-12-01,A6100,D04,R02,Corporate,300773.5,Headcount and unit-cost plan
B000325,FY2026_Budget_v1,2026-01-01,A5010,D02,R01,Subscription,195165.4,Headcount and unit-cost plan
B000326,FY2026_Budget_v1,2026-02-01,A5010,D02,R01,Subscription,202421.39,Headcount and unit-cost plan
B000327,FY2026_Budget_v1,2026-03-01,A5010,D02,R01,Subscription,202421.39,Headcount and unit-cost plan
B000328,FY2026_Budget_v1,2026-04-01,A5010,D02,R01,Subscription,202421.39,Headcount and unit-cost plan
B000329,FY2026_Budget_v1,2026-05-01,A5010,D02,R01,Subscription,202421.39,Headcount and unit-cost plan
B000330,FY2026_Budget_v1,2026-06-01,A5010,D02,R01,Subscription,202421.39,Headcount and unit-cost plan
B000331,FY2026_Budget_v1,2026-07-01,A5010,D02,R01,Subscription,202421.39,Headcount and unit-cost plan
B000332,FY2026_Budget_v1,2026-08-01,A5010,D02,R01,Subscription,202421.39,Headcount and unit-cost plan
B000333,FY2026_Budget_v1,2026-09-01,A5010,D02,R01,Subscription,202421.39,Headcount and unit-cost plan
B000334,FY2026_Budget_v1,2026-10-01,A5010,D02,R01,Subscription,202421.39,Headcount and unit-cost plan
B000335,FY2026_Budget_v1,2026-11-01,A5010,D02,R01,Subscription,202421.39,Headcount and unit-cost plan
B000336,FY2026_Budget_v1,2026-12-01,A5010,D02,R01,Subscription,202421.39,Headcount and unit-cost plan
B000337,FY2026_Budget_v1,2026-01-01,A5010,D01,R01,Subscription,231957.74,Headcount and unit-cost plan
B000338,FY2026_Budget_v1,2026-02-01,A5010,D01,R01,Subscription,231957.74,Headcount and unit-cost plan
B000339,FY2026_Budget_v1,2026-03-01,A5010,D01,R01,Subscription,231957.74,Headcount and unit-cost plan
B000340,FY2026_Budget_v1,2026-04-01,A5010,D01,R01,Subscription,255037.76,Headcount and unit-cost plan
B000341,FY2026_Budget_v1,2026-05-01,A5010,D01,R01,Subscription,255037.76,Headcount and unit-cost plan
B000342,FY2026_Budget_v1,2026-06-01,A5010,D01,R01,Subscription,255037.76,Headcount and unit-cost plan
B000343,FY2026_Budget_v1,2026-07-01,A5010,D01,R01,Subscription,255037.76,Headcount and unit-cost plan
B000344,FY2026_Budget_v1,2026-08-01,A5010,D01,R01,Subscription,255037.76,Headcount and unit-cost plan
B000345,FY2026_Budget_v1,2026-09-01,A5010,D01,R01,Subscription,255037.76,Headcount and unit-cost plan
B000346,FY2026_Budget_v1,2026-10-01,A5010,D01,R01,Subscription,267198.03,Headcount and unit-cost plan
B000347,FY2026_Budget_v1,2026-11-01,A5010,D01,R01,Subscription,267198.03,Headcount and unit-cost plan
B000348,FY2026_Budget_v1,2026-12-01,A5010,D01,R01,Subscription,267198.03,Headcount and unit-cost plan
B000349,FY2026_Budget_v1,2026-01-01,A5020,D03,R01,Services,356402.83,Headcount and unit-cost plan
B000350,FY2026_Budget_v1,2026-02-01,A5020,D03,R01,Services,356402.83,Headcount and unit-cost plan
B000351,FY2026_Budget_v1,2026-03-01,A5020,D03,R01,Services,356402.83,Headcount and unit-cost plan
B000352,FY2026_Budget_v1,2026-04-01,A5020,D03,R01,Services,356402.83,Headcount and unit-cost plan
B000353,FY2026_Budget_v1,2026-05-01,A5020,D03,R01,Services,356402.83,Headcount and unit-cost plan
B000354,FY2026_Budget_v1,2026-06-01,A5020,D03,R01,Services,332856.11,Headcount and unit-cost plan
B000355,FY2026_Budget_v1,2026-07-01,A5020,D03,R01,Services,332856.11,Headcount and unit-cost plan
B000356,FY2026_Budget_v1,2026-08-01,A5020,D03,R01,Services,332856.11,Headcount and unit-cost plan
B000357,FY2026_Budget_v1,2026-09-01,A5020,D03,R01,Services,332856.11,Headcount and unit-cost plan
B000358,FY2026_Budget_v1,2026-10-01,A5020,D03,R01,Services,332856.11,Headcount and unit-cost plan
B000359,FY2026_Budget_v1,2026-11-01,A5020,D03,R01,Services,332856.11,Headcount and unit-cost plan
B000360,FY2026_Budget_v1,2026-12-01,A5020,D03,R01,Services,332856.11,Headcount and unit-cost plan
B000361,FY2026_Budget_v1,2026-01-01,A6300,D09,R02,Corporate,76981.25,Headcount and unit-cost plan
B000362,FY2026_Budget_v1,2026-02-01,A6300,D09,R02,Corporate,76981.25,Headcount and unit-cost plan
B000363,FY2026_Budget_v1,2026-03-01,A6300,D09,R02,Corporate,76981.25,Headcount and unit-cost plan
B000364,FY2026_Budget_v1,2026-04-01,A6300,D09,R02,Corporate,76981.25,Headcount and unit-cost plan
B000365,FY2026_Budget_v1,2026-05-01,A6300,D09,R02,Corporate,76981.25,Headcount and unit-cost plan
B000366,FY2026_Budget_v1,2026-06-01,A6300,D09,R02,Corporate,76981.25,Headcount and unit-cost plan
B000367,FY2026_Budget_v1,2026-07-01,A6300,D09,R02,Corporate,76981.25,Headcount and unit-cost plan
B000368,FY2026_Budget_v1,2026-08-01,A6300,D09,R02,Corporate,76981.25,Headcount and unit-cost plan
B000369,FY2026_Budget_v1,2026-09-01,A6300,D09,R02,Corporate,76981.25,Headcount and unit-cost plan
B000370,FY2026_Budget_v1,2026-10-01,A6300,D09,R02,Corporate,76981.25,Headcount and unit-cost plan
B000371,FY2026_Budget_v1,2026-11-01,A6300,D09,R02,Corporate,76981.25,Headcount and unit-cost plan
B000372,FY2026_Budget_v1,2026-12-01,A6300,D09,R02,Corporate,76981.25,Headcount and unit-cost plan
B000373,FY2026_Budget_v1,2026-01-01,A6300,D08,R04,Corporate,25420.07,Headcount and unit-cost plan
B000374,FY2026_Budget_v1,2026-02-01,A6300,D08,R04,Corporate,25420.07,Headcount and unit-cost plan
B000375,FY2026_Budget_v1,2026-03-01,A6300,D08,R04,Corporate,25420.07,Headcount and unit-cost plan
B000376,FY2026_Budget_v1,2026-04-01,A6300,D08,R04,Corporate,25420.07,Headcount and unit-cost plan
B000377,FY2026_Budget_v1,2026-05-01,A6300,D08,R04,Corporate,25420.07,Headcount and unit-cost plan
B000378,FY2026_Budget_v1,2026-06-01,A6300,D08,R04,Corporate,25420.07,Headcount and unit-cost plan
B000379,FY2026_Budget_v1,2026-07-01,A6300,D08,R04,Corporate,25420.07,Headcount and unit-cost plan
B000380,FY2026_Budget_v1,2026-08-01,A6300,D08,R04,Corporate,25420.07,Headcount and unit-cost plan
B000381,FY2026_Budget_v1,2026-09-01,A6300,D08,R04,Corporate,25420.07,Headcount and unit-cost plan
B000382,FY2026_Budget_v1,2026-10-01,A6300,D08,R04,Corporate,25420.07,Headcount and unit-cost plan
B000383,FY2026_Budget_v1,2026-11-01,A6300,D08,R04,Corporate,25420.07,Headcount and unit-cost plan
B000384,FY2026_Budget_v1,2026-12-01,A6300,D08,R04,Corporate,25420.07,Headcount and unit-cost plan
B000385,FY2026_Budget_v1,2026-01-01,A5010,D02,R03,Subscription,106304.47,Headcount and unit-cost plan
B000386,FY2026_Budget_v1,2026-02-01,A5010,D02,R03,Subscription,115860.62,Headcount and unit-cost plan
B000387,FY2026_Budget_v1,2026-03-01,A5010,D02,R03,Subscription,126140.86,Headcount and unit-cost plan
B000388,FY2026_Budget_v1,2026-04-01,A5010,D02,R03,Subscription,126140.86,Headcount and unit-cost plan
B000389,FY2026_Budget_v1,2026-05-01,A5010,D02,R03,Subscription,126140.86,Headcount and unit-cost plan
B000390,FY2026_Budget_v1,2026-06-01,A5010,D02,R03,Subscription,139552.65,Headcount and unit-cost plan
B000391,FY2026_Budget_v1,2026-07-01,A5010,D02,R03,Subscription,152173.23,Headcount and unit-cost plan
B000392,FY2026_Budget_v1,2026-08-01,A5010,D02,R03,Subscription,152173.23,Headcount and unit-cost plan
B000393,FY2026_Budget_v1,2026-09-01,A5010,D02,R03,Subscription,152173.23,Headcount and unit-cost plan
B000394,FY2026_Budget_v1,2026-10-01,A5010,D02,R03,Subscription,152173.23,Headcount and unit-cost plan
B000395,FY2026_Budget_v1,2026-11-01,A5010,D02,R03,Subscription,152173.23,Headcount and unit-cost plan
B000396,FY2026_Budget_v1,2026-12-01,A5010,D02,R03,Subscription,170068.22,Headcount and unit-cost plan
B000397,FY2026_Budget_v1,2026-01-01,A6300,D10,R03,Corporate,64122.91,Headcount and unit-cost plan
B000398,FY2026_Budget_v1,2026-02-01,A6300,D10,R03,Corporate,64122.91,Headcount and unit-cost plan
B000399,FY2026_Budget_v1,2026-03-01,A6300,D10,R03,Corporate,64122.91,Headcount and unit-cost plan
B000400,FY2026_Budget_v1,2026-04-01,A6300,D10,R03,Corporate,64122.91,Headcount and unit-cost plan
B000401,FY2026_Budget_v1,2026-05-01,A6300,D10,R03,Corporate,64122.91,Headcount and unit-cost plan
B000402,FY2026_Budget_v1,2026-06-01,A6300,D10,R03,Corporate,64122.91,Headcount and unit-cost plan
B000403,FY2026_Budget_v1,2026-07-01,A6300,D10,R03,Corporate,64122.91,Headcount and unit-cost plan
B000404,FY2026_Budget_v1,2026-08-01,A6300,D10,R03,Corporate,64122.91,Headcount and unit-cost plan
B000405,FY2026_Budget_v1,2026-09-01,A6300,D10,R03,Corporate,64122.91,Headcount and unit-cost plan
B000406,FY2026_Budget_v1,2026-10-01,A6300,D10,R03,Corporate,64122.91,Headcount and unit-cost plan
B000407,FY2026_Budget_v1,2026-11-01,A6300,D10,R03,Corporate,64122.91,Headcount and unit-cost plan
B000408,FY2026_Budget_v1,2026-12-01,A6300,D10,R03,Corporate,64122.91,Headcount and unit-cost plan
B000409,FY2026_Budget_v1,2026-01-01,A6200,D06,R03,Corporate,360892.1,Headcount and unit-cost plan
B000410,FY2026_Budget_v1,2026-02-01,A6200,D06,R03,Corporate,360892.1,Headcount and unit-cost plan
B000411,FY2026_Budget_v1,2026-03-01,A6200,D06,R03,Corporate,360892.1,Headcount and unit-cost plan
B000412,FY2026_Budget_v1,2026-04-01,A6200,D06,R03,Corporate,360892.1,Headcount and unit-cost plan
B000413,FY2026_Budget_v1,2026-05-01,A6200,D06,R03,Corporate,360892.1,Headcount and unit-cost plan
B000414,FY2026_Budget_v1,2026-06-01,A6200,D06,R03,Corporate,360892.1,Headcount and unit-cost plan
B000415,FY2026_Budget_v1,2026-07-01,A6200,D06,R03,Corporate,360892.1,Headcount and unit-cost plan
B000416,FY2026_Budget_v1,2026-08-01,A6200,D06,R03,Corporate,381169.72,Headcount and unit-cost plan
B000417,FY2026_Budget_v1,2026-09-01,A6200,D06,R03,Corporate,381169.72,Headcount and unit-cost plan
B000418,FY2026_Budget_v1,2026-10-01,A6200,D06,R03,Corporate,361047.02,Headcount and unit-cost plan
B000419,FY2026_Budget_v1,2026-11-01,A6200,D06,R03,Corporate,361047.02,Headcount and unit-cost plan
B000420,FY2026_Budget_v1,2026-12-01,A6200,D06,R03,Corporate,361047.02,Headcount and unit-cost plan
B000421,FY2026_Budget_v1,2026-01-01,A6300,D07,R04,Corporate,23619.78,Headcount and unit-cost plan
B000422,FY2026_Budget_v1,2026-02-01,A6300,D07,R04,Corporate,23619.78,Headcount and unit-cost plan
B000423,FY2026_Budget_v1,2026-03-01,A6300,D07,R04,Corporate,23619.78,Headcount and unit-cost plan
B000424,FY2026_Budget_v1,2026-04-01,A6300,D07,R04,Corporate,23619.78,Headcount and unit-cost plan
B000425,FY2026_Budget_v1,2026-05-01,A6300,D07,R04,Corporate,35661.6,Headcount and unit-cost plan
B000426,FY2026_Budget_v1,2026-06-01,A6300,D07,R04,Corporate,35661.6,Headcount and unit-cost plan
B000427,FY2026_Budget_v1,2026-07-01,A6300,D07,R04,Corporate,35661.6,Headcount and unit-cost plan
B000428,FY2026_Budget_v1,2026-08-01,A6300,D07,R04,Corporate,35661.6,Headcount and unit-cost plan
B000429,FY2026_Budget_v1,2026-09-01,A6300,D07,R04,Corporate,35661.6,Headcount and unit-cost plan
B000430,FY2026_Budget_v1,2026-10-01,A6300,D07,R04,Corporate,45985.81,Headcount and unit-cost plan
B000431,FY2026_Budget_v1,2026-11-01,A6300,D07,R04,Corporate,45985.81,Headcount and unit-cost plan
B000432,FY2026_Budget_v1,2026-12-01,A6300,D07,R04,Corporate,45985.81,Headcount and unit-cost plan
B000433,FY2026_Budget_v1,2026-01-01,A6300,D10,R02,Corporate,118139.22,Headcount and unit-cost plan
B000434,FY2026_Budget_v1,2026-02-01,A6300,D10,R02,Corporate,118139.22,Headcount and unit-cost plan
B000435,FY2026_Budget_v1,2026-03-01,A6300,D10,R02,Corporate,104001.73,Headcount and unit-cost plan
B000436,FY2026_Budget_v1,2026-04-01,A6300,D10,R02,Corporate,104001.73,Headcount and unit-cost plan
B000437,FY2026_Budget_v1,2026-05-01,A6300,D10,R02,Corporate,104001.73,Headcount and unit-cost plan
B000438,FY2026_Budget_v1,2026-06-01,A6300,D10,R02,Corporate,104001.73,Headcount and unit-cost plan
B000439,FY2026_Budget_v1,2026-07-01,A6300,D10,R02,Corporate,104001.73,Headcount and unit-cost plan
B000440,FY2026_Budget_v1,2026-08-01,A6300,D10,R02,Corporate,104001.73,Headcount and unit-cost plan
B000441,FY2026_Budget_v1,2026-09-01,A6300,D10,R02,Corporate,86515.64,Headcount and unit-cost plan
B000442,FY2026_Budget_v1,2026-10-01,A6300,D10,R02,Corporate,65257.15,Headcount and unit-cost plan
B000443,FY2026_Budget_v1,2026-11-01,A6300,D10,R02,Corporate,49342.34,Headcount and unit-cost plan
B000444,FY2026_Budget_v1,2026-12-01,A6300,D10,R02,Corporate,49342.34,Headcount and unit-cost plan
B000445,FY2026_Budget_v1,2026-01-01,A5020,D03,R03,Services,358591.63,Headcount and unit-cost plan
B000446,FY2026_Budget_v1,2026-02-01,A5020,D03,R03,Services,358591.63,Headcount and unit-cost plan
B000447,FY2026_Budget_v1,2026-03-01,A5020,D03,R03,Services,358591.63,Headcount and unit-cost plan
B000448,FY2026_Budget_v1,2026-04-01,A5020,D03,R03,Services,341884.08,Headcount and unit-cost plan
B000449,FY2026_Budget_v1,2026-05-01,A5020,D03,R03,Services,341884.08,Headcount and unit-cost plan
B000450,FY2026_Budget_v1,2026-06-01,A5020,D03,R03,Services,352161.63,Headcount and unit-cost plan
B000451,FY2026_Budget_v1,2026-07-01,A5020,D03,R03,Services,352161.63,Headcount and unit-cost plan
B000452,FY2026_Budget_v1,2026-08-01,A5020,D03,R03,Services,352161.63,Headcount and unit-cost plan
B000453,FY2026_Budget_v1,2026-09-01,A5020,D03,R03,Services,352161.63,Headcount and unit-cost plan
B000454,FY2026_Budget_v1,2026-10-01,A5020,D03,R03,Services,365638.4,Headcount and unit-cost plan
B000455,FY2026_Budget_v1,2026-11-01,A5020,D03,R03,Services,349205.32,Headcount and unit-cost plan
B000456,FY2026_Budget_v1,2026-12-01,A5020,D03,R03,Services,349205.32,Headcount and unit-cost plan
B000457,FY2026_Budget_v1,2026-01-01,A6120,D05,R04,Corporate,42927.66,Headcount and unit-cost plan
B000458,FY2026_Budget_v1,2026-02-01,A6120,D05,R04,Corporate,42927.66,Headcount and unit-cost plan
B000459,FY2026_Budget_v1,2026-03-01,A6120,D05,R04,Corporate,42927.66,Headcount and unit-cost plan
B000460,FY2026_Budget_v1,2026-04-01,A6120,D05,R04,Corporate,42927.66,Headcount and unit-cost plan
B000461,FY2026_Budget_v1,2026-05-01,A6120,D05,R04,Corporate,42927.66,Headcount and unit-cost plan
B000462,FY2026_Budget_v1,2026-06-01,A6120,D05,R04,Corporate,42927.66,Headcount and unit-cost plan
B000463,FY2026_Budget_v1,2026-07-01,A6120,D05,R04,Corporate,42927.66,Headcount and unit-cost plan
B000464,FY2026_Budget_v1,2026-08-01,A6120,D05,R04,Corporate,42927.66,Headcount and unit-cost plan
B000465,FY2026_Budget_v1,2026-09-01,A6120,D05,R04,Corporate,42927.66,Headcount and unit-cost plan
B000466,FY2026_Budget_v1,2026-10-01,A6120,D05,R04,Corporate,42927.66,Headcount and unit-cost plan
B000467,FY2026_Budget_v1,2026-11-01,A6120,D05,R04,Corporate,42927.66,Headcount and unit-cost plan
B000468,FY2026_Budget_v1,2026-12-01,A6120,D05,R04,Corporate,42927.66,Headcount and unit-cost plan
B000469,FY2026_Budget_v1,2026-01-01,A5010,D02,R02,Subscription,130835.7,Headcount and unit-cost plan
B000470,FY2026_Budget_v1,2026-02-01,A5010,D02,R02,Subscription,130835.7,Headcount and unit-cost plan
B000471,FY2026_Budget_v1,2026-03-01,A5010,D02,R02,Subscription,130835.7,Headcount and unit-cost plan
B000472,FY2026_Budget_v1,2026-04-01,A5010,D02,R02,Subscription,130835.7,Headcount and unit-cost plan
B000473,FY2026_Budget_v1,2026-05-01,A5010,D02,R02,Subscription,130835.7,Headcount and unit-cost plan
B000474,FY2026_Budget_v1,2026-06-01,A5010,D02,R02,Subscription,130835.7,Headcount and unit-cost plan
B000475,FY2026_Budget_v1,2026-07-01,A5010,D02,R02,Subscription,130835.7,Headcount and unit-cost plan
B000476,FY2026_Budget_v1,2026-08-01,A5010,D02,R02,Subscription,148691.26,Headcount and unit-cost plan
B000477,FY2026_Budget_v1,2026-09-01,A5010,D02,R02,Subscription,148691.26,Headcount and unit-cost plan
B000478,FY2026_Budget_v1,2026-10-01,A5010,D02,R02,Subscription,148691.26,Headcount and unit-cost plan
B000479,FY2026_Budget_v1,2026-11-01,A5010,D02,R02,Subscription,148691.26,Headcount and unit-cost plan
B000480,FY2026_Budget_v1,2026-12-01,A5010,D02,R02,Subscription,148691.26,Headcount and unit-cost plan
B000481,FY2026_Budget_v1,2026-01-01,A6300,D11,R01,Corporate,82616.94,Headcount and unit-cost plan
B000482,FY2026_Budget_v1,2026-02-01,A6300,D11,R01,Corporate,82616.94,Headcount and unit-cost plan
B000483,FY2026_Budget_v1,2026-03-01,A6300,D11,R01,Corporate,82616.94,Headcount and unit-cost plan
B000484,FY2026_Budget_v1,2026-04-01,A6300,D11,R01,Corporate,82616.94,Headcount and unit-cost plan
B000485,FY2026_Budget_v1,2026-05-01,A6300,D11,R01,Corporate,82616.94,Headcount and unit-cost plan
B000486,FY2026_Budget_v1,2026-06-01,A6300,D11,R01,Corporate,82616.94,Headcount and unit-cost plan
B000487,FY2026_Budget_v1,2026-07-01,A6300,D11,R01,Corporate,82616.94,Headcount and unit-cost plan
B000488,FY2026_Budget_v1,2026-08-01,A6300,D11,R01,Corporate,82616.94,Headcount and unit-cost plan
B000489,FY2026_Budget_v1,2026-09-01,A6300,D11,R01,Corporate,82616.94,Headcount and unit-cost plan
B000490,FY2026_Budget_v1,2026-10-01,A6300,D11,R01,Corporate,82616.94,Headcount and unit-cost plan
B000491,FY2026_Budget_v1,2026-11-01,A6300,D11,R01,Corporate,82616.94,Headcount and unit-cost plan
B000492,FY2026_Budget_v1,2026-12-01,A6300,D11,R01,Corporate,82616.94,Headcount and unit-cost plan
B000493,FY2026_Budget_v1,2026-01-01,A6300,D08,R03,Corporate,77424.89,Headcount and unit-cost plan
B000494,FY2026_Budget_v1,2026-02-01,A6300,D08,R03,Corporate,77424.89,Headcount and unit-cost plan
B000495,FY2026_Budget_v1,2026-03-01,A6300,D08,R03,Corporate,77424.89,Headcount and unit-cost plan
B000496,FY2026_Budget_v1,2026-04-01,A6300,D08,R03,Corporate,77424.89,Headcount and unit-cost plan
B000497,FY2026_Budget_v1,2026-05-01,A6300,D08,R03,Corporate,77424.89,Headcount and unit-cost plan
B000498,FY2026_Budget_v1,2026-06-01,A6300,D08,R03,Corporate,77424.89,Headcount and unit-cost plan
B000499,FY2026_Budget_v1,2026-07-01,A6300,D08,R03,Corporate,77424.89,Headcount and unit-cost plan
B000500,FY2026_Budget_v1,2026-08-01,A6300,D08,R03,Corporate,77424.89,Headcount and unit-cost plan
B000501,FY2026_Budget_v1,2026-09-01,A6300,D08,R03,Corporate,77424.89,Headcount and unit-cost plan
B000502,FY2026_Budget_v1,2026-10-01,A6300,D08,R03,Corporate,77424.89,Headcount and unit-cost plan
B000503,FY2026_Budget_v1,2026-11-01,A6300,D08,R03,Corporate,77424.89,Headcount and unit-cost plan
B000504,FY2026_Budget_v1,2026-12-01,A6300,D08,R03,Corporate,77424.89,Headcount and unit-cost plan
B000505,FY2026_Budget_v1,2026-01-01,A5010,D02,R04,Subscription,40456.99,Headcount and unit-cost plan
B000506,FY2026_Budget_v1,2026-02-01,A5010,D02,R04,Subscription,40456.99,Headcount and unit-cost plan
B000507,FY2026_Budget_v1,2026-03-01,A5010,D02,R04,Subscription,40456.99,Headcount and unit-cost plan
B000508,FY2026_Budget_v1,2026-04-01,A5010,D02,R04,Subscription,40456.99,Headcount and unit-cost plan
B000509,FY2026_Budget_v1,2026-05-01,A5010,D02,R04,Subscription,31249.57,Headcount and unit-cost plan
B000510,FY2026_Budget_v1,2026-06-01,A5010,D02,R04,Subscription,31249.57,Headcount and unit-cost plan
B000511,FY2026_Budget_v1,2026-07-01,A5010,D02,R04,Subscription,31249.57,Headcount and unit-cost plan
B000512,FY2026_Budget_v1,2026-08-01,A5010,D02,R04,Subscription,31249.57,Headcount and unit-cost plan
B000513,FY2026_Budget_v1,2026-09-01,A5010,D02,R04,Subscription,31249.57,Headcount and unit-cost plan
B000514,FY2026_Budget_v1,2026-10-01,A5010,D02,R04,Subscription,31249.57,Headcount and unit-cost plan
B000515,FY2026_Budget_v1,2026-11-01,A5010,D02,R04,Subscription,31249.57,Headcount and unit-cost plan
B000516,FY2026_Budget_v1,2026-12-01,A5010,D02,R04,Subscription,31249.57,Headcount and unit-cost plan
B000517,FY2026_Budget_v1,2026-01-01,A6120,D05,R03,Corporate,31713.8,Headcount and unit-cost plan
