month_start,employee_id,department_id,region_id,fte,monthly_base_salary_usd,bonus_accrual_usd,benefits_usd,payroll_taxes_usd,total_personnel_cost_usd
2023-04-01,E0026,D03,R01,1,15157.14,1212.57,2273.57,1159.52,19802.8
2023-05-01,E0026,D03,R01,1,15157.14,1212.57,2273.57,1159.52,19802.8
2023-06-01,E0026,D03,R01,1,15157.14,1212.57,2273.57,1159.52,19802.8
2023-07-01,E0026,D03,R01,1,15157.14,1212.57,2273.57,1159.52,19802.8
2023-08-01,E0026,D03,R01,1,15157.14,1212.57,2273.57,1159.52,19802.8
2023-09-01,E0026,D03,R01,1,15157.14,1212.57,2273.57,1159.52,19802.8
2023-10-01,E0026,D03,R01,1,15157.14,1212.57,2273.57,1159.52,19802.8
2023-11-01,E0026,D03,R01,1,15157.14,1212.57,2273.57,1159.52,19802.8
2023-12-01,E0026,D03,R01,1,15157.14,1212.57,2273.57,1159.52,19802.8
2024-01-01,E0026,D03,R01,1,15687.64,1255.01,2353.15,1200.1,20495.9
2024-02-01,E0026,D03,R01,1,15687.64,1255.01,2353.15,1200.1,20495.9
2024-03-01,E0026,D03,R01,1,15687.64,1255.01,2353.15,1200.1,20495.9
2024-04-01,E0026,D03,R01,1,15687.64,1255.01,2353.15,1200.1,20495.9
2024-05-01,E0026,D03,R01,1,15687.64,1255.01,2353.15,1200.1,20495.9
2024-06-01,E0026,D03,R01,1,15687.64,1255.01,2353.15,1200.1,20495.9
2024-07-01,E0026,D03,R01,1,15687.64,1255.01,2353.15,1200.1,20495.9
2024-08-01,E0026,D03,R01,1,15687.64,1255.01,2353.15,1200.1,20495.9
2024-09-01,E0026,D03,R01,1,15687.64,1255.01,2353.15,1200.1,20495.9
2024-10-01,E0026,D03,R01,1,15687.64,1255.01,2353.15,1200.1,20495.9
2024-11-01,E0026,D03,R01,1,15687.64,1255.01,2353.15,1200.1,20495.9
2024-12-01,E0026,D03,R01,1,15687.64,1255.01,2353.15,1200.1,20495.9
2025-01-01,E0026,D03,R01,1,16236.71,1298.94,2435.51,1242.11,21213.26
2025-02-01,E0026,D03,R01,1,16236.71,1298.94,2435.51,1242.11,21213.26
2025-03-01,E0026,D03,R01,1,16236.71,1298.94,2435.51,1242.11,21213.26
2025-04-01,E0026,D03,R01,1,16236.71,1298.94,2435.51,1242.11,21213.26
2025-05-01,E0026,D03,R01,1,16236.71,1298.94,2435.51,1242.11,21213.26
2023-01-01,E0027,D06,R01,1,15541.42,1243.31,2331.21,1188.92,20304.87
2023-02-01,E0027,D06,R01,1,15541.42,1243.31,2331.21,1188.92,20304.87
2023-03-01,E0027,D06,R01,1,15541.42,1243.31,2331.21,1188.92,20304.87
2023-04-01,E0027,D06,R01,1,15541.42,1243.31,2331.21,1188.92,20304.87
2023-05-01,E0027,D06,R01,1,15541.42,1243.31,2331.21,1188.92,20304.87
2023-06-01,E0027,D06,R01,1,15541.42,1243.31,2331.21,1188.92,20304.87
2023-07-01,E0027,D06,R01,1,15541.42,1243.31,2331.21,1188.92,20304.87
2023-08-01,E0027,D06,R01,1,15541.42,1243.31,2331.21,1188.92,20304.87
2023-09-01,E0027,D06,R01,1,15541.42,1243.31,2331.21,1188.92,20304.87
2023-10-01,E0027,D06,R01,1,15541.42,1243.31,2331.21,1188.92,20304.87
2023-11-01,E0027,D06,R01,1,15541.42,1243.31,2331.21,1188.92,20304.87
2023-12-01,E0027,D06,R01,1,15541.42,1243.31,2331.21,1188.92,20304.87
2024-01-01,E0027,D06,R01,1,16085.37,1286.83,2412.81,1230.53,21015.54
2024-02-01,E0027,D06,R01,1,16085.37,1286.83,2412.81,1230.53,21015.54
2024-03-01,E0027,D06,R01,1,16085.37,1286.83,2412.81,1230.53,21015.54
2024-04-01,E0027,D06,R01,1,16085.37,1286.83,2412.81,1230.53,21015.54
2024-05-01,E0027,D06,R01,1,16085.37,1286.83,2412.81,1230.53,21015.54
2024-06-01,E0027,D06,R01,1,16085.37,1286.83,2412.81,1230.53,21015.54
2024-07-01,E0027,D06,R01,1,16085.37,1286.83,2412.81,1230.53,21015.54
2024-08-01,E0027,D06,R01,1,16085.37,1286.83,2412.81,1230.53,21015.54
2024-09-01,E0027,D06,R01,1,16085.37,1286.83,2412.81,1230.53,21015.54
2024-10-01,E0027,D06,R01,1,16085.37,1286.83,2412.81,1230.53,21015.54
2024-11-01,E0027,D06,R01,1,16085.37,1286.83,2412.81,1230.53,21015.54
2024-12-01,E0027,D06,R01,1,16085.37,1286.83,2412.81,1230.53,21015.54
2025-01-01,E0027,D06,R01,1,16648.36,1331.87,2497.25,1273.6,21751.09
2025-02-01,E0027,D06,R01,1,16648.36,1331.87,2497.25,1273.6,21751.09
2025-03-01,E0027,D06,R01,1,16648.36,1331.87,2497.25,1273.6,21751.09
2025-04-01,E0027,D06,R01,1,16648.36,1331.87,2497.25,1273.6,21751.09
2025-05-01,E0027,D06,R01,1,16648.36,1331.87,2497.25,1273.6,21751.09
2025-06-01,E0027,D06,R01,1,16648.36,1331.87,2497.25,1273.6,21751.09
2025-07-01,E0027,D06,R01,1,16648.36,1331.87,2497.25,1273.6,21751.09
2025-08-01,E0027,D06,R01,1,16648.36,1331.87,2497.25,1273.6,21751.09
2025-09-01,E0027,D06,R01,1,16648.36,1331.87,2497.25,1273.6,21751.09
2025-10-01,E0027,D06,R01,1,16648.36,1331.87,2497.25,1273.6,21751.09
2025-11-01,E0027,D06,R01,1,16648.36,1331.87,2497.25,1273.6,21751.09
2025-12-01,E0027,D06,R01,1,16648.36,1331.87,2497.25,1273.6,21751.09
2026-01-01,E0027,D06,R01,1,17231.05,1378.48,2584.66,1318.18,22512.37
2026-02-01,E0027,D06,R01,1,17231.05,1378.48,2584.66,1318.18,22512.37
2026-03-01,E0027,D06,R01,1,17231.05,1378.48,2584.66,1318.18,22512.37
2026-04-01,E0027,D06,R01,1,17231.05,1378.48,2584.66,1318.18,22512.37
2026-05-01,E0027,D06,R01,1,17231.05,1378.48,2584.66,1318.18,22512.37
2026-06-01,E0027,D06,R01,1,17231.05,1378.48,2584.66,1318.18,22512.37
2023-01-01,E0028,D06,R01,1,13954.45,1116.36,2093.17,1067.52,18231.49
2023-02-01,E0028,D06,R01,1,13954.45,1116.36,2093.17,1067.52,18231.49
2023-03-01,E0028,D06,R01,1,13954.45,1116.36,2093.17,1067.52,18231.49
2023-04-01,E0028,D06,R01,1,13954.45,1116.36,2093.17,1067.52,18231.49
2023-05-01,E0028,D06,R01,1,13954.45,1116.36,2093.17,1067.52,18231.49
2023-06-01,E0028,D06,R01,1,13954.45,1116.36,2093.17,1067.52,18231.49
2023-07-01,E0028,D06,R01,1,13954.45,1116.36,2093.17,1067.52,18231.49
2023-08-01,E0028,D06,R01,1,13954.45,1116.36,2093.17,1067.52,18231.49
2023-09-01,E0028,D06,R01,1,13954.45,1116.36,2093.17,1067.52,18231.49
2023-10-01,E0028,D06,R01,1,13954.45,1116.36,2093.17,1067.52,18231.49
2023-11-01,E0028,D06,R01,1,13954.45,1116.36,2093.17,1067.52,18231.49
2023-12-01,E0028,D06,R01,1,13954.45,1116.36,2093.17,1067.52,18231.49
2024-01-01,E0028,D06,R01,1,14442.86,1155.43,2166.43,1104.88,18869.6
2024-02-01,E0028,D06,R01,1,14442.86,1155.43,2166.43,1104.88,18869.6
2024-03-01,E0028,D06,R01,1,14442.86,1155.43,2166.43,1104.88,18869.6
2024-04-01,E0028,D06,R01,1,14442.86,1155.43,2166.43,1104.88,18869.6
2024-05-01,E0028,D06,R01,1,14442.86,1155.43,2166.43,1104.88,18869.6
2024-06-01,E0028,D06,R01,1,14442.86,1155.43,2166.43,1104.88,18869.6
2024-07-01,E0028,D06,R01,1,14442.86,1155.43,2166.43,1104.88,18869.6
2024-08-01,E0028,D06,R01,1,14442.86,1155.43,2166.43,1104.88,18869.6
2024-09-01,E0028,D06,R01,1,14442.86,1155.43,2166.43,1104.88,18869.6
2024-10-01,E0028,D06,R01,1,14442.86,1155.43,2166.43,1104.88,18869.6
2024-11-01,E0028,D06,R01,1,14442.86,1155.43,2166.43,1104.88,18869.6
2024-12-01,E0028,D06,R01,1,14442.86,1155.43,2166.43,1104.88,18869.6
2025-01-01,E0028,D06,R01,1,14948.36,1195.87,2242.25,1143.55,19530.03
2025-02-01,E0028,D06,R01,1,14948.36,1195.87,2242.25,1143.55,19530.03
2025-03-01,E0028,D06,R01,1,14948.36,1195.87,2242.25,1143.55,19530.03
2025-04-01,E0028,D06,R01,1,14948.36,1195.87,2242.25,1143.55,19530.03
2025-05-01,E0028,D06,R01,1,14948.36,1195.87,2242.25,1143.55,19530.03
2025-06-01,E0028,D06,R01,1,14948.36,1195.87,2242.25,1143.55,19530.03
2025-07-01,E0028,D06,R01,1,14948.36,1195.87,2242.25,1143.55,19530.03
2025-08-01,E0028,D06,R01,1,14948.36,1195.87,2242.25,1143.55,19530.03
2025-09-01,E0028,D06,R01,1,14948.36,1195.87,2242.25,1143.55,19530.03
2025-10-01,E0028,D06,R01,1,14948.36,1195.87,2242.25,1143.55,19530.03
2023-01-01,E0029,D06,R03,1,15785.79,1262.86,2367.87,1207.61,20624.13
2023-02-01,E0029,D06,R03,1,15785.79,1262.86,2367.87,1207.61,20624.13
2023-03-01,E0029,D06,R03,1,15785.79,1262.86,2367.87,1207.61,20624.13
2023-04-01,E0029,D06,R03,1,15785.79,1262.86,2367.87,1207.61,20624.13
2023-05-01,E0029,D06,R03,1,15785.79,1262.86,2367.87,1207.61,20624.13
2023-06-01,E0029,D06,R03,1,15785.79,1262.86,2367.87,1207.61,20624.13
2023-07-01,E0029,D06,R03,1,15785.79,1262.86,2367.87,1207.61,20624.13
2023-08-01,E0029,D06,R03,1,15785.79,1262.86,2367.87,1207.61,20624.13
2023-09-01,E0029,D06,R03,1,15785.79,1262.86,2367.87,1207.61,20624.13
2023-10-01,E0029,D06,R03,1,15785.79,1262.86,2367.87,1207.61,20624.13
2023-11-01,E0029,D06,R03,1,15785.79,1262.86,2367.87,1207.61,20624.13
2023-12-01,E0029,D06,R03,1,15785.79,1262.86,2367.87,1207.61,20624.13
2024-01-01,E0029,D06,R03,1,16338.29,1307.06,2450.74,1249.88,21345.98
2024-02-01,E0029,D06,R03,1,16338.29,1307.06,2450.74,1249.88,21345.98
2024-03-01,E0029,D06,R03,1,16338.29,1307.06,2450.74,1249.88,21345.98
2024-04-01,E0029,D06,R03,1,16338.29,1307.06,2450.74,1249.88,21345.98
2024-05-01,E0029,D06,R03,1,16338.29,1307.06,2450.74,1249.88,21345.98
2024-06-01,E0029,D06,R03,1,16338.29,1307.06,2450.74,1249.88,21345.98
2024-07-01,E0029,D06,R03,1,16338.29,1307.06,2450.74,1249.88,21345.98
2024-08-01,E0029,D06,R03,1,16338.29,1307.06,2450.74,1249.88,21345.98
2024-09-01,E0029,D06,R03,1,16338.29,1307.06,2450.74,1249.88,21345.98
2024-10-01,E0029,D06,R03,1,16338.29,1307.06,2450.74,1249.88,21345.98
2024-11-01,E0029,D06,R03,1,16338.29,1307.06,2450.74,1249.88,21345.98
2024-12-01,E0029,D06,R03,1,16338.29,1307.06,2450.74,1249.88,21345.98
2025-01-01,E0029,D06,R03,1,16910.13,1352.81,2536.52,1293.63,22093.09
2025-02-01,E0029,D06,R03,1,16910.13,1352.81,2536.52,1293.63,22093.09
2025-03-01,E0029,D06,R03,1,16910.13,1352.81,2536.52,1293.63,22093.09
2025-04-01,E0029,D06,R03,1,16910.13,1352.81,2536.52,1293.63,22093.09
2025-05-01,E0029,D06,R03,1,16910.13,1352.81,2536.52,1293.63,22093.09
2025-06-01,E0029,D06,R03,1,16910.13,1352.81,2536.52,1293.63,22093.09
2025-07-01,E0029,D06,R03,1,16910.13,1352.81,2536.52,1293.63,22093.09
2025-08-01,E0029,D06,R03,1,16910.13,1352.81,2536.52,1293.63,22093.09
2025-09-01,E0029,D06,R03,1,16910.13,1352.81,2536.52,1293.63,22093.09
2025-10-01,E0029,D06,R03,1,16910.13,1352.81,2536.52,1293.63,22093.09
2025-11-01,E0029,D06,R03,1,16910.13,1352.81,2536.52,1293.63,22093.09
2025-12-01,E0029,D06,R03,1,16910.13,1352.81,2536.52,1293.63,22093.09
2026-01-01,E0029,D06,R03,1,17501.99,1400.16,2625.3,1338.9,22866.34
2026-02-01,E0029,D06,R03,1,17501.99,1400.16,2625.3,1338.9,22866.34
2026-03-01,E0029,D06,R03,1,17501.99,1400.16,2625.3,1338.9,22866.34
2026-04-01,E0029,D06,R03,1,17501.99,1400.16,2625.3,1338.9,22866.34
2026-05-01,E0029,D06,R03,1,17501.99,1400.16,2625.3,1338.9,22866.34
2026-06-01,E0029,D06,R03,1,17501.99,1400.16,2625.3,1338.9,22866.34
2023-01-01,E0030,D07,R04,1,7113.47,569.08,1067.02,544.18,9293.75
2023-02-01,E0030,D07,R04,1,7113.47,569.08,1067.02,544.18,9293.75
2023-03-01,E0030,D07,R04,1,7113.47,569.08,1067.02,544.18,9293.75
2023-04-01,E0030,D07,R04,1,7113.47,569.08,1067.02,544.18,9293.75
2023-05-01,E0030,D07,R04,1,7113.47,569.08,1067.02,544.18,9293.75
2023-06-01,E0030,D07,R04,1,7113.47,569.08,1067.02,544.18,9293.75
2023-07-01,E0030,D07,R04,1,7113.47,569.08,1067.02,544.18,9293.75
2023-08-01,E0030,D07,R04,1,7113.47,569.08,1067.02,544.18,9293.75
2023-09-01,E0030,D07,R04,1,7113.47,569.08,1067.02,544.18,9293.75
2023-10-01,E0030,D07,R04,1,7113.47,569.08,1067.02,544.18,9293.75
2023-11-01,E0030,D07,R04,1,7113.47,569.08,1067.02,544.18,9293.75
2023-12-01,E0030,D07,R04,1,7113.47,569.08,1067.02,544.18,9293.75
2024-01-01,E0030,D07,R04,1,7362.44,589,1104.37,563.23,9619.03
2024-02-01,E0030,D07,R04,1,7362.44,589,1104.37,563.23,9619.03
2024-03-01,E0030,D07,R04,1,7362.44,589,1104.37,563.23,9619.03
2024-04-01,E0030,D07,R04,1,7362.44,589,1104.37,563.23,9619.03
2024-05-01,E0030,D07,R04,1,7362.44,589,1104.37,563.23,9619.03
2024-06-01,E0030,D07,R04,1,7362.44,589,1104.37,563.23,9619.03
2024-07-01,E0030,D07,R04,1,7362.44,589,1104.37,563.23,9619.03
2024-08-01,E0030,D07,R04,1,7362.44,589,1104.37,563.23,9619.03
2024-09-01,E0030,D07,R04,1,7362.44,589,1104.37,563.23,9619.03
2024-10-01,E0030,D07,R04,1,7362.44,589,1104.37,563.23,9619.03
2024-11-01,E0030,D07,R04,1,7362.44,589,1104.37,563.23,9619.03
2024-12-01,E0030,D07,R04,1,7362.44,589,1104.37,563.23,9619.03
2025-01-01,E0030,D07,R04,1,7620.13,609.61,1143.02,582.94,9955.69
2025-02-01,E0030,D07,R04,1,7620.13,609.61,1143.02,582.94,9955.69
2025-03-01,E0030,D07,R04,1,7620.13,609.61,1143.02,582.94,9955.69
2025-04-01,E0030,D07,R04,1,7620.13,609.61,1143.02,582.94,9955.69
2025-05-01,E0030,D07,R04,1,7620.13,609.61,1143.02,582.94,9955.69
2025-06-01,E0030,D07,R04,1,7620.13,609.61,1143.02,582.94,9955.69
2025-07-01,E0030,D07,R04,1,7620.13,609.61,1143.02,582.94,9955.69
2025-08-01,E0030,D07,R04,1,7620.13,609.61,1143.02,582.94,9955.69
2025-09-01,E0030,D07,R04,1,7620.13,609.61,1143.02,582.94,9955.69
2025-10-01,E0030,D07,R04,1,7620.13,609.61,1143.02,582.94,9955.69
2025-11-01,E0030,D07,R04,1,7620.13,609.61,1143.02,582.94,9955.69
2025-12-01,E0030,D07,R04,1,7620.13,609.61,1143.02,582.94,9955.69
2026-01-01,E0030,D07,R04,1,7886.83,630.95,1183.02,603.34,10304.14
2026-02-01,E0030,D07,R04,1,7886.83,630.95,1183.02,603.34,10304.14
2026-03-01,E0030,D07,R04,1,7886.83,630.95,1183.02,603.34,10304.14
2026-04-01,E0030,D07,R04,1,7886.83,630.95,1183.02,603.34,10304.14
2026-05-01,E0030,D07,R04,1,7886.83,630.95,1183.02,603.34,10304.14
2026-06-01,E0030,D07,R04,1,7886.83,630.95,1183.02,603.34,10304.14
2023-01-01,E0031,D04,R01,1,8741.08,1748.22,1311.16,668.69,12469.14
2023-02-01,E0031,D04,R01,1,8741.08,1748.22,1311.16,668.69,12469.14
2023-03-01,E0031,D04,R01,1,8741.08,1748.22,1311.16,668.69,12469.14
2023-04-01,E0031,D04,R01,1,8741.08,1748.22,1311.16,668.69,12469.14
2023-05-01,E0031,D04,R01,1,8741.08,1748.22,1311.16,668.69,12469.14
2023-06-01,E0031,D04,R01,1,8741.08,1748.22,1311.16,668.69,12469.14
2023-07-01,E0031,D04,R01,1,8741.08,1748.22,1311.16,668.69,12469.14
2023-08-01,E0031,D04,R01,1,8741.08,1748.22,1311.16,668.69,12469.14
2023-01-01,E0032,D10,R02,1,11358.21,908.66,1703.73,868.9,14839.5
2023-02-01,E0032,D10,R02,1,11358.21,908.66,1703.73,868.9,14839.5
2023-03-01,E0032,D10,R02,1,11358.21,908.66,1703.73,868.9,14839.5
2023-04-01,E0032,D10,R02,1,11358.21,908.66,1703.73,868.9,14839.5
2023-05-01,E0032,D10,R02,1,11358.21,908.66,1703.73,868.9,14839.5
2023-06-01,E0032,D10,R02,1,11358.21,908.66,1703.73,868.9,14839.5
2023-07-01,E0032,D10,R02,1,11358.21,908.66,1703.73,868.9,14839.5
2023-08-01,E0032,D10,R02,1,11358.21,908.66,1703.73,868.9,14839.5
2023-09-01,E0032,D10,R02,1,11358.21,908.66,1703.73,868.9,14839.5
2023-10-01,E0032,D10,R02,1,11358.21,908.66,1703.73,868.9,14839.5
2023-11-01,E0032,D10,R02,1,11358.21,908.66,1703.73,868.9,14839.5
2023-12-01,E0032,D10,R02,1,11358.21,908.66,1703.73,868.9,14839.5
2024-01-01,E0032,D10,R02,1,11755.75,940.46,1763.36,899.31,15358.89
2024-02-01,E0032,D10,R02,1,11755.75,940.46,1763.36,899.31,15358.89
2024-03-01,E0032,D10,R02,1,11755.75,940.46,1763.36,899.31,15358.89
2024-04-01,E0032,D10,R02,1,11755.75,940.46,1763.36,899.31,15358.89
2024-05-01,E0032,D10,R02,1,11755.75,940.46,1763.36,899.31,15358.89
2024-06-01,E0032,D10,R02,1,11755.75,940.46,1763.36,899.31,15358.89
2024-07-01,E0032,D10,R02,1,11755.75,940.46,1763.36,899.31,15358.89
2024-08-01,E0032,D10,R02,1,11755.75,940.46,1763.36,899.31,15358.89
2024-09-01,E0032,D10,R02,1,11755.75,940.46,1763.36,899.31,15358.89
2024-10-01,E0032,D10,R02,1,11755.75,940.46,1763.36,899.31,15358.89
2024-11-01,E0032,D10,R02,1,11755.75,940.46,1763.36,899.31,15358.89
2024-12-01,E0032,D10,R02,1,11755.75,940.46,1763.36,899.31,15358.89
2025-01-01,E0032,D10,R02,1,12167.2,973.38,1825.08,930.79,15896.45
2025-02-01,E0032,D10,R02,1,12167.2,973.38,1825.08,930.79,15896.45
2025-03-01,E0032,D10,R02,1,12167.2,973.38,1825.08,930.79,15896.45
2025-04-01,E0032,D10,R02,1,12167.2,973.38,1825.08,930.79,15896.45
2025-05-01,E0032,D10,R02,1,12167.2,973.38,1825.08,930.79,15896.45
2025-06-01,E0032,D10,R02,1,12167.2,973.38,1825.08,930.79,15896.45
2025-07-01,E0032,D10,R02,1,12167.2,973.38,1825.08,930.79,15896.45
2025-08-01,E0032,D10,R02,1,12167.2,973.38,1825.08,930.79,15896.45
2023-01-01,E0033,D04,R02,1,9560.24,1912.05,1434.04,731.36,13637.68
2023-02-01,E0033,D04,R02,1,9560.24,1912.05,1434.04,731.36,13637.68
2023-03-01,E0033,D04,R02,1,9560.24,1912.05,1434.04,731.36,13637.68
2023-04-01,E0033,D04,R02,1,9560.24,1912.05,1434.04,731.36,13637.68
2023-05-01,E0033,D04,R02,1,9560.24,1912.05,1434.04,731.36,13637.68
2023-06-01,E0033,D04,R02,1,9560.24,1912.05,1434.04,731.36,13637.68
2023-07-01,E0033,D04,R02,1,9560.24,1912.05,1434.04,731.36,13637.68
2023-08-01,E0033,D04,R02,1,9560.24,1912.05,1434.04,731.36,13637.68
2023-09-01,E0033,D04,R02,1,9560.24,1912.05,1434.04,731.36,13637.68
2023-10-01,E0033,D04,R02,1,9560.24,1912.05,1434.04,731.36,13637.68
2023-11-01,E0033,D04,R02,1,9560.24,1912.05,1434.04,731.36,13637.68
2023-12-01,E0033,D04,R02,1,9560.24,1912.05,1434.04,731.36,13637.68
2024-01-01,E0033,D04,R02,1,9894.85,1978.97,1484.23,756.96,14115
2024-02-01,E0033,D04,R02,1,9894.85,1978.97,1484.23,756.96,14115
2024-03-01,E0033,D04,R02,1,9894.85,1978.97,1484.23,756.96,14115
2024-04-01,E0033,D04,R02,1,9894.85,1978.97,1484.23,756.96,14115
2024-05-01,E0033,D04,R02,1,9894.85,1978.97,1484.23,756.96,14115
2024-06-01,E0033,D04,R02,1,9894.85,1978.97,1484.23,756.96,14115
2024-07-01,E0033,D04,R02,1,9894.85,1978.97,1484.23,756.96,14115
2024-08-01,E0033,D04,R02,1,9894.85,1978.97,1484.23,756.96,14115
2024-09-01,E0033,D04,R02,1,9894.85,1978.97,1484.23,756.96,14115
2024-10-01,E0033,D04,R02,1,9894.85,1978.97,1484.23,756.96,14115
2024-11-01,E0033,D04,R02,1,9894.85,1978.97,1484.23,756.96,14115
2024-12-01,E0033,D04,R02,1,9894.85,1978.97,1484.23,756.96,14115
2025-01-01,E0033,D04,R02,1,10241.17,2048.23,1536.17,783.45,14609.02
2025-02-01,E0033,D04,R02,1,10241.17,2048.23,1536.17,783.45,14609.02
2025-03-01,E0033,D04,R02,1,10241.17,2048.23,1536.17,783.45,14609.02
2025-04-01,E0033,D04,R02,1,10241.17,2048.23,1536.17,783.45,14609.02
2025-05-01,E0033,D04,R02,1,10241.17,2048.23,1536.17,783.45,14609.02
2025-06-01,E0033,D04,R02,1,10241.17,2048.23,1536.17,783.45,14609.02
2025-07-01,E0033,D04,R02,1,10241.17,2048.23,1536.17,783.45,14609.02
2025-08-01,E0033,D04,R02,1,10241.17,2048.23,1536.17,783.45,14609.02
2025-09-01,E0033,D04,R02,1,10241.17,2048.23,1536.17,783.45,14609.02
2025-10-01,E0033,D04,R02,1,10241.17,2048.23,1536.17,783.45,14609.02
2025-11-01,E0033,D04,R02,1,10241.17,2048.23,1536.17,783.45,14609.02
2025-12-01,E0033,D04,R02,1,10241.17,2048.23,1536.17,783.45,14609.02
2026-01-01,E0033,D04,R02,1,10599.61,2119.92,1589.94,810.87,15120.34
2026-02-01,E0033,D04,R02,1,10599.61,2119.92,1589.94,810.87,15120.34
2026-03-01,E0033,D04,R02,1,10599.61,2119.92,1589.94,810.87,15120.34
2026-04-01,E0033,D04,R02,1,10599.61,2119.92,1589.94,810.87,15120.34
2026-05-01,E0033,D04,R02,1,10599.61,2119.92,1589.94,810.87,15120.34
2026-06-01,E0033,D04,R02,1,10599.61,2119.92,1589.94,810.87,15120.34
2023-01-01,E0034,D03,R03,1,10754.73,860.38,1613.21,822.74,14051.05
2023-02-01,E0034,D03,R03,1,10754.73,860.38,1613.21,822.74,14051.05
2023-03-01,E0034,D03,R03,1,10754.73,860.38,1613.21,822.74,14051.05
2023-04-01,E0034,D03,R03,1,10754.73,860.38,1613.21,822.74,14051.05
2023-05-01,E0034,D03,R03,1,10754.73,860.38,1613.21,822.74,14051.05
2023-06-01,E0034,D03,R03,1,10754.73,860.38,1613.21,822.74,14051.05
2023-07-01,E0034,D03,R03,1,10754.73,860.38,1613.21,822.74,14051.05
2023-08-01,E0034,D03,R03,1,10754.73,860.38,1613.21,822.74,14051.05
2023-09-01,E0034,D03,R03,1,10754.73,860.38,1613.21,822.74,14051.05
2023-10-01,E0034,D03,R03,1,10754.73,860.38,1613.21,822.74,14051.05
2023-11-01,E0034,D03,R03,1,10754.73,860.38,1613.21,822.74,14051.05
2023-12-01,E0034,D03,R03,1,10754.73,860.38,1613.21,822.74,14051.05
2024-01-01,E0034,D03,R03,1,11131.14,890.49,1669.67,851.53,14542.84
2024-02-01,E0034,D03,R03,1,11131.14,890.49,1669.67,851.53,14542.84
2024-03-01,E0034,D03,R03,1,11131.14,890.49,1669.67,851.53,14542.84
2024-04-01,E0034,D03,R03,1,11131.14,890.49,1669.67,851.53,14542.84
2024-05-01,E0034,D03,R03,1,11131.14,890.49,1669.67,851.53,14542.84
2024-06-01,E0034,D03,R03,1,11131.14,890.49,1669.67,851.53,14542.84
2024-07-01,E0034,D03,R03,1,11131.14,890.49,1669.67,851.53,14542.84
2024-08-01,E0034,D03,R03,1,11131.14,890.49,1669.67,851.53,14542.84
2024-09-01,E0034,D03,R03,1,11131.14,890.49,1669.67,851.53,14542.84
2024-10-01,E0034,D03,R03,1,11131.14,890.49,1669.67,851.53,14542.84
2024-11-01,E0034,D03,R03,1,11131.14,890.49,1669.67,851.53,14542.84
2024-12-01,E0034,D03,R03,1,11131.14,890.49,1669.67,851.53,14542.84
2025-01-01,E0034,D03,R03,1,11520.73,921.66,1728.11,881.34,15051.84
2025-02-01,E0034,D03,R03,1,11520.73,921.66,1728.11,881.34,15051.84
2025-03-01,E0034,D03,R03,1,11520.73,921.66,1728.11,881.34,15051.84
2023-01-01,E0035,D03,R03,1,13615.05,1089.2,2042.26,1041.55,17788.07
2023-02-01,E0035,D03,R03,1,13615.05,1089.2,2042.26,1041.55,17788.07
2023-03-01,E0035,D03,R03,1,13615.05,1089.2,2042.26,1041.55,17788.07
2023-04-01,E0035,D03,R03,1,13615.05,1089.2,2042.26,1041.55,17788.07
2023-05-01,E0035,D03,R03,1,13615.05,1089.2,2042.26,1041.55,17788.07
2023-06-01,E0035,D03,R03,1,13615.05,1089.2,2042.26,1041.55,17788.07
2023-07-01,E0035,D03,R03,1,13615.05,1089.2,2042.26,1041.55,17788.07
2023-08-01,E0035,D03,R03,1,13615.05,1089.2,2042.26,1041.55,17788.07
2023-09-01,E0035,D03,R03,1,13615.05,1089.2,2042.26,1041.55,17788.07
2023-10-01,E0035,D03,R03,1,13615.05,1089.2,2042.26,1041.55,17788.07
2023-11-01,E0035,D03,R03,1,13615.05,1089.2,2042.26,1041.55,17788.07
2023-12-01,E0035,D03,R03,1,13615.05,1089.2,2042.26,1041.55,17788.07
2024-01-01,E0035,D03,R03,1,14091.58,1127.33,2113.74,1078.01,18410.65
2024-02-01,E0035,D03,R03,1,14091.58,1127.33,2113.74,1078.01,18410.65
2024-03-01,E0035,D03,R03,1,14091.58,1127.33,2113.74,1078.01,18410.65
2024-04-01,E0035,D03,R03,1,14091.58,1127.33,2113.74,1078.01,18410.65
2024-05-01,E0035,D03,R03,1,14091.58,1127.33,2113.74,1078.01,18410.65
2024-06-01,E0035,D03,R03,1,14091.58,1127.33,2113.74,1078.01,18410.65
2024-07-01,E0035,D03,R03,1,14091.58,1127.33,2113.74,1078.01,18410.65
2024-08-01,E0035,D03,R03,1,14091.58,1127.33,2113.74,1078.01,18410.65
2024-09-01,E0035,D03,R03,1,14091.58,1127.33,2113.74,1078.01,18410.65
2024-10-01,E0035,D03,R03,1,14091.58,1127.33,2113.74,1078.01,18410.65
2024-11-01,E0035,D03,R03,1,14091.58,1127.33,2113.74,1078.01,18410.65
2024-12-01,E0035,D03,R03,1,14091.58,1127.33,2113.74,1078.01,18410.65
2025-01-01,E0035,D03,R03,1,14584.79,1166.78,2187.72,1115.74,19055.02
2025-02-01,E0035,D03,R03,1,14584.79,1166.78,2187.72,1115.74,19055.02
2025-03-01,E0035,D03,R03,1,14584.79,1166.78,2187.72,1115.74,19055.02
2025-04-01,E0035,D03,R03,1,14584.79,1166.78,2187.72,1115.74,19055.02
