employee_id,department_id,region_id,job_family,level,employment_type,start_month,end_month,annual_base_salary_at_hire_usd
E0342,D04,R04,Enterprise Sales,Senior,Full-time,2023-11-01,2026-02-01,114799.52
E0343,D04,R02,Enterprise Sales,Associate,Full-time,2023-01-01,2025-04-01,83266.44
E0344,D05,R01,Marketing,Professional,Full-time,2023-03-01,,106842.3
E0345,D04,R04,Enterprise Sales,Professional,Full-time,2023-01-01,,80985.22
E0346,D01,R02,Cloud Engineering,Manager,Full-time,2023-03-01,2025-02-01,160341.76
E0347,D03,R01,Implementation Consulting,Professional,Full-time,2023-12-01,,104207.26
E0348,D08,R01,People Operations,Professional,Part-time,2023-11-01,,100270.56
E0349,D06,R01,Software Engineering,Professional,Full-time,2023-04-01,,147939.4
E0350,D04,R02,Enterprise Sales,Professional,Full-time,2023-02-01,,98698.73
E0351,D07,R04,Finance and Accounting,Manager,Full-time,2023-08-01,,98747.12
E0352,D03,R02,Implementation Consulting,Director,Full-time,2023-04-01,,159571.79
E0353,D03,R04,Implementation Consulting,Senior,Full-time,2023-04-01,2025-01-01,108080.15
E0354,D02,R02,Customer Support,Professional,Full-time,2023-09-01,,68196.43
E0355,D06,R01,Software Engineering,Director,Full-time,2023-10-01,,284576.09
E0356,D04,R03,Enterprise Sales,Senior,Full-time,2023-12-01,,138558.2
E0357,D09,R04,Legal and Compliance,Senior,Full-time,2023-04-01,2025-11-01,153380.77
E0358,D02,R01,Customer Support,Director,Full-time,2023-12-01,,137918.19
E0359,D06,R03,Software Engineering,Professional,Full-time,2023-07-01,,133033.24
E0360,D04,R03,Enterprise Sales,Associate,Part-time,2023-01-01,,91072.32
E0361,D03,R04,Implementation Consulting,Professional,Full-time,2023-07-01,,85856.53
E0362,D06,R01,Software Engineering,Associate,Full-time,2023-01-01,,131891.56
E0363,D08,R03,People Operations,Professional,Full-time,2023-04-01,,98123.27
E0364,D07,R03,Finance and Accounting,Senior,Full-time,2023-05-01,2025-04-01,122380.16
E0365,D04,R01,Enterprise Sales,Associate,Full-time,2023-09-01,,86337.98
E0366,D01,R02,Cloud Engineering,Professional,Full-time,2023-03-01,2025-06-01,137645.72
E0367,D09,R02,Legal and Compliance,Professional,Full-time,2023-09-01,,126784.38
E0368,D03,R03,Implementation Consulting,Professional,Full-time,2023-04-01,,97987.9
E0369,D01,R02,Cloud Engineering,Senior,Full-time,2023-01-01,,144503.59
E0370,D06,R01,Software Engineering,Associate,Full-time,2023-10-01,2024-09-01,146474.54
E0371,D03,R01,Implementation Consulting,Senior,Full-time,2023-08-01,,153611.85
E0372,D06,R01,Software Engineering,Manager,Full-time,2023-12-01,,207812.21
E0373,D06,R02,Software Engineering,Associate,Full-time,2023-04-01,,88127.01
E0374,D06,R02,Software Engineering,Professional,Full-time,2023-02-01,,130627.03
E0375,D06,R01,Software Engineering,Senior,Full-time,2023-06-01,,205900.86
E0376,D04,R01,Enterprise Sales,Associate,Full-time,2023-06-01,,100740.31
E0377,D04,R03,Enterprise Sales,Associate,Full-time,2023-02-01,,83458.8
E0378,D06,R02,Software Engineering,Associate,Full-time,2023-06-01,,95603.68
E0379,D08,R02,People Operations,Manager,Full-time,2023-01-01,,140793.76
E0380,D03,R02,Implementation Consulting,Senior,Full-time,2023-08-01,,123765.01
E0381,D04,R03,Enterprise Sales,Professional,Full-time,2023-08-01,,114363.07
E0382,D06,R02,Software Engineering,Senior,Full-time,2023-10-01,,165045.51
E0383,D03,R01,Implementation Consulting,Professional,Full-time,2023-09-01,,111895.2
E0384,D02,R02,Customer Support,Professional,Full-time,2023-09-01,,65851.68
E0385,D06,R01,Software Engineering,Manager,Full-time,2023-06-01,,223119.64
E0386,D06,R02,Software Engineering,Senior,Full-time,2024-04-01,,153455.09
E0387,D01,R02,Cloud Engineering,Manager,Full-time,2024-06-01,,173137.73
E0388,D03,R02,Implementation Consulting,Senior,Full-time,2024-10-01,,102716.63
E0389,D06,R01,Software Engineering,Professional,Full-time,2024-02-01,,163424.9
E0390,D02,R02,Customer Support,Manager,Full-time,2024-10-01,,99465.52
E0391,D03,R03,Implementation Consulting,Senior,Full-time,2024-06-01,2025-11-01,131379.37
E0392,D06,R04,Software Engineering,Professional,Full-time,2024-02-01,,112761.49
E0393,D06,R01,Software Engineering,Senior,Full-time,2024-10-01,,175727.02
E0394,D07,R02,Finance and Accounting,Associate,Full-time,2024-07-01,2026-02-01,76465.89
E0395,D01,R01,Cloud Engineering,Director,Full-time,2024-11-01,,242202.73
E0396,D04,R03,Enterprise Sales,Senior,Full-time,2024-06-01,,114650.17
E0397,D09,R04,Legal and Compliance,Associate,Full-time,2024-03-01,2026-02-01,92371.56
E0398,D04,R01,Enterprise Sales,Associate,Full-time,2024-08-01,,88729.25
E0399,D04,R02,Enterprise Sales,Professional,Full-time,2024-03-01,,101272.94
E0400,D07,R01,Finance and Accounting,Senior,Full-time,2024-07-01,2025-04-01,130419
E0401,D06,R02,Software Engineering,Associate,Full-time,2024-12-01,2025-12-01,101705.88
E0402,D04,R03,Enterprise Sales,Professional,Full-time,2024-01-01,,122594.57
E0403,D04,R02,Enterprise Sales,Director,Full-time,2024-02-01,,181279.72
E0404,D06,R01,Software Engineering,Senior,Full-time,2024-03-01,,189397.03
E0405,D02,R03,Customer Support,Senior,Full-time,2024-11-01,,97863.79
E0406,D04,R02,Enterprise Sales,Senior,Full-time,2024-05-01,,115391.84
E0407,D06,R02,Software Engineering,Professional,Full-time,2024-12-01,,133447.32
E0408,D10,R02,Corporate IT,Senior,Full-time,2024-10-01,2025-11-01,128392.69
E0409,D04,R03,Enterprise Sales,Professional,Full-time,2024-10-01,,120102.08
E0410,D05,R02,Marketing,Professional,Full-time,2024-04-01,,89233.92
E0411,D08,R02,People Operations,Senior,Full-time,2024-08-01,2026-03-01,100700.01
E0412,D06,R03,Software Engineering,Professional,Full-time,2024-04-01,2025-10-01,156643.67
E0413,D05,R01,Marketing,Associate,Full-time,2024-10-01,,98557.39
E0414,D04,R02,Enterprise Sales,Associate,Full-time,2024-03-01,,82295.32
E0415,D04,R01,Enterprise Sales,Professional,Full-time,2024-04-01,,120039.67
E0416,D08,R03,People Operations,Senior,Full-time,2024-07-01,,137377.34
E0417,D04,R01,Enterprise Sales,Associate,Full-time,2024-08-01,,83613.93
E0418,D05,R02,Marketing,Professional,Full-time,2024-03-01,,80205.54
E0419,D10,R03,Corporate IT,Professional,Full-time,2024-07-01,,95792.4
E0420,D06,R01,Software Engineering,VP,Full-time,2024-02-01,,337943.02
E0421,D06,R01,Software Engineering,Professional,Full-time,2024-07-01,,180695.49
E0422,D04,R03,Enterprise Sales,Senior,Full-time,2024-03-01,,148976.66
E0423,D09,R02,Legal and Compliance,Professional,Full-time,2024-04-01,,135571.69
E0424,D02,R03,Customer Support,Associate,Full-time,2024-02-01,2025-12-01,62421.26
E0425,D06,R01,Software Engineering,Professional,Full-time,2024-04-01,,141906.11
E0426,D03,R03,Implementation Consulting,Professional,Full-time,2024-07-01,,101451.52
E0427,D03,R02,Implementation Consulting,Professional,Full-time,2024-05-01,,95015.75
E0428,D07,R03,Finance and Accounting,Professional,Full-time,2024-11-01,,105225.26
E0429,D01,R04,Cloud Engineering,Manager,Full-time,2024-11-01,2025-10-01,124751.91
E0430,D05,R01,Marketing,Senior,Full-time,2024-07-01,2025-03-01,125789.65
E0431,D06,R03,Software Engineering,Senior,Full-time,2024-03-01,,164357.12
E0432,D06,R01,Software Engineering,Associate,Part-time,2024-08-01,,120279.76
E0433,D10,R02,Corporate IT,Director,Full-time,2024-02-01,2025-10-01,163972.5
E0434,D07,R03,Finance and Accounting,Director,Full-time,2024-09-01,,206821.47
E0435,D04,R01,Enterprise Sales,VP,Full-time,2024-10-01,,303983.11
E0436,D06,R01,Software Engineering,Associate,Full-time,2025-07-01,,107982.77
E0437,D06,R02,Software Engineering,Associate,Full-time,2025-03-01,,106413.56
E0438,D08,R02,People Operations,Professional,Full-time,2025-03-01,,84823.19
E0439,D06,R02,Software Engineering,Professional,Full-time,2025-11-01,,131722.58
E0440,D06,R02,Software Engineering,Director,Full-time,2025-04-01,,224425.88
E0441,D06,R04,Software Engineering,Senior,Full-time,2025-07-01,,147289.89
E0442,D06,R02,Software Engineering,Associate,Full-time,2025-02-01,,115022.37
E0443,D02,R03,Customer Support,Professional,Full-time,2025-03-01,,85450.07
E0444,D05,R02,Marketing,Associate,Full-time,2025-11-01,,70859.21
E0445,D06,R04,Software Engineering,Professional,Full-time,2025-11-01,,121207.83
E0446,D04,R01,Enterprise Sales,Director,Full-time,2025-01-01,,185348.98
E0447,D01,R02,Cloud Engineering,Professional,Full-time,2025-11-01,,105339.19
E0448,D02,R03,Customer Support,Director,Full-time,2025-12-01,,132902.9
E0449,D04,R03,Enterprise Sales,Senior,Full-time,2025-12-01,,122183.37
E0450,D04,R03,Enterprise Sales,Professional,Full-time,2025-05-01,,116859.34
E0451,D06,R01,Software Engineering,Professional,Full-time,2025-04-01,,164760.53
E0452,D07,R04,Finance and Accounting,Senior,Full-time,2025-05-01,,100547.49
E0453,D09,R01,Legal and Compliance,Professional,Full-time,2025-12-01,,160817.21
E0454,D03,R03,Implementation Consulting,Associate,Full-time,2025-06-01,,85042.94
E0455,D05,R02,Marketing,Manager,Full-time,2025-03-01,,128490.74
E0456,D06,R04,Software Engineering,Senior,Full-time,2025-09-01,,138568.72
E0457,D04,R01,Enterprise Sales,Senior,Full-time,2025-06-01,,140531.31
E0458,D06,R02,Software Engineering,Associate,Full-time,2025-03-01,,96940.49
E0459,D06,R01,Software Engineering,Associate,Full-time,2025-11-01,,141146.28
E0460,D05,R03,Marketing,Manager,Full-time,2025-10-01,,148180.61
E0461,D06,R01,Software Engineering,Professional,Full-time,2025-11-01,,146557.15
E0462,D02,R01,Customer Support,Associate,Full-time,2025-02-01,,60312.35
E0463,D01,R01,Cloud Engineering,Manager,Full-time,2025-04-01,,191842.87
E0464,D01,R01,Cloud Engineering,Associate,Full-time,2025-10-01,,101077.11
E0465,D11,R03,Executive Leadership,Professional,Full-time,2025-06-01,,233602.33
E0466,D06,R02,Software Engineering,Manager,Full-time,2025-08-01,,166796.06
E0467,D07,R04,Finance and Accounting,Professional,Full-time,2025-10-01,,86205.67
E0468,D05,R02,Marketing,Senior,Full-time,2025-05-01,,130555.32
E0469,D02,R02,Customer Support,Professional,Full-time,2025-08-01,,77829.04
E0470,D03,R03,Implementation Consulting,Professional,Full-time,2025-10-01,,111515.27
E0471,D06,R03,Software Engineering,Professional,Full-time,2025-08-01,,163374.35
E0472,D08,R02,People Operations,Professional,Full-time,2025-03-01,,83523.3
E0473,D02,R03,Customer Support,Senior,Full-time,2025-07-01,,104903.28
E0474,D02,R02,Customer Support,Professional,Full-time,2025-08-01,,70587.76
E0475,D02,R03,Customer Support,Manager,Full-time,2025-06-01,2026-03-01,111479.88
E0476,D04,R03,Enterprise Sales,Manager,Full-time,2025-08-01,,136617.08
E0477,D02,R03,Customer Support,Professional,Full-time,2025-12-01,,74344.18
E0478,D01,R03,Cloud Engineering,Manager,Full-time,2025-06-01,,164966.92
E0479,D02,R03,Customer Support,Professional,Full-time,2025-02-01,,79431.48
E0480,D09,R03,Legal and Compliance,Manager,Full-time,2025-09-01,,220253.37
E0481,D06,R01,Software Engineering,Manager,Full-time,2026-03-01,,180195.33
E0482,D06,R01,Software Engineering,Professional,Full-time,2026-04-01,,140997.2
E0483,D04,R01,Enterprise Sales,Professional,Full-time,2026-06-01,,114497.38
E0484,D06,R03,Software Engineering,VP,Full-time,2026-01-01,,372443.66
E0485,D02,R03,Customer Support,Professional,Full-time,2026-01-01,,75020.24
E0486,D04,R03,Enterprise Sales,Associate,Full-time,2026-05-01,,84451.56
E0487,D04,R02,Enterprise Sales,Associate,Full-time,2026-06-01,,72114.45
E0488,D02,R03,Customer Support,Director,Full-time,2026-04-01,,139478.45
E0489,D04,R04,Enterprise Sales,Associate,Full-time,2026-04-01,,68057.08
E0490,D09,R01,Legal and Compliance,Senior,Full-time,2026-05-01,,191078.9
E0491,D01,R01,Cloud Engineering,Senior,Full-time,2026-03-01,,170699.68
E0492,D04,R02,Enterprise Sales,Senior,Full-time,2026-04-01,,121299.79
E0493,D03,R01,Implementation Consulting,Senior,Full-time,2026-05-01,,142720.48
E0494,D06,R03,Software Engineering,Senior,Full-time,2026-02-01,,181848.15
E0495,D04,R03,Enterprise Sales,Professional,Full-time,2026-05-01,,107547.08
E0496,D10,R04,Corporate IT,Manager,Full-time,2026-06-01,,111469.85
E0497,D06,R03,Software Engineering,Professional,Full-time,2026-02-01,,149710.92
E0498,D07,R03,Finance and Accounting,Senior,Full-time,2026-05-01,,120707.41
E0499,D03,R03,Implementation Consulting,Senior,Full-time,2026-02-01,,131394.01
E0500,D06,R01,Software Engineering,Associate,Full-time,2026-01-01,,123515.01
E0501,D03,R04,Implementation Consulting,Senior,Full-time,2026-01-01,,105749.45
E0502,D05,R02,Marketing,Professional,Full-time,2026-01-01,,99333.99
E0503,D08,R03,People Operations,Senior,Full-time,2026-02-01,,104486.97
E0504,D05,R03,Marketing,Senior,Full-time,2026-01-01,,119137.94
E0505,D02,R03,Customer Support,Senior,Full-time,2026-05-01,,101043.96
