month_start,employee_id,region_id,available_hours,billable_hours,internal_hours,bench_hours,utilization_rate
2023-03-01,E0079,R02,150.4,120,18.2,12.2,0.7981
2023-04-01,E0079,R02,158.4,120.9,16.1,21.4,0.7633
2023-05-01,E0079,R02,150.4,122,12.3,16.1,0.8112
2023-06-01,E0079,R02,158.4,110.1,19.2,29.1,0.6949
2023-07-01,E0079,R02,166.4,129.4,20,17,0.7779
2023-08-01,E0079,R02,158.4,113.7,15.4,29.3,0.7178
2023-09-01,E0079,R02,158.4,129.5,15.9,12.9,0.8178
2023-10-01,E0079,R02,158.4,116.6,11.9,29.9,0.7362
2023-11-01,E0079,R02,158.4,104.9,18,35.5,0.6625
2023-12-01,E0079,R02,150.4,100,20.6,29.8,0.6646
2024-01-01,E0079,R02,150.4,117.1,9.2,24.2,0.7783
2024-02-01,E0079,R02,150.4,105.7,9.8,34.9,0.7028
2024-03-01,E0079,R02,150.4,113.9,16,20.5,0.757
2024-04-01,E0079,R02,158.4,133.8,12.1,12.4,0.8449
2024-05-01,E0079,R02,150.4,104.3,10.9,35.3,0.6933
2024-06-01,E0079,R02,142.4,94.6,12.7,35.1,0.6646
2024-07-01,E0079,R02,166.4,136.9,8.5,21,0.823
2024-08-01,E0079,R02,150.4,111.1,17.6,21.7,0.7387
2024-09-01,E0079,R02,150.4,107.6,9.6,33.2,0.7153
2024-10-01,E0079,R02,142.4,106.3,10.5,25.6,0.7467
2024-11-01,E0079,R02,166.4,129.3,14.4,22.7,0.777
2024-12-01,E0079,R02,150.4,106.8,6,37.6,0.71
2025-01-01,E0079,R02,150.4,103.5,19.3,27.7,0.6881
2025-02-01,E0079,R02,166.4,119.7,10.1,36.5,0.7196
2025-03-01,E0079,R02,142.4,102.8,12.4,27.2,0.7222
2025-04-01,E0079,R02,158.4,128.8,19.3,10.3,0.8132
2025-05-01,E0079,R02,150.4,114.2,14.2,21.9,0.7596
2025-06-01,E0079,R02,166.4,129.4,10.1,26.8,0.7778
2025-07-01,E0079,R02,158.4,121.4,17.7,19.3,0.7664
2025-08-01,E0079,R02,158.4,124.8,9.2,24.4,0.7878
2025-09-01,E0079,R02,166.4,121.2,17,28.2,0.7283
2025-10-01,E0079,R02,158.4,123.9,14.9,19.6,0.7822
2025-11-01,E0079,R02,158.4,126.9,14.1,17.4,0.8012
2025-12-01,E0079,R02,150.4,97.6,14.3,38.6,0.6487
2026-01-01,E0079,R02,166.4,112.1,14.4,39.9,0.6736
2026-02-01,E0079,R02,142.4,93.5,14.4,34.5,0.6565
2026-03-01,E0079,R02,166.4,129,25.1,12.3,0.7752
2026-04-01,E0079,R02,166.4,119.9,17,29.5,0.7205
2026-05-01,E0079,R02,166.4,127.6,12.6,26.2,0.7667
2026-06-01,E0079,R02,142.4,109.5,15.5,17.4,0.769
2023-01-01,E0082,R03,150.4,101.6,19.8,29.1,0.6752
2023-02-01,E0082,R03,158.4,116.6,13.3,28.6,0.7358
2023-03-01,E0082,R03,158.4,124.6,18.7,15.1,0.7866
2023-04-01,E0082,R03,166.4,117.6,19.6,29.3,0.7065
2023-05-01,E0082,R03,158.4,124.3,17.1,17,0.7847
2023-06-01,E0082,R03,158.4,123.2,23,12.2,0.7781
2023-07-01,E0082,R03,150.4,108.3,17.7,24.4,0.7202
2023-08-01,E0082,R03,166.4,120.3,13.2,32.8,0.723
2023-09-01,E0082,R03,166.4,121.8,14.3,30.3,0.7319
2023-10-01,E0082,R03,166.4,124.2,11.5,30.6,0.7465
2023-11-01,E0082,R03,150.4,127.3,15.6,7.5,0.8466
2023-12-01,E0082,R03,166.4,122.7,10.3,33.4,0.7373
2024-01-01,E0082,R03,166.4,122,21.8,22.7,0.7329
2024-02-01,E0082,R03,158.4,116.2,17.7,24.5,0.7338
2024-03-01,E0082,R03,158.4,119.6,6.3,32.5,0.7548
2024-04-01,E0082,R03,150.4,132.6,12.2,5.6,0.8815
2024-05-01,E0082,R03,166.4,121.4,18.7,26.3,0.7294
2024-06-01,E0082,R03,158.4,132.4,15.5,10.4,0.8362
2024-07-01,E0082,R03,158.4,104.4,18.6,35.4,0.6591
2024-08-01,E0082,R03,158.4,126.3,12.8,19.3,0.7977
2024-09-01,E0082,R03,150.4,111.6,11.5,27.2,0.7422
2024-10-01,E0082,R03,158.4,118.8,12.8,26.7,0.7502
2024-11-01,E0082,R03,158.4,130.1,23.7,4.6,0.8213
2024-12-01,E0082,R03,158.4,131.2,8.8,18.4,0.828
2025-01-01,E0082,R03,158.4,111.7,17.6,29.1,0.7055
2025-02-01,E0082,R03,166.4,113,15.6,37.8,0.6789
2025-03-01,E0082,R03,158.4,118.4,14.4,25.6,0.7475
2025-04-01,E0082,R03,166.4,115,13.3,38.1,0.6912
2025-05-01,E0082,R03,166.4,138,10.4,18.1,0.8293
2025-06-01,E0082,R03,150.4,103.8,17.2,29.4,0.6905
2025-07-01,E0082,R03,158.4,114.4,13.3,30.8,0.7219
2025-08-01,E0082,R03,166.4,125.8,17.5,23.1,0.7559
2025-09-01,E0082,R03,158.4,124.2,12.4,21.8,0.7843
2025-10-01,E0082,R03,150.4,115.9,14.5,20,0.7706
2025-11-01,E0082,R03,166.4,126.3,10.8,29.3,0.7589
2025-12-01,E0082,R03,166.4,107.6,12.5,46.3,0.6466
2026-01-01,E0082,R03,166.4,122.9,8.1,35.4,0.7388
2026-02-01,E0082,R03,158.4,122.8,15.3,20.4,0.775
2026-03-01,E0082,R03,150.4,111.5,6.2,32.7,0.7412
2026-04-01,E0082,R03,150.4,114.5,13.8,22.1,0.761
2026-05-01,E0082,R03,150.4,116.6,15.4,18.4,0.7751
2026-06-01,E0082,R03,158.4,115.8,9.8,32.8,0.7313
2023-01-01,E0083,R01,158.4,112.9,15.8,29.6,0.7131
2023-02-01,E0083,R01,166.4,120,17.4,29,0.7213
2023-03-01,E0083,R01,158.4,105.9,22.7,29.8,0.6685
2023-04-01,E0083,R01,166.4,129.5,19.4,17.6,0.778
2023-05-01,E0083,R01,158.4,134.6,9.9,13.9,0.8498
2023-06-01,E0083,R01,150.4,119.6,11.6,19.1,0.7955
2023-07-01,E0083,R01,158.4,122.9,23.6,12,0.7756
2023-08-01,E0083,R01,166.4,133.8,21.7,10.9,0.8043
2023-09-01,E0083,R01,142.4,113.1,12.8,16.5,0.7943
2023-10-01,E0083,R01,158.4,112.6,19.6,26.3,0.7107
2023-11-01,E0083,R01,158.4,116.2,21.7,20.5,0.7337
2023-12-01,E0083,R01,158.4,100.3,20.4,37.7,0.6334
2024-01-01,E0083,R01,158.4,109.5,15.1,33.8,0.6912
2024-02-01,E0083,R01,150.4,108.1,16.7,25.6,0.7189
2024-03-01,E0083,R01,158.4,115.9,14.2,28.3,0.7314
2024-04-01,E0083,R01,150.4,117.5,14.9,18,0.781
2024-05-01,E0083,R01,158.4,110.9,24.2,23.3,0.7003
2024-06-01,E0083,R01,158.4,127.2,13.5,17.7,0.8031
2024-07-01,E0083,R01,166.4,121.7,19.7,25.1,0.7311
2024-08-01,E0083,R01,158.4,130.1,14.6,13.7,0.8213
2024-09-01,E0083,R01,166.4,124.2,9.1,33.1,0.7467
2024-10-01,E0083,R01,150.4,98.5,16.8,35.1,0.6549
2024-11-01,E0083,R01,166.4,122.5,14.8,29.1,0.7359
2024-12-01,E0083,R01,166.4,113.7,12.1,40.6,0.6832
2025-01-01,E0083,R01,166.4,114,17.2,35.2,0.6851
2025-02-01,E0083,R01,150.4,117,8.1,25.4,0.7777
2025-03-01,E0083,R01,158.4,125.6,14.9,17.9,0.7929
2025-04-01,E0083,R01,158.4,118.4,18.7,21.3,0.7474
2025-05-01,E0083,R01,158.4,121.6,17.7,19.1,0.7679
2025-06-01,E0083,R01,158.4,126.5,17,15,0.7986
2025-07-01,E0083,R01,150.4,121.6,14,14.8,0.8085
2025-08-01,E0083,R01,166.4,123.3,15.7,27.4,0.7407
2025-09-01,E0083,R01,158.4,118.8,15,24.6,0.7497
2025-10-01,E0083,R01,158.4,115.4,10.2,32.8,0.7286
2025-11-01,E0083,R01,158.4,110.4,19.3,28.7,0.6969
2025-12-01,E0083,R01,166.4,107.3,14.8,44.4,0.6446
2026-01-01,E0083,R01,150.4,106.4,19.1,24.9,0.7074
2026-02-01,E0083,R01,158.4,110.5,21.6,26.3,0.6978
2026-03-01,E0083,R01,158.4,117.3,22.1,19,0.7405
2026-04-01,E0083,R01,158.4,112.5,12.7,33.2,0.71
2026-05-01,E0083,R01,150.4,111.8,13.9,24.8,0.743
2026-06-01,E0083,R01,158.4,122.9,15.1,20.4,0.7757
2023-01-01,E0087,R02,150.4,100.2,18.7,31.5,0.6663
2023-02-01,E0087,R02,158.4,112.1,8.8,37.5,0.7079
2023-03-01,E0087,R02,150.4,125.6,15.2,9.6,0.8353
2023-04-01,E0087,R02,158.4,139.9,17.5,1,0.8832
2023-05-01,E0087,R02,150.4,120.2,10.9,19.3,0.799
2023-06-01,E0087,R02,166.4,126.6,19.6,20.2,0.7609
2023-07-01,E0087,R02,158.4,126.4,15.2,16.7,0.798
2023-08-01,E0087,R02,158.4,120.7,23.1,14.6,0.7622
2023-09-01,E0087,R02,158.4,108.8,20.5,29.1,0.6868
2023-10-01,E0087,R02,158.4,113.6,12.1,32.7,0.7171
2023-11-01,E0087,R02,150.4,110.6,24.4,15.4,0.7353
2023-12-01,E0087,R02,142.4,100.1,11.7,30.6,0.7029
2024-01-01,E0087,R02,166.4,133.6,18.1,14.7,0.8028
2024-02-01,E0087,R02,158.4,112.6,17.5,28.3,0.711
2024-03-01,E0087,R02,166.4,121.1,14.8,30.5,0.7279
2024-04-01,E0087,R02,158.4,118.2,11.8,28.5,0.7459
2024-05-01,E0087,R02,150.4,118.4,18.2,13.8,0.7873
2024-06-01,E0087,R02,142.4,109.2,14.3,18.9,0.7671
2024-07-01,E0087,R02,158.4,118,19.3,21.1,0.7451
2024-08-01,E0087,R02,158.4,117.7,17.3,23.4,0.7429
2024-09-01,E0087,R02,150.4,122.1,15.9,12.4,0.8118
2024-10-01,E0087,R02,158.4,123.6,16.7,18.1,0.7804
2024-11-01,E0087,R02,158.4,115.5,11.8,31,0.7294
2024-12-01,E0087,R02,158.4,101,17,40.3,0.6378
2025-01-01,E0087,R02,166.4,118.9,13.6,33.9,0.7147
2025-02-01,E0087,R02,158.4,125.7,16.6,16.2,0.7934
2025-03-01,E0087,R02,158.4,122,17.7,18.7,0.7701
2025-04-01,E0087,R02,158.4,124.3,11.7,22.4,0.7848
2025-05-01,E0087,R02,158.4,111.8,24.6,22,0.7058
2025-06-01,E0087,R02,142.4,103.2,15,24.2,0.7247
2025-07-01,E0087,R02,166.4,130,23.4,13.1,0.7812
2025-08-01,E0087,R02,158.4,130.8,18.4,9.2,0.8257
2025-09-01,E0087,R02,158.4,134.5,12.8,11.2,0.8488
2025-10-01,E0087,R02,158.4,125.7,18.6,14,0.7938
2025-11-01,E0087,R02,142.4,113.7,11.9,16.8,0.7983
2025-12-01,E0087,R02,158.4,107,15.2,36.2,0.6753
2026-01-01,E0087,R02,150.4,100.9,13.5,35.9,0.671
2026-02-01,E0087,R02,158.4,92.9,14.5,51,0.5865
2023-01-01,E0088,R03,158.4,102.4,13.3,42.7,0.6466
2023-02-01,E0088,R03,158.4,107.2,22,29.1,0.6769
2023-03-01,E0088,R03,158.4,90.7,19.6,48.1,0.5726
2023-04-01,E0088,R03,166.4,118.3,18.4,29.7,0.7108
2023-05-01,E0088,R03,150.4,119,19.3,12.1,0.7911
2023-06-01,E0088,R03,150.4,113.1,21,16.3,0.7519
2023-07-01,E0088,R03,150.4,110,9.7,30.7,0.7317
2023-08-01,E0088,R03,166.4,104.5,15.3,46.6,0.6278
2023-09-01,E0088,R03,166.4,122.1,15,29.3,0.7338
2023-10-01,E0088,R03,158.4,122.5,16.5,19.4,0.7735
2023-11-01,E0088,R03,158.4,125.5,18,14.9,0.7923
2023-12-01,E0088,R03,166.4,124,18.5,24,0.745
2024-01-01,E0088,R03,166.4,136.5,22.4,7.5,0.8202
2024-02-01,E0088,R03,166.4,111.5,21.4,33.5,0.67
2024-03-01,E0088,R03,158.4,126.2,11.7,20.5,0.7969
2024-04-01,E0088,R03,150.4,110.5,11,29,0.7345
2024-05-01,E0088,R03,166.4,125.9,12.7,27.8,0.7566
2024-06-01,E0088,R03,158.4,116,9.5,32.9,0.7325
2024-07-01,E0088,R03,158.4,111.6,16.8,29.9,0.7048
2024-08-01,E0088,R03,158.4,114.4,15.5,28.5,0.7225
2024-09-01,E0088,R03,158.4,113.2,20.3,24.8,0.7148
2024-10-01,E0088,R03,150.4,129.7,15,5.7,0.8622
2024-11-01,E0088,R03,166.4,131.5,12.4,22.5,0.7903
2024-12-01,E0088,R03,166.4,119.7,12.2,34.5,0.7193
2025-01-01,E0088,R03,150.4,109.2,8.2,33,0.7262
2025-02-01,E0088,R03,158.4,118.3,16.7,23.4,0.7468
2025-03-01,E0088,R03,158.4,126.8,13.6,18,0.8004
2025-04-01,E0088,R03,166.4,133.5,15.8,17.1,0.8024
2025-05-01,E0088,R03,166.4,116.3,7.9,42.1,0.6992
2025-06-01,E0088,R03,158.4,132.5,17.4,8.5,0.8366
2025-07-01,E0088,R03,166.4,124.9,16.5,25,0.7507
2025-08-01,E0088,R03,150.4,101,14.5,34.9,0.6716
2025-09-01,E0088,R03,166.4,149.8,13,3.6,0.9
2025-10-01,E0088,R03,158.4,136.2,20.9,1.3,0.8596
2025-11-01,E0088,R03,166.4,120.9,13.1,32.5,0.7263
2025-12-01,E0088,R03,158.4,100.6,19.4,38.3,0.6353
2026-01-01,E0088,R03,166.4,111.6,11.8,42.9,0.6708
2026-02-01,E0088,R03,158.4,110.9,17.2,30.3,0.7001
2026-03-01,E0088,R03,166.4,117.3,20.3,28.8,0.7047
2026-04-01,E0088,R03,150.4,121.9,13.1,15.4,0.8102
2026-05-01,E0088,R03,166.4,117,10.8,38.6,0.7032
2026-06-01,E0088,R03,158.4,128.8,16.1,13.5,0.8129
2023-01-01,E0090,R02,158.4,104.5,12.7,41.2,0.6596
2023-02-01,E0090,R02,150.4,100.4,19.5,30.4,0.6678
2023-03-01,E0090,R02,158.4,127.2,18.7,12.4,0.8031
2023-04-01,E0090,R02,158.4,111.6,15.6,31.3,0.7044
2023-05-01,E0090,R02,142.4,119.5,10.6,12.2,0.8394
2023-06-01,E0090,R02,166.4,113.1,17.8,35.5,0.6799
2023-07-01,E0090,R02,166.4,133.5,19.4,13.4,0.8025
2023-08-01,E0090,R02,158.4,115.1,16.3,26.9,0.7269
2023-09-01,E0090,R02,158.4,103.3,9.4,45.7,0.6519
2023-10-01,E0090,R02,158.4,116.3,18.7,23.4,0.7342
2023-11-01,E0090,R02,158.4,119.7,19.3,19.4,0.7556
2023-12-01,E0090,R02,158.4,111.7,12.6,34.2,0.705
2024-01-01,E0090,R02,150.4,103.5,18,29,0.6879
2024-02-01,E0090,R02,158.4,99.9,14.1,44.4,0.6305
2024-03-01,E0090,R02,166.4,123,18.2,25.2,0.7394
2024-04-01,E0090,R02,166.4,119.3,16,31.1,0.7169
2024-05-01,E0090,R02,158.4,126.9,6.3,25.1,0.8013
2024-06-01,E0090,R02,158.4,128,13.9,16.5,0.8081
2024-07-01,E0090,R02,166.4,123.9,14.6,27.9,0.7446
2024-08-01,E0090,R02,150.4,120.6,15.8,14,0.8016
2024-09-01,E0090,R02,158.4,107.4,7,44,0.6779
2024-10-01,E0090,R02,158.4,117.2,19.9,21.4,0.7396
2024-11-01,E0090,R02,150.4,118.7,20.4,11.4,0.7889
2024-12-01,E0090,R02,158.4,105.7,14,38.7,0.6676
2025-01-01,E0090,R02,150.4,102.3,17.9,30.2,0.6802
2025-02-01,E0090,R02,158.4,105,12.5,41,0.6629
2025-03-01,E0090,R02,158.4,123.7,14.7,20,0.7808
2025-04-01,E0090,R02,158.4,121.8,13.8,22.8,0.7687
2025-05-01,E0090,R02,158.4,123,20.5,14.9,0.7766
2025-06-01,E0090,R02,158.4,126.3,15.6,16.5,0.7971
2025-07-01,E0090,R02,158.4,133.7,10.2,14.5,0.8442
2025-08-01,E0090,R02,166.4,121.4,17,28,0.7297
2025-09-01,E0090,R02,166.4,126.5,17.1,22.9,0.7601
2025-10-01,E0090,R02,158.4,118.7,13.9,25.8,0.7493
2025-11-01,E0090,R02,166.4,124.8,22.8,18.8,0.7499
2025-12-01,E0090,R02,166.4,111,23.5,31.9,0.667
2026-01-01,E0090,R02,158.4,115.5,20.4,22.4,0.7293
2026-02-01,E0090,R02,158.4,117.9,16.4,24.1,0.7441
2026-03-01,E0090,R02,158.4,119.6,13.9,24.9,0.7552
2026-04-01,E0090,R02,158.4,131,14.1,13.3,0.8269
2026-05-01,E0090,R02,158.4,125.5,17.2,15.7,0.7924
2026-06-01,E0090,R02,142.4,109.7,13.9,18.8,0.7703
2023-01-01,E0091,R02,158.4,108,10.2,40.2,0.6816
2023-02-01,E0091,R02,158.4,116,14.9,27.5,0.7322
2023-03-01,E0091,R02,166.4,141.6,18.9,5.9,0.851
2023-04-01,E0091,R02,158.4,111.8,16.8,29.8,0.706
2023-05-01,E0091,R02,150.4,108.2,13.5,28.7,0.7196
2023-06-01,E0091,R02,158.4,122.6,13.6,22.2,0.774
2023-07-01,E0091,R02,158.4,125.9,23,9.5,0.7949
2023-08-01,E0091,R02,158.4,128.2,16.3,13.9,0.8092
2023-09-01,E0091,R02,158.4,116.6,13.3,28.5,0.7361
2023-10-01,E0091,R02,142.4,93.9,18.2,30.2,0.6597
2023-11-01,E0091,R02,166.4,131,17.9,17.5,0.7871
2023-12-01,E0091,R02,166.4,109.2,17.4,39.8,0.6563
2024-01-01,E0091,R02,166.4,111.2,14.6,40.6,0.6681
2024-02-01,E0091,R02,158.4,110.4,15.1,32.9,0.6968
2024-03-01,E0091,R02,166.4,122.3,19.7,24.4,0.7348
2024-04-01,E0091,R02,166.4,130,18.5,17.9,0.7811
2024-05-01,E0091,R02,166.4,123.6,16.6,26.2,0.7427
2024-06-01,E0091,R02,158.4,112.6,16,29.8,0.7108
2024-07-01,E0091,R02,150.4,111.3,19.3,19.8,0.7399
2024-08-01,E0091,R02,142.4,115.4,14.3,12.7,0.8104
2024-09-01,E0091,R02,150.4,100.5,16.3,33.6,0.6685
2024-10-01,E0091,R02,158.4,115.9,13,29.5,0.7318
2024-11-01,E0091,R02,158.4,127.1,17,14.2,0.8026
2024-12-01,E0091,R02,158.4,103.6,12.7,42,0.6542
2025-01-01,E0091,R02,142.4,106,5.7,30.7,0.7445
2025-02-01,E0091,R02,142.4,96.3,16.6,29.5,0.6763
2025-03-01,E0091,R02,166.4,126.9,22,17.5,0.7627
2025-04-01,E0091,R02,150.4,122.3,11.5,16.7,0.8129
2025-05-01,E0091,R02,158.4,107.9,19.6,30.9,0.6814
2025-06-01,E0091,R02,150.4,112.3,16.7,21.4,0.7469
2025-07-01,E0091,R02,158.4,125.1,18.3,15,0.7895
2025-08-01,E0091,R02,150.4,105.9,14.7,29.8,0.7042
2025-09-01,E0091,R02,158.4,129,21,8.4,0.8146
2025-10-01,E0091,R02,158.4,124.2,15.6,18.6,0.7842
2025-11-01,E0091,R02,166.4,126.7,18,21.6,0.7616
2025-12-01,E0091,R02,158.4,115.1,11.9,31.4,0.7268
2026-01-01,E0091,R02,158.4,111,10.1,37.3,0.7005
2026-02-01,E0091,R02,158.4,104.3,19.9,34.2,0.6583
2026-03-01,E0091,R02,150.4,105.8,14.4,30.2,0.7033
2026-04-01,E0091,R02,150.4,114.1,20.9,15.4,0.7589
2026-05-01,E0091,R02,166.4,111.4,19.4,35.6,0.6698
2026-06-01,E0091,R02,158.4,133,12.5,13,0.8395
2023-01-01,E0093,R02,150.4,110.6,13.4,26.4,0.7356
2023-02-01,E0093,R02,166.4,123.4,16,27,0.7415
2023-03-01,E0093,R02,150.4,110.7,13.2,26.5,0.7359
2023-04-01,E0093,R02,166.4,138.6,11.8,16,0.8329
2023-05-01,E0093,R02,166.4,133.3,19.1,14,0.8009
2023-06-01,E0093,R02,142.4,111.3,15.6,15.5,0.7814
2023-07-01,E0093,R02,150.4,109.7,15,25.6,0.7297
2023-08-01,E0093,R02,158.4,121.9,9.9,26.6,0.7695
2023-09-01,E0093,R02,166.4,145.5,9.6,11.2,0.8746
2023-10-01,E0093,R02,150.4,113.9,8.9,27.6,0.7575
2023-11-01,E0093,R02,158.4,113.9,23.9,20.5,0.7192
2023-12-01,E0093,R02,150.4,105.7,13,31.7,0.7028
2024-01-01,E0093,R02,158.4,108.6,16.9,32.9,0.6857
2024-02-01,E0093,R02,150.4,94.7,20.9,34.8,0.6293
2024-03-01,E0093,R02,158.4,123.9,12.4,22.2,0.7821
2024-04-01,E0093,R02,158.4,116,16,26.3,0.7325
2024-05-01,E0093,R02,166.4,127.3,21.1,18,0.7651
2024-06-01,E0093,R02,166.4,127.5,23.2,15.7,0.7661
2024-07-01,E0093,R02,166.4,119.9,16.6,30,0.7203
2024-08-01,E0093,R02,158.4,115.9,9.6,32.9,0.7317
2024-09-01,E0093,R02,150.4,125,18.1,7.3,0.8311
2024-10-01,E0093,R02,158.4,119.6,10.4,28.5,0.7549
2024-11-01,E0093,R02,158.4,128.4,11.3,18.7,0.8109
2024-12-01,E0093,R02,150.4,113.6,13.9,22.9,0.7555
2025-01-01,E0093,R02,166.4,113.2,18.5,34.7,0.68
2025-02-01,E0093,R02,158.4,114,18.9,25.5,0.7196
2023-01-01,E0097,R02,158.4,130.6,15.3,12.5,0.8247
2023-02-01,E0097,R02,158.4,116.4,19.2,22.8,0.7348
2023-03-01,E0097,R02,150.4,114.9,16.5,19,0.7641
2023-04-01,E0097,R02,158.4,121,13.4,23.9,0.764
2023-05-01,E0097,R02,150.4,111,15,24.4,0.738
2023-06-01,E0097,R02,150.4,124,15.5,10.9,0.8246
2023-07-01,E0097,R02,158.4,133,10.6,14.8,0.8396
2023-08-01,E0097,R02,166.4,138.6,21.1,6.7,0.833
2023-09-01,E0097,R02,150.4,116.4,10.8,23.1,0.7742
2023-10-01,E0097,R02,166.4,112.2,13,41.2,0.6742
2023-11-01,E0097,R02,158.4,118.8,18.1,21.5,0.7499
2023-12-01,E0097,R02,150.4,94.8,17.4,38.2,0.6301
2024-01-01,E0097,R02,150.4,98.4,13.9,38.1,0.6544
2024-02-01,E0097,R02,142.4,98.5,11.8,32,0.692
2024-03-01,E0097,R02,166.4,122.6,17.8,26,0.7368
2024-04-01,E0097,R02,158.4,106.3,21.2,30.9,0.6709
2024-05-01,E0097,R02,158.4,113.9,14.6,29.9,0.7189
2024-06-01,E0097,R02,166.4,120.1,15.5,30.8,0.722
2024-07-01,E0097,R02,158.4,113.5,16.1,28.8,0.7166
2024-08-01,E0097,R02,158.4,118.8,20,19.5,0.7503
2024-09-01,E0097,R02,158.4,110.5,13.1,34.8,0.6976
2024-10-01,E0097,R02,158.4,133.5,17.6,7.3,0.843
2024-11-01,E0097,R02,158.4,114.1,24,20.4,0.7201
2024-12-01,E0097,R02,158.4,108.4,20.4,29.7,0.6842
2025-01-01,E0097,R02,158.4,110.8,19.6,27.9,0.6998
2025-02-01,E0097,R02,158.4,119.6,15.6,23.2,0.7549
2025-03-01,E0097,R02,158.4,107.5,16.4,34.5,0.6788
2025-04-01,E0097,R02,166.4,117.4,18.4,30.6,0.7056
2025-05-01,E0097,R02,150.4,116,14.6,19.8,0.7712
2025-06-01,E0097,R02,158.4,124.8,9.2,24.4,0.7878
2025-07-01,E0097,R02,166.4,136.3,12,18.2,0.8189
2025-08-01,E0097,R02,158.4,124.4,12.3,21.6,0.7855
2025-09-01,E0097,R02,158.4,123.7,13.7,21,0.7811
2025-10-01,E0097,R02,158.4,124.9,10.6,22.9,0.7885
2025-11-01,E0097,R02,158.4,128.2,15.5,14.7,0.8094
2025-12-01,E0097,R02,158.4,116.6,20,21.7,0.7363
2026-01-01,E0097,R02,158.4,118.3,13.6,26.5,0.7466
2026-02-01,E0097,R02,158.4,102.5,20.4,35.5,0.6473
2026-03-01,E0097,R02,158.4,118.7,13.8,25.9,0.7492
2026-04-01,E0097,R02,150.4,135.4,9.4,5.7,0.9
2026-05-01,E0097,R02,166.4,137.2,18.2,10.9,0.8248
2026-06-01,E0097,R02,142.4,115.6,13.9,12.9,0.8118
2023-01-01,E0100,R03,166.4,134.2,16.3,15.9,0.8064
2023-02-01,E0100,R03,166.4,129.4,10.7,26.4,0.7774
2023-03-01,E0100,R03,158.4,112.5,16.5,29.4,0.7103
2023-04-01,E0100,R03,150.4,109.7,19.5,21.2,0.7294
2023-05-01,E0100,R03,150.4,120.1,16,14.3,0.7988
2023-06-01,E0100,R03,150.4,123.4,11.2,15.8,0.8204
2023-07-01,E0100,R03,166.4,134,20.2,12.2,0.8051
2023-08-01,E0100,R03,166.4,131.7,16.3,18.4,0.7917
2023-09-01,E0100,R03,150.4,126.4,16.6,7.4,0.8405
2023-10-01,E0100,R03,158.4,137.9,15.3,5.2,0.8704
2023-11-01,E0100,R03,166.4,124,18.9,23.5,0.7454
2023-12-01,E0100,R03,166.4,136.7,10.6,19.1,0.8213
2024-01-01,E0100,R03,150.4,112.3,15.6,22.4,0.747
2024-02-01,E0100,R03,166.4,125.2,13.4,27.8,0.7526
2024-03-01,E0100,R03,158.4,118.7,9.6,30.1,0.7494
2024-04-01,E0100,R03,158.4,113.3,9.5,35.6,0.7154
2024-05-01,E0100,R03,150.4,116.7,11.9,21.8,0.7762
2024-06-01,E0100,R03,150.4,108.3,17.9,24.2,0.7198
2024-07-01,E0100,R03,166.4,128.2,11.6,26.5,0.7706
2024-08-01,E0100,R03,150.4,116.6,13.8,20,0.7754
2024-09-01,E0100,R03,158.4,116.8,15.8,25.8,0.7376
2024-10-01,E0100,R03,150.4,112,13.8,24.6,0.7444
2024-11-01,E0100,R03,158.4,114.2,19.2,25,0.7212
2024-12-01,E0100,R03,150.4,106.6,9.3,34.4,0.7088
2025-01-01,E0100,R03,166.4,132.6,18.1,15.7,0.797
2025-02-01,E0100,R03,158.4,112.3,16.4,29.7,0.7089
2025-03-01,E0100,R03,158.4,124.9,9.4,24.2,0.7885
2025-04-01,E0100,R03,158.4,116.4,15.1,26.8,0.7352
2025-05-01,E0100,R03,166.4,127.4,15.2,23.8,0.7655
2025-06-01,E0100,R03,158.4,123.6,24,10.8,0.78
2025-07-01,E0100,R03,142.4,100.2,16.4,25.8,0.7035
2025-08-01,E0100,R03,158.4,130.6,10.7,17.1,0.8246
2025-09-01,E0100,R03,150.4,110.8,16.8,22.8,0.737
2025-10-01,E0100,R03,166.4,116,17.1,33.3,0.6973
2025-11-01,E0100,R03,158.4,119.4,14.3,24.7,0.754
2025-12-01,E0100,R03,166.4,129.9,22.5,14,0.7805
2026-01-01,E0100,R03,150.4,97.7,13.6,39.1,0.6499
2026-02-01,E0100,R03,158.4,113.8,10.1,34.5,0.7182
2026-03-01,E0100,R03,166.4,131,22.8,12.6,0.7873
2026-04-01,E0100,R03,158.4,129.4,16.6,12.4,0.8167
2026-05-01,E0100,R03,158.4,136.5,18.4,3.5,0.8618
2026-06-01,E0100,R03,166.4,121.3,17.9,27.2,0.7288
2023-01-01,E0104,R04,158.4,102.7,22.9,32.8,0.6484
2023-02-01,E0104,R04,158.4,101.7,18.4,38.3,0.6421
2023-03-01,E0104,R04,158.4,123.4,16.7,18.3,0.7789
2023-04-01,E0104,R04,158.4,107.9,23.1,27.3,0.6815
2023-05-01,E0104,R04,150.4,116.3,10.1,24,0.7731
2023-06-01,E0104,R04,158.4,119.8,9.4,29.3,0.7562
2023-07-01,E0104,R04,150.4,129.9,8.3,12.2,0.8635
2023-08-01,E0104,R04,150.4,117.7,20.3,12.5,0.7825
2023-09-01,E0104,R04,150.4,111.3,13.8,25.3,0.7401
