month_start,project_id,customer_id,region_id,revenue_usd,direct_labor_cost_usd,subcontractor_cost_usd,travel_cost_usd,gross_profit_usd,billable_hours
2023-10-01,P0061,C0229,R03,129244.66,55424.67,11204.79,2236.73,60378.47,620.7
2023-11-01,P0061,C0229,R03,122144.23,53664.08,5138.97,2526.64,60814.53,604.5
2023-12-01,P0061,C0229,R03,129176.36,42437.75,11249.38,2622.34,72866.9,480
2026-01-01,P0062,C0152,R01,29410.44,10029.58,896.78,647.03,17837.04,105.2
2026-02-01,P0062,C0152,R01,29410.44,9369.66,1516.14,647.03,17877.6,97.6
2025-03-01,P0063,C0251,R02,6154.33,4065.97,666.95,57.03,1364.38,42.9
2025-04-01,P0063,C0251,R02,9671.1,8175.29,753.05,128.46,614.29,86.2
2025-05-01,P0063,C0251,R02,13187.86,13264.49,1353.49,218.46,-1648.59,140.9
2025-06-01,P0063,C0251,R02,16704.62,15127.45,1708.82,128.71,-260.36,161
2025-07-01,P0063,C0251,R02,20221.38,19605.77,1924.5,133.89,-1442.77,208.2
2025-08-01,P0063,C0251,R02,20221.38,15807.23,2743.01,363.29,1307.85,169.8
2025-09-01,P0063,C0251,R02,16704.62,12110.74,1962.23,155.52,2476.13,129.9
2025-10-01,P0063,C0251,R02,13187.86,7398.23,1708.32,203.63,3877.68,78.7
2025-11-01,P0063,C0251,R02,9671.1,4835.72,518.44,153.67,4163.27,51.6
2025-12-01,P0063,C0251,R02,6154.33,4342.26,363.69,43.61,1404.78,46.5
2023-12-01,P0064,C0120,R04,177611.57,87563.54,12593.77,4814.57,72639.69,990.4
2024-01-01,P0064,C0120,R04,230517.49,107847.02,13078.19,2809.29,106782.98,1185.1
2024-02-01,P0064,C0120,R04,234009.41,110171.39,19057.81,4714.11,100066.09,1212.3
2024-03-01,P0064,C0120,R04,221370.86,111430.51,26046.59,3733.84,80159.91,1218.6
2024-04-01,P0064,C0120,R04,208798.87,106945.16,19518.26,3458.18,78877.27,1174.4
2024-05-01,P0064,C0120,R04,228357.78,135697.94,27852.65,3460.28,61346.91,1501.9
2024-06-01,P0064,C0120,R04,218478.54,110808.64,21377.22,4696.44,81596.25,1222.3
2026-03-01,P0065,C0246,R03,9546.79,4516.12,284.01,91.57,4655.09,47
2026-04-01,P0065,C0246,R03,16489.91,8009.99,1253.64,284.23,6942.05,82.5
2026-05-01,P0065,C0246,R03,23433.03,9974.23,2530.38,430.85,10497.57,104.5
2026-06-01,P0065,C0246,R03,30376.15,15121.33,1104.19,439.62,13711,157
2024-01-01,P0066,C0106,R03,42925.19,20172.12,3664.89,607.27,18480.9,221.7
2024-02-01,P0066,C0106,R03,65818.62,31125.72,7421.44,1277.17,25994.29,342.5
2024-03-01,P0066,C0106,R03,88712.05,44854.03,10366.06,1660.59,31831.37,490.5
2024-04-01,P0066,C0106,R03,111605.48,57418.74,11540.33,2271.59,40374.83,630.5
2024-05-01,P0066,C0106,R03,134498.91,80280.74,10515.79,1234.47,42467.92,888.5
2024-06-01,P0066,C0106,R03,157392.35,80183.24,11961.93,2700.48,62546.69,884.5
2024-07-01,P0066,C0106,R03,134498.91,84890.12,8380.98,2053.85,39173.97,942.3
2024-08-01,P0066,C0106,R03,111605.48,57803.28,7201.63,2932.89,43667.68,637
2024-09-01,P0066,C0106,R03,88712.05,44979.39,15856.23,792.71,27083.72,491.4
2024-10-01,P0066,C0106,R03,65818.62,36038.87,1316.37,173.06,28290.31,394.6
2024-11-01,P0066,C0106,R03,42925.19,19541.63,2917.44,545.51,19920.6,214.3
2025-09-01,P0067,C0300,R02,96540.96,45269.57,2675.24,2010.25,46585.9,485.6
2025-10-01,P0067,C0300,R02,89855.84,32603.19,2234.27,647.34,54371.04,346.9
2025-11-01,P0067,C0300,R02,89634.92,28988.31,7067.98,686.05,52892.58,309.2
2025-12-01,P0067,C0300,R02,80090.26,36548.93,7141.46,604.9,35794.97,391.5
2026-01-01,P0067,C0300,R02,112265.36,51140.52,6253.28,2023.89,52847.67,536.2
2026-02-01,P0067,C0300,R02,95595.56,40681.62,4865.66,668.71,49379.58,423.9
2023-01-01,P0068,C0265,R03,118835.64,75007.46,4432.14,1887.17,37508.87,830.8
2023-02-01,P0068,C0265,R03,128892.56,76209.51,15308.69,2199.11,35175.25,844.1
2023-03-01,P0068,C0265,R03,135406,80551.25,10106.32,762.72,43985.7,888.2
2023-04-01,P0068,C0265,R03,131228.55,62950.34,13945.13,262.46,54070.62,699.3
2023-05-01,P0068,C0265,R03,113929.82,64159.49,13217.74,1569.03,34983.57,709.2
2024-01-01,P0069,C0185,R01,10501.5,4538.22,877.15,144.24,4941.89,49.9
2024-02-01,P0069,C0185,R01,16502.36,7176.48,2145.1,224.31,6956.47,79
2024-03-01,P0069,C0185,R01,22503.22,10463.05,1403.55,179.41,10457.21,114.4
2024-04-01,P0069,C0185,R01,28504.07,13485.59,1911.51,97.13,13009.85,148.1
2024-05-01,P0069,C0185,R01,34504.93,18939.5,4174.51,640.53,10750.4,209.6
2024-06-01,P0069,C0185,R01,34504.93,16165.01,4634.81,238.37,13466.75,178.3
2024-07-01,P0069,C0185,R01,28504.07,16543.98,2971.59,855.12,8133.38,183.6
2024-08-01,P0069,C0185,R01,22503.22,10717.82,2666.36,209.81,8909.23,118.1
2024-09-01,P0069,C0185,R01,16502.36,7694.35,1483.88,354.1,6970.03,84.1
2024-10-01,P0069,C0185,R01,10501.5,5287.72,1265.35,44.82,3903.61,57.9
2025-03-01,P0070,C0156,R03,58647,23681.07,5171.27,408.4,29386.26,250.1
2025-04-01,P0070,C0156,R03,60660.81,31340.67,6526.21,1080.57,21713.35,330.5
2025-05-01,P0070,C0156,R03,58718.54,36096.43,3365.7,610.32,18646.09,383.4
2025-06-01,P0070,C0156,R03,62790.63,34753.34,2291.18,1094.89,24651.23,369.9
2025-07-01,P0070,C0156,R03,59346.71,35167.57,5096.82,615.38,18466.94,373.5
2025-08-01,P0070,C0156,R03,59537.45,28445.11,5676.74,960.09,24455.5,305.6
2025-09-01,P0070,C0156,R03,53294.59,23615.11,6454.5,567.41,22657.58,253.3
2025-10-01,P0070,C0156,R03,58639.97,20105.72,1969.15,552.42,36012.68,213.9
2023-05-01,P0071,C0203,R03,68601.67,27163.23,2264.57,137.2,39036.67,300.2
2023-06-01,P0071,C0203,R03,70995.97,27795.99,5315.92,141.99,37742.06,307.7
2024-12-01,P0072,C0276,R03,7017.25,2808.7,1082.46,40.94,3085.16,30.4
2025-01-01,P0072,C0276,R03,6361.4,2639.79,490.95,105.08,3125.59,27.7
2025-02-01,P0072,C0276,R03,6842.25,2630.72,559.45,67.19,3584.89,27.3
2025-03-01,P0072,C0276,R03,6735.49,3035.34,504.25,83.47,3112.42,32.1
2025-04-01,P0072,C0276,R03,6610.97,3811.96,538.24,146.33,2114.44,40.2
2025-05-01,P0072,C0276,R03,6735.34,4620.95,965.34,132.32,1016.73,49.1
2025-06-01,P0072,C0276,R03,6644.65,4104.46,589.24,143.13,1807.82,43.7
2025-07-01,P0072,C0276,R03,6645.41,4394.91,428.54,112.38,1709.58,46.7
2025-08-01,P0072,C0276,R03,7262.65,3872.53,464.19,173.79,2752.13,41.6
2025-09-01,P0072,C0276,R03,6980.2,3451.89,712.08,41.05,2775.18,37
2025-10-01,P0072,C0276,R03,6836.01,2615.84,944.06,128.43,3147.68,27.8
2025-11-01,P0072,C0276,R03,8005.16,2730.3,407.72,153.79,4713.35,29.1
2024-08-01,P0073,C0029,R04,19675.78,10540.43,1640.21,242.97,7252.18,116.2
2024-09-01,P0073,C0029,R04,29513.67,15477.95,2827.7,505.91,10702.11,169.1
2024-10-01,P0073,C0029,R04,39351.56,22286.59,2713.77,300.96,14050.24,244
2024-11-01,P0073,C0029,R04,49189.45,23162.2,5046.94,431.58,20548.72,253.9
2024-12-01,P0073,C0029,R04,59027.34,23942.94,5683.59,1172.07,28228.74,258.8
2025-01-01,P0073,C0029,R04,72078.54,30311.56,4286.2,362.58,37118.2,318
2025-02-01,P0073,C0029,R04,72078.54,28084.6,6793.97,1583.32,35616.66,291.6
2025-03-01,P0073,C0029,R04,61781.61,28215.22,4387.07,588.57,28590.75,298
2025-04-01,P0073,C0029,R04,51484.67,30084.78,7661.26,1269.5,12469.14,317.3
2025-05-01,P0073,C0029,R04,41187.74,28636.88,3172.51,560.07,8818.29,304.2
2025-06-01,P0073,C0029,R04,30890.8,19337.47,781.18,61.78,10710.37,205.8
2025-07-01,P0073,C0029,R04,20593.87,13802.33,1753.24,192.69,4845.61,146.6
2024-09-01,P0074,C0003,R02,23243.96,9097.1,1267.71,511.37,12367.79,99.4
2024-08-01,P0075,C0284,R01,32157.36,11077.42,0,707.46,20372.48,122.1
2024-09-01,P0075,C0284,R01,32157.36,10844.33,537.65,707.46,20067.92,118.5
2024-04-01,P0076,C0216,R04,32356.94,16744.98,5824.25,588.8,9198.91,183.9
2024-05-01,P0076,C0216,R04,32491.93,19508.2,1358.89,589.61,11035.23,215.9
2024-06-01,P0076,C0216,R04,32849.77,16833.77,4413.47,344.41,11258.11,185.7
2024-07-01,P0076,C0216,R04,31240.21,19833.59,2455.14,221.28,8730.2,220.2
2024-08-01,P0076,C0216,R04,30324.15,15798.09,3185.44,236.74,11103.87,174.1
2024-09-01,P0076,C0216,R04,29438.19,15013.82,673.97,747.89,13002.51,164
2024-10-01,P0076,C0216,R04,32688.79,18004.06,1058.1,600.35,13026.28,197.1
2024-11-01,P0076,C0216,R04,30036.91,13754.76,4026.8,537.95,11717.4,150.8
2024-12-01,P0076,C0216,R04,28555.12,11264.14,571.1,502.03,16217.85,121.8
2025-01-01,P0076,C0216,R04,35601.76,14560.08,2174.22,550.83,18316.64,152.8
2025-02-01,P0076,C0216,R04,30965.24,11733.47,1738.36,482.12,17011.29,121.8
2025-03-01,P0076,C0216,R04,35692.94,15852.45,3746.59,313.22,15780.69,167.4
2023-07-01,P0077,C0294,R03,67439.57,32866.38,6107.19,1173.19,27292.8,363.8
2023-08-01,P0077,C0294,R03,67396.47,36378.28,2816.82,1396.13,26805.23,410.2
2023-09-01,P0077,C0294,R03,68133.54,33934.17,2213.76,854.06,31131.55,382.6
2023-10-01,P0077,C0294,R03,64021.95,32636.45,1648.74,603.23,29133.53,365.5
2023-11-01,P0077,C0294,R03,61252.89,31990.48,1923.35,957.88,26381.17,360.4
2026-03-01,P0078,C0066,R04,16524.22,6896.57,888.36,304.78,8434.51,71.7
2026-04-01,P0078,C0066,R04,13913.14,5962.71,40.72,75.95,7833.77,61.4
2026-05-01,P0078,C0066,R04,17333.89,6509.56,610.21,158.31,10055.81,68.2
2026-06-01,P0078,C0066,R04,16620.17,7299.57,573.87,120.64,8626.09,75.8
2025-08-01,P0079,C0095,R03,28732.23,11061.88,1340.41,632.11,15697.82,118.8
2026-02-01,P0080,C0151,R02,36488.38,12035.85,1037,571.03,22844.49,125.4
2026-03-01,P0080,C0151,R02,36712.63,14269.68,1230.93,609.34,20602.67,148.5
2026-04-01,P0080,C0151,R02,35812.02,14293.34,1461.04,660.99,19396.65,147.2
2026-05-01,P0080,C0151,R02,37504.19,13116.62,1719.08,364.18,22304.31,137.4
2026-06-01,P0080,C0151,R02,36594.42,14967.98,1148.15,438.22,20040.07,155.5
2024-10-01,P0081,C0183,R03,3259.06,2131.4,249.49,19.25,858.93,23.3
2024-11-01,P0081,C0183,R03,4997.23,2717.24,99.94,41.83,2138.22,29.8
2024-12-01,P0081,C0183,R03,6735.39,3154.84,780.17,18.93,2781.45,34.1
2025-01-01,P0081,C0183,R03,8868.94,4306.9,934.21,175.08,3452.76,45.2
2025-02-01,P0081,C0183,R03,10688.21,4809.04,796.44,95.62,4987.12,49.9
2025-03-01,P0081,C0183,R03,12507.48,6596.07,731.75,130.18,5049.49,69.7
2025-04-01,P0081,C0183,R03,10688.21,7212.15,961.03,77.28,2437.75,76.1
2025-05-01,P0081,C0183,R03,8868.94,7120.66,735.32,84.57,928.39,75.6
2025-06-01,P0081,C0183,R03,7049.67,5096.01,664.57,57.93,1231.17,54.2
2025-07-01,P0081,C0183,R03,5230.4,4048,468.25,71.61,642.54,43
2025-08-01,P0081,C0183,R03,3411.13,2128.51,372.4,68.25,841.97,22.9
2023-04-01,P0082,C0244,R03,27647.39,12048.79,942,55.29,14601.31,133.8
2023-05-01,P0082,C0244,R03,24998.16,12789.42,3030.04,496.42,8682.28,141.4
2023-06-01,P0082,C0244,R03,25274.1,12785.58,1802.02,168.96,10517.54,141.5
2023-07-01,P0082,C0244,R03,24251.31,14841.34,2766.62,264.54,6378.81,164.3
2023-08-01,P0082,C0244,R03,24309.01,16476.81,3002.14,292.86,4537.2,185.8
2023-09-01,P0082,C0244,R03,23971.12,14992.2,2479.36,95.7,6403.87,169
2023-10-01,P0082,C0244,R03,24204.27,15494.11,3257.55,155.64,5296.97,173.5
2024-12-01,P0083,C0127,R03,12745.26,6406.1,974.52,82.87,5281.77,69.2
2025-01-01,P0083,C0127,R03,22233.27,11585.81,2765.14,276.1,7606.22,121.6
2025-02-01,P0083,C0127,R03,31126.58,15028.46,4402.91,404.82,11290.39,156
2025-03-01,P0083,C0127,R03,40019.89,22647.54,4652.23,835.18,11884.95,239.2
2025-04-01,P0083,C0127,R03,40019.89,28977.81,4866.88,689.57,5485.64,305.6
2025-05-01,P0083,C0127,R03,31126.58,26816.99,3034.39,497.11,778.09,284.8
2025-06-01,P0083,C0127,R03,22233.27,17246.25,2246.58,141.92,2598.53,183.6
2025-07-01,P0083,C0127,R03,13339.96,11078.73,952.52,184.34,1124.37,117.7
2026-03-01,P0084,C0250,R04,9404.81,3620.97,102.67,96.32,5584.85,37.7
2026-04-01,P0084,C0250,R04,10715.38,4236.32,274.96,105.68,6098.42,43.6
2026-05-01,P0084,C0250,R04,10106.81,3501.33,427.91,102.82,6074.76,36.7
2026-06-01,P0084,C0250,R04,10960.1,4440.58,393.36,204.78,5921.38,46.1
2023-05-01,P0085,C0008,R02,19369.52,12472.53,1645.75,149.78,5101.46,137.9
2023-06-01,P0085,C0008,R02,33456.44,21301.85,2599.98,464.41,9090.2,235.8
2023-07-01,P0085,C0008,R02,47543.36,36620.19,3797.26,467.67,6658.23,405.3
2023-08-01,P0085,C0008,R02,61630.28,52576.65,1705.82,1429.2,5918.62,592.8
2023-09-01,P0085,C0008,R02,47543.36,37424.83,3474.39,821.47,5822.66,422
2023-10-01,P0085,C0008,R02,33456.44,26955.5,3534.12,860.62,2106.2,301.9
2023-11-01,P0085,C0008,R02,19369.52,15988.46,1394.43,152.71,1833.91,180.1
2024-08-01,P0086,C0297,R03,29144.26,15780.74,1191.95,408.85,11762.72,173.9
2024-09-01,P0086,C0297,R03,27102.67,14366.48,2800.31,268.08,9667.81,157
2024-10-01,P0086,C0297,R03,27319.41,15638.71,1053.2,54.64,10572.86,171.2
2024-11-01,P0086,C0297,R03,26957.64,12830.33,1387.61,78.6,12661.1,140.7
2024-12-01,P0086,C0297,R03,27933.52,11452.43,944.02,653.94,14883.12,123.8
2025-01-01,P0086,C0297,R03,30102.13,12795.21,1388.09,708.08,15210.75,134.2
2025-02-01,P0086,C0297,R03,29170.66,11488.31,844.18,604.98,16233.18,119.3
2024-10-01,P0087,C0005,R04,22309.28,9657.09,369.83,358.73,11923.63,105.7
2024-11-01,P0087,C0005,R04,22680.29,8162.73,585.33,294.74,13637.49,89.5
2024-12-01,P0087,C0005,R04,23489.67,7282.49,0,326.4,15880.78,78.7
2025-01-01,P0087,C0005,R04,24458.27,7861.52,931.75,421.58,15243.42,82.5
2025-02-01,P0087,C0005,R04,22659.26,6748.18,1201.58,455.51,14253.98,70.1
2025-03-01,P0087,C0005,R04,23731.3,8283.7,620.78,303.84,14522.98,87.5
2025-04-01,P0087,C0005,R04,23266.09,10391.33,744.92,362.43,11767.41,109.6
2025-05-01,P0087,C0005,R04,20110.65,10687.17,0,255.37,9168.12,113.5
2025-06-01,P0087,C0005,R04,21288.73,10185.89,225.37,307.66,10569.8,108.4
2025-07-01,P0087,C0005,R04,24756.85,12682.02,463.91,151.18,11459.73,134.7
2025-08-01,P0087,C0005,R04,22349.77,9230.77,372.25,422.51,12324.23,99.2
2025-09-01,P0087,C0005,R04,24001.34,9193.69,618.89,268.32,13920.44,98.6
2025-10-01,P0087,C0005,R04,25264.91,7488.44,602.46,336.72,16837.29,79.7
2025-11-01,P0087,C0005,R04,25329.12,6691.53,491.06,205.15,17941.38,71.4
2025-12-01,P0087,C0005,R04,23000.31,8574.09,655.69,189.66,13580.87,91.9
2026-01-01,P0087,C0005,R04,27129.17,10095.21,0,518.45,16515.51,105.8
2026-02-01,P0087,C0005,R04,24937.08,8668.93,350.2,187.9,15730.05,90.3
2026-03-01,P0087,C0005,R04,26423.86,10824.13,406.34,450.65,14742.74,112.6
2025-09-01,P0088,C0270,R01,39659.89,13770.46,1737.64,352.86,23798.94,147.7
2025-10-01,P0088,C0270,R01,47236.57,12690.95,451.75,630.61,33463.25,135
2025-11-01,P0088,C0270,R01,45952.08,11004.06,371.82,208.57,34367.63,117.4
2025-12-01,P0088,C0270,R01,44006.52,14870.11,1972.95,718.41,26445.05,159.3
2026-01-01,P0088,C0270,R01,45255.82,15264.96,1454.63,307.51,28228.72,160.1
2026-02-01,P0088,C0270,R01,44370.76,13981.68,280.84,810.18,29298.06,145.7
2026-03-01,P0088,C0270,R01,48371.79,17961.03,1379,1069.84,27961.92,186.9
2026-04-01,P0088,C0270,R01,49290.18,18793.4,2328.06,404.79,27763.93,193.5
2026-05-01,P0088,C0270,R01,44656.98,14920.1,1165.73,464.66,28106.49,156.3
2026-06-01,P0088,C0270,R01,39829.96,15563.19,984.58,560.68,22721.51,161.6
2023-11-01,P0089,C0103,R02,62126.54,43545.83,5826.02,1026.07,11728.62,490.5
2023-12-01,P0089,C0103,R02,107309.48,56242.68,8183.71,781.88,42101.2,636.2
2024-01-01,P0089,C0103,R02,192177.73,95583.56,17808.8,4326.18,74459.19,1050.3
2024-02-01,P0089,C0103,R02,249119.28,124686.3,33154.8,4068,87210.18,1372
2024-03-01,P0089,C0103,R02,192177.73,102840.13,16632.11,4036.68,68668.82,1124.7
2024-04-01,P0089,C0103,R02,135236.18,73637.96,10086.15,1534.36,49977.72,808.6
2024-05-01,P0089,C0103,R02,78294.63,49461.27,5061.77,1553.79,22217.8,547.4
2026-04-01,P0090,C0154,R04,75673.37,40127.64,4073.58,1114.47,30357.67,413.3
2026-05-01,P0090,C0154,R04,72344.13,33615.64,4943.3,2170.32,31614.87,352.1
2026-06-01,P0090,C0154,R04,80882.96,43954.29,7129.45,851.08,28948.15,456.5
2023-04-01,P0091,C0074,R04,34704.52,14847.94,1587.87,559.7,17709.01,164.9
2023-05-01,P0091,C0074,R04,36249.68,18206.98,1960.28,328.65,15753.77,201.2
2023-06-01,P0091,C0074,R04,31712.59,15749.52,2478.92,288.67,13195.48,174.3
2023-07-01,P0091,C0074,R04,32362.77,19443.51,749.76,601.11,11568.39,215.2
2023-08-01,P0091,C0074,R04,35401.41,23556.86,4593.47,548.34,6702.74,265.6
2023-09-01,P0091,C0074,R04,33529.45,20587.06,2394.73,67.06,10480.59,232.1
2025-05-01,P0092,C0026,R03,37001.59,20953.1,2401.96,425.94,13220.58,222.6
2025-06-01,P0092,C0026,R03,37798.9,19271.69,2249.69,323.09,15954.43,205.1
2025-07-01,P0092,C0026,R03,36583.38,19969.56,1891.18,363.87,14358.77,212.1
2023-04-01,P0093,C0204,R01,135401.78,44918.96,7443.87,2490.36,80548.59,499
2023-05-01,P0093,C0204,R01,127852.36,49792.93,7410.67,1571.36,69077.4,550.4
2023-06-01,P0093,C0204,R01,151777.4,58447.76,7063,1532.05,84734.59,647
2025-03-01,P0094,C0057,R01,23362.85,10362.29,615.45,315.48,12069.63,109.4
2025-04-01,P0094,C0057,R01,26027.84,14771.1,380.67,52.06,10824.02,155.8
2025-05-01,P0094,C0057,R01,24678.16,16663.89,1086.11,399.26,6528.9,177
2025-06-01,P0094,C0057,R01,25212.86,15328.45,1181.87,228.14,8474.39,163.2
2025-07-01,P0094,C0057,R01,21466.25,13972.57,614.5,290.91,6588.26,148.4
2025-08-01,P0094,C0057,R01,22448.64,11781,848.71,128.05,9690.89,126.6
2025-09-01,P0094,C0057,R01,22424.27,10914.39,315.9,176.14,11017.83,117.1
2025-10-01,P0094,C0057,R01,25454.24,9586.51,417.25,518.21,14932.26,102
2025-11-01,P0094,C0057,R01,27012.93,9067.84,314.8,67.81,17562.48,96.7
2025-03-01,P0095,C0099,R01,26964.22,11556.86,1758.16,623.55,13025.65,122.1
2025-04-01,P0095,C0099,R01,28537.68,15650.04,2428.97,470,9988.67,165.1
2025-05-01,P0095,C0099,R01,26478.93,17277.71,1544.51,533.61,7123.11,183.5
2025-06-01,P0095,C0099,R01,27988.97,16443.16,2364.68,295.26,8885.88,175
2025-07-01,P0095,C0099,R01,24960.81,15700.05,2288.92,154.49,6817.35,166.7
2025-08-01,P0095,C0099,R01,29913.88,15170.04,3653.28,485.9,10604.66,163
2025-09-01,P0095,C0099,R01,27603.34,12982.7,4968.6,439.61,9212.43,139.3
2024-10-01,P0096,C0265,R03,79465.61,36834.25,7422.54,205.04,35003.78,403.3
2024-11-01,P0096,C0265,R03,82248.01,31697.45,5206.89,714.15,44629.53,347.5
2024-12-01,P0096,C0265,R03,80524.07,26732.58,6166.35,429.91,47195.23,288.9
2025-01-01,P0096,C0265,R03,80335.21,27650.25,2474.42,794.15,49416.38,290.1
2025-02-01,P0096,C0265,R03,74364.32,23714.7,6512.29,1144.8,42992.53,246.2
2025-03-01,P0096,C0265,R03,86746.01,32423.86,5766.28,1219.39,47336.48,342.4
2023-06-01,P0097,C0004,R03,86756.09,45575.53,8857.59,1525.69,30797.28,504.5
2023-07-01,P0097,C0004,R03,92735.57,58934.73,6517.48,901.29,26382.07,652.3
2023-08-01,P0097,C0004,R03,87108.46,61313.1,2559.47,445.08,22790.82,691.3
2023-09-01,P0097,C0004,R03,96877.23,62919.58,5969.79,1158.35,26829.5,709.5
2023-10-01,P0097,C0004,R03,85182.19,56625.32,9497.01,1075.18,17984.68,634.1
2023-11-01,P0097,C0004,R03,89498.93,60953.68,5783.3,637.49,22124.46,686.6
2023-12-01,P0097,C0004,R03,81765.65,41640.08,8195.68,818.14,31111.75,471
2024-01-01,P0097,C0004,R03,99532.83,48101.56,7716.51,1645.5,42069.25,528.6
2024-02-01,P0097,C0004,R03,112710.26,54813.5,14295.31,1425.53,42175.93,603.2
2025-06-01,P0098,C0050,R04,40172.35,20394.11,2541.78,817.86,16418.59,217.1
2025-07-01,P0098,C0050,R04,42346.71,23016.6,4178.23,650.64,14501.25,244.5
2025-08-01,P0098,C0050,R04,40482.96,17740.49,2483.53,356.97,19901.97,190.6
2024-11-01,P0099,C0004,R03,150922.48,87928.12,20318.32,1510.11,41165.93,964
2024-12-01,P0099,C0004,R03,152672.25,76621.42,17347.8,2852.03,55850.99,828.2
2025-01-01,P0099,C0004,R03,174942.07,91025.36,5836.36,2607.75,75472.6,955
2025-02-01,P0099,C0004,R03,174692.98,84217.72,14992.29,4263.28,71219.68,874.4
2025-03-01,P0099,C0004,R03,168832.94,95399.77,17301.4,2457.92,53673.85,1007.5
2023-06-01,P0100,C0270,R01,133428.96,65580.87,14772.74,805.85,52269.5,725.9
2023-07-01,P0100,C0270,R01,128215.3,76236,7152.25,1664.06,43162.98,843.8
2023-08-01,P0100,C0270,R01,134684.72,88696.51,11485.54,269.37,34233.29,1000
2023-09-01,P0100,C0270,R01,121137.01,73609.91,16151.91,1486.4,29888.79,830
2023-10-01,P0100,C0270,R01,124856.05,77654.52,9259.35,1276.12,36666.05,869.6
2024-04-01,P0101,C0118,R01,51168.52,37326.31,4100.94,1113.88,8627.4,409.9
2024-05-01,P0101,C0118,R01,92103.34,77949.26,15636.96,441.89,-1924.77,862.7
2024-06-01,P0101,C0118,R01,133038.16,96099.3,15781.67,883.41,20273.78,1060.1
2024-07-01,P0101,C0118,R01,133038.16,119058.01,11751.31,867,1361.84,1321.6
2024-08-01,P0101,C0118,R01,92103.34,67637.32,8848.08,646.87,14971.07,745.4
2024-09-01,P0101,C0118,R01,51168.52,36785.6,5462.52,115.55,8804.85,401.9
2026-02-01,P0102,C0296,R02,20825.56,9946.77,838.83,355.63,9684.34,103.6
2026-03-01,P0102,C0296,R02,31932.53,17971.94,1977.36,353.6,11629.63,187
2026-04-01,P0102,C0296,R02,43039.5,24873.38,4695.37,715.67,12755.08,256.2
2026-05-01,P0102,C0296,R02,54146.47,27420.49,2975.19,227.95,23522.84,287.2
2026-06-01,P0102,C0296,R02,65253.44,38646.89,5571.48,938.35,20096.71,401.4
2025-01-01,P0103,C0222,R03,82982.83,30136.73,3478.63,1153.35,48214.11,316.2
2025-02-01,P0103,C0222,R03,177820.34,59834.17,13554.88,1645.78,102785.52,621.2
2025-03-01,P0103,C0222,R03,82982.83,32727.9,6585.95,506.18,43162.8,345.6
2023-02-01,P0104,C0113,R03,5475.62,2000.77,123.95,21.81,3329.09,22.2
2023-03-01,P0104,C0113,R03,6029.94,2216.82,132.02,36.16,3644.95,24.4
2023-04-01,P0104,C0113,R03,5406.51,1602.77,177.21,66.5,3560.04,17.8
2023-05-01,P0104,C0113,R03,5263.86,1831.94,102.11,52.03,3277.77,20.2
2023-06-01,P0104,C0113,R03,6516.17,2242.34,336.64,106.34,3830.86,24.8
2023-07-01,P0104,C0113,R03,5675.74,2362.78,322.22,71.15,2919.58,26.2
2023-08-01,P0104,C0113,R03,6494.56,2994.47,0,160.77,3339.33,33.8
2023-09-01,P0104,C0113,R03,6019.81,2561.08,14.65,94.64,3349.45,28.9
2023-10-01,P0104,C0113,R03,5863.18,2553.12,83.91,11.73,3214.43,28.6
2024-03-01,P0105,C0081,R01,9716.13,4487.83,393.45,125.06,4709.8,49.1
2024-04-01,P0105,C0081,R01,17489.04,8219.74,802.87,239.15,8227.28,90.3
2024-05-01,P0105,C0081,R01,25261.95,13774.74,1303.69,145.51,10038,152.5
2024-06-01,P0105,C0081,R01,25261.95,11756.85,526.13,347.7,12631.27,129.7
2024-07-01,P0105,C0081,R01,17489.04,10083.9,1217.05,340.36,5847.73,111.9
2024-08-01,P0105,C0081,R01,9716.13,4597.11,517.37,55.52,4546.13,50.7
2024-03-01,P0106,C0087,R02,42430.73,20407.29,5358.79,443.28,16221.37,223.2
2024-04-01,P0106,C0087,R02,76375.31,37377.23,6313.2,152.75,32532.13,410.4
2024-05-01,P0106,C0087,R02,110319.9,62637.2,3337.95,1418.6,42926.14,693.2
2024-06-01,P0106,C0087,R02,110319.9,53461.33,5996.41,1492.17,49369.99,589.7
2024-07-01,P0106,C0087,R02,76375.31,45854.01,5720.49,855.23,23945.59,509
2024-08-01,P0106,C0087,R02,42430.73,20904.19,6100.09,599.95,14826.5,230.4
2025-06-01,P0107,C0099,R01,11418.8,5944.9,287.86,70.25,5115.79,63.3
2025-07-01,P0107,C0099,R01,21568.84,12022.51,913.43,403.52,8229.39,127.7
2025-08-01,P0107,C0099,R01,31718.89,14254.7,1582.62,368.36,15513.21,153.1
2025-09-01,P0107,C0099,R01,21568.84,8989.93,1105.28,404.12,11069.51,96.4
2025-10-01,P0107,C0099,R01,11418.8,3682.72,584.4,32.96,7118.72,39.2
2024-10-01,P0108,C0292,R04,60800.29,32367.88,4275.61,1012.32,23144.48,354.4
2024-11-01,P0108,C0292,R04,55448.9,24543.01,9980.8,737.22,20187.87,269.1
2024-12-01,P0108,C0292,R04,60366.98,23017.1,1465.53,973.1,34911.25,248.8
2025-01-01,P0108,C0292,R04,70306.35,27792.25,6913.79,140.61,35459.7,291.6
2025-02-01,P0108,C0292,R04,63089.75,23107.23,3733.75,387.8,35860.97,239.9
