month_start,customer_id,region_id,segment,plan_tier,opening_mrr_usd,new_mrr_usd,expansion_mrr_usd,contraction_mrr_usd,churn_mrr_usd,ending_mrr_usd,recognized_revenue_usd
2026-06-01,C0072,R04,Enterprise,Enterprise Suite,83382.57,0,0,0,0,83382.57,83382.57
2023-04-01,C0073,R01,Enterprise,Enterprise Suite,0,50098.32,0,0,0,50098.32,25049.16
2023-05-01,C0073,R01,Enterprise,Enterprise Suite,50098.32,0,0,0,0,50098.32,50098.32
2023-06-01,C0073,R01,Enterprise,Enterprise Suite,50098.32,0,0,0,0,50098.32,50098.32
2023-07-01,C0073,R01,Enterprise,Enterprise Suite,50098.32,0,0,0,0,50098.32,50098.32
2023-08-01,C0073,R01,Enterprise,Enterprise Suite,50098.32,0,0,0,0,50098.32,50098.32
2023-09-01,C0073,R01,Enterprise,Enterprise Suite,50098.32,0,0,0,0,50098.32,50098.32
2023-10-01,C0073,R01,Enterprise,Enterprise Suite,50098.32,0,0,0,0,50098.32,50098.32
2023-11-01,C0073,R01,Enterprise,Enterprise Suite,50098.32,0,0,0,0,50098.32,50098.32
2023-12-01,C0073,R01,Enterprise,Enterprise Suite,50098.32,0,0,0,0,50098.32,50098.32
2024-01-01,C0073,R01,Enterprise,Enterprise Suite,50098.32,0,0,0,0,50098.32,50098.32
2024-02-01,C0073,R01,Enterprise,Enterprise Suite,50098.32,0,0,0,0,50098.32,50098.32
2024-03-01,C0073,R01,Enterprise,Enterprise Suite,50098.32,0,0,0,0,50098.32,50098.32
2024-04-01,C0073,R01,Enterprise,Enterprise Suite,50098.32,0,7294.88,0,0,57393.19,53745.75
2024-05-01,C0073,R01,Enterprise,Enterprise Suite,57393.19,0,0,0,0,57393.19,57393.19
2024-06-01,C0073,R01,Enterprise,Enterprise Suite,57393.19,0,0,0,0,57393.19,57393.19
2024-07-01,C0073,R01,Enterprise,Enterprise Suite,57393.19,0,0,0,0,57393.19,57393.19
2024-08-01,C0073,R01,Enterprise,Enterprise Suite,57393.19,0,0,0,0,57393.19,57393.19
2024-09-01,C0073,R01,Enterprise,Enterprise Suite,57393.19,0,0,0,0,57393.19,57393.19
2024-10-01,C0073,R01,Enterprise,Enterprise Suite,57393.19,0,0,0,0,57393.19,57393.19
2024-11-01,C0073,R01,Enterprise,Enterprise Suite,57393.19,0,0,0,0,57393.19,57393.19
2024-12-01,C0073,R01,Enterprise,Enterprise Suite,57393.19,0,0,0,0,57393.19,57393.19
2025-01-01,C0073,R01,Enterprise,Enterprise Suite,57393.19,0,0,0,0,57393.19,57393.19
2025-02-01,C0073,R01,Enterprise,Enterprise Suite,57393.19,0,0,0,0,57393.19,57393.19
2025-03-01,C0073,R01,Enterprise,Enterprise Suite,57393.19,0,0,0,0,57393.19,57393.19
2025-04-01,C0073,R01,Enterprise,Enterprise Suite,57393.19,0,1721.8,0,0,59114.99,58254.09
2025-05-01,C0073,R01,Enterprise,Enterprise Suite,59114.99,0,0,0,0,59114.99,59114.99
2025-06-01,C0073,R01,Enterprise,Enterprise Suite,59114.99,0,0,0,0,59114.99,59114.99
2025-07-01,C0073,R01,Enterprise,Enterprise Suite,59114.99,0,0,0,0,59114.99,59114.99
2025-08-01,C0073,R01,Enterprise,Enterprise Suite,59114.99,0,0,0,0,59114.99,59114.99
2025-09-01,C0073,R01,Enterprise,Enterprise Suite,59114.99,0,0,0,0,59114.99,59114.99
2025-10-01,C0073,R01,Enterprise,Enterprise Suite,59114.99,0,0,0,0,59114.99,59114.99
2025-11-01,C0073,R01,Enterprise,Enterprise Suite,59114.99,0,0,0,0,59114.99,59114.99
2025-12-01,C0073,R01,Enterprise,Enterprise Suite,59114.99,0,0,0,0,59114.99,59114.99
2026-01-01,C0073,R01,Enterprise,Enterprise Suite,59114.99,0,0,0,0,59114.99,59114.99
2026-02-01,C0073,R01,Enterprise,Enterprise Suite,59114.99,0,0,0,0,59114.99,59114.99
2026-03-01,C0073,R01,Enterprise,Enterprise Suite,59114.99,0,0,0,0,59114.99,59114.99
2026-04-01,C0073,R01,Enterprise,Enterprise Suite,59114.99,0,5184.14,0,0,64299.13,61707.06
2026-05-01,C0073,R01,Enterprise,Enterprise Suite,64299.13,0,0,0,0,64299.13,64299.13
2026-06-01,C0073,R01,Enterprise,Enterprise Suite,64299.13,0,0,0,0,64299.13,64299.13
2023-01-01,C0074,R04,Mid-Market,Business,10481.02,0,0,0,0,10481.02,10481.02
2023-02-01,C0074,R04,Mid-Market,Business,10481.02,0,0,0,0,10481.02,10481.02
2023-03-01,C0074,R04,Mid-Market,Business,10481.02,0,0,0,0,10481.02,10481.02
2023-04-01,C0074,R04,Mid-Market,Business,10481.02,0,880.2,0,0,11361.22,10921.12
2023-05-01,C0074,R04,Mid-Market,Business,11361.22,0,0,0,0,11361.22,11361.22
2023-06-01,C0074,R04,Mid-Market,Business,11361.22,0,0,0,0,11361.22,11361.22
2023-07-01,C0074,R04,Mid-Market,Business,11361.22,0,0,0,0,11361.22,11361.22
2023-08-01,C0074,R04,Mid-Market,Business,11361.22,0,0,0,0,11361.22,11361.22
2023-09-01,C0074,R04,Mid-Market,Business,11361.22,0,0,0,0,11361.22,11361.22
2023-10-01,C0074,R04,Mid-Market,Business,11361.22,0,0,0,0,11361.22,11361.22
2023-11-01,C0074,R04,Mid-Market,Business,11361.22,0,0,0,0,11361.22,11361.22
2023-12-01,C0074,R04,Mid-Market,Business,11361.22,0,0,0,0,11361.22,11361.22
2024-01-01,C0074,R04,Mid-Market,Business,11361.22,0,0,0,0,11361.22,11361.22
2024-02-01,C0074,R04,Mid-Market,Business,11361.22,0,0,0,0,11361.22,11361.22
2024-03-01,C0074,R04,Mid-Market,Business,11361.22,0,0,0,0,11361.22,11361.22
2024-04-01,C0074,R04,Mid-Market,Business,11361.22,0,1075.08,684.23,0,11752.07,11556.64
2024-05-01,C0074,R04,Mid-Market,Business,11752.07,0,0,0,0,11752.07,11752.07
2024-06-01,C0074,R04,Mid-Market,Business,11752.07,0,0,0,0,11752.07,11752.07
2024-07-01,C0074,R04,Mid-Market,Business,11752.07,0,0,0,0,11752.07,11752.07
2024-08-01,C0074,R04,Mid-Market,Business,11752.07,0,0,0,0,11752.07,11752.07
2024-09-01,C0074,R04,Mid-Market,Business,11752.07,0,0,0,0,11752.07,11752.07
2024-10-01,C0074,R04,Mid-Market,Business,11752.07,0,0,0,0,11752.07,11752.07
2024-11-01,C0074,R04,Mid-Market,Business,11752.07,0,0,0,0,11752.07,11752.07
2024-12-01,C0074,R04,Mid-Market,Business,11752.07,0,0,0,0,11752.07,11752.07
2025-01-01,C0074,R04,Mid-Market,Business,11752.07,0,0,0,0,11752.07,11752.07
2025-02-01,C0074,R04,Mid-Market,Business,11752.07,0,0,0,0,11752.07,11752.07
2025-03-01,C0074,R04,Mid-Market,Business,11752.07,0,0,0,0,11752.07,11752.07
2025-04-01,C0074,R04,Mid-Market,Business,11752.07,0,1157.5,0,12909.57,0,5876.04
2023-01-01,C0075,R02,Enterprise,Enterprise Suite,142787.62,0,4283.63,6315.68,0,140755.57,141771.6
2023-02-01,C0075,R02,Enterprise,Enterprise Suite,140755.57,0,0,0,0,140755.57,140755.57
2023-03-01,C0075,R02,Enterprise,Enterprise Suite,140755.57,0,0,0,0,140755.57,140755.57
2023-04-01,C0075,R02,Enterprise,Enterprise Suite,140755.57,0,0,0,0,140755.57,140755.57
2023-05-01,C0075,R02,Enterprise,Enterprise Suite,140755.57,0,0,0,0,140755.57,140755.57
2023-06-01,C0075,R02,Enterprise,Enterprise Suite,140755.57,0,0,0,0,140755.57,140755.57
2023-07-01,C0075,R02,Enterprise,Enterprise Suite,140755.57,0,0,0,0,140755.57,140755.57
2023-08-01,C0075,R02,Enterprise,Enterprise Suite,140755.57,0,0,0,0,140755.57,140755.57
2023-09-01,C0075,R02,Enterprise,Enterprise Suite,140755.57,0,0,0,0,140755.57,140755.57
2023-10-01,C0075,R02,Enterprise,Enterprise Suite,140755.57,0,0,0,0,140755.57,140755.57
2023-11-01,C0075,R02,Enterprise,Enterprise Suite,140755.57,0,0,0,0,140755.57,140755.57
2023-12-01,C0075,R02,Enterprise,Enterprise Suite,140755.57,0,0,0,0,140755.57,140755.57
2024-01-01,C0075,R02,Enterprise,Enterprise Suite,140755.57,0,15749.15,0,0,156504.73,148630.15
2024-02-01,C0075,R02,Enterprise,Enterprise Suite,156504.73,0,0,0,0,156504.73,156504.73
2024-03-01,C0075,R02,Enterprise,Enterprise Suite,156504.73,0,0,0,0,156504.73,156504.73
2024-04-01,C0075,R02,Enterprise,Enterprise Suite,156504.73,0,0,0,0,156504.73,156504.73
2024-05-01,C0075,R02,Enterprise,Enterprise Suite,156504.73,0,0,0,0,156504.73,156504.73
2024-06-01,C0075,R02,Enterprise,Enterprise Suite,156504.73,0,0,0,0,156504.73,156504.73
2024-07-01,C0075,R02,Enterprise,Enterprise Suite,156504.73,0,0,0,0,156504.73,156504.73
2024-08-01,C0075,R02,Enterprise,Enterprise Suite,156504.73,0,0,0,0,156504.73,156504.73
2024-09-01,C0075,R02,Enterprise,Enterprise Suite,156504.73,0,0,0,0,156504.73,156504.73
2024-10-01,C0075,R02,Enterprise,Enterprise Suite,156504.73,0,0,0,0,156504.73,156504.73
2024-11-01,C0075,R02,Enterprise,Enterprise Suite,156504.73,0,0,0,0,156504.73,156504.73
2024-12-01,C0075,R02,Enterprise,Enterprise Suite,156504.73,0,0,0,0,156504.73,156504.73
2025-01-01,C0075,R02,Enterprise,Enterprise Suite,156504.73,0,4695.14,0,0,161199.87,158852.3
2025-02-01,C0075,R02,Enterprise,Enterprise Suite,161199.87,0,0,0,0,161199.87,161199.87
2025-03-01,C0075,R02,Enterprise,Enterprise Suite,161199.87,0,0,0,0,161199.87,161199.87
2025-04-01,C0075,R02,Enterprise,Enterprise Suite,161199.87,0,0,0,0,161199.87,161199.87
2025-05-01,C0075,R02,Enterprise,Enterprise Suite,161199.87,0,0,0,0,161199.87,161199.87
2025-06-01,C0075,R02,Enterprise,Enterprise Suite,161199.87,0,0,0,0,161199.87,161199.87
2025-07-01,C0075,R02,Enterprise,Enterprise Suite,161199.87,0,0,0,0,161199.87,161199.87
2025-08-01,C0075,R02,Enterprise,Enterprise Suite,161199.87,0,0,0,0,161199.87,161199.87
2025-09-01,C0075,R02,Enterprise,Enterprise Suite,161199.87,0,0,0,0,161199.87,161199.87
2025-10-01,C0075,R02,Enterprise,Enterprise Suite,161199.87,0,0,0,0,161199.87,161199.87
2025-11-01,C0075,R02,Enterprise,Enterprise Suite,161199.87,0,0,0,0,161199.87,161199.87
2025-12-01,C0075,R02,Enterprise,Enterprise Suite,161199.87,0,0,0,0,161199.87,161199.87
2026-01-01,C0075,R02,Enterprise,Enterprise Suite,161199.87,0,13982.34,0,0,175182.2,168191.04
2026-02-01,C0075,R02,Enterprise,Enterprise Suite,175182.2,0,0,0,0,175182.2,175182.2
2026-03-01,C0075,R02,Enterprise,Enterprise Suite,175182.2,0,0,0,0,175182.2,175182.2
2026-04-01,C0075,R02,Enterprise,Enterprise Suite,175182.2,0,0,0,0,175182.2,175182.2
2026-05-01,C0075,R02,Enterprise,Enterprise Suite,175182.2,0,0,0,0,175182.2,175182.2
2026-06-01,C0075,R02,Enterprise,Enterprise Suite,175182.2,0,0,0,175182.2,0,87591.1
2026-01-01,C0076,R02,Mid-Market,Business,0,16739.92,0,0,0,16739.92,8369.96
2026-02-01,C0076,R02,Mid-Market,Business,16739.92,0,0,0,0,16739.92,16739.92
2026-03-01,C0076,R02,Mid-Market,Business,16739.92,0,0,0,0,16739.92,16739.92
2026-04-01,C0076,R02,Mid-Market,Business,16739.92,0,0,0,0,16739.92,16739.92
2026-05-01,C0076,R02,Mid-Market,Business,16739.92,0,0,0,0,16739.92,16739.92
2026-06-01,C0076,R02,Mid-Market,Business,16739.92,0,0,0,0,16739.92,16739.92
2025-05-01,C0077,R04,Mid-Market,Business,0,15491.38,0,0,0,15491.38,7745.69
2025-06-01,C0077,R04,Mid-Market,Business,15491.38,0,0,0,0,15491.38,15491.38
2025-07-01,C0077,R04,Mid-Market,Business,15491.38,0,0,0,0,15491.38,15491.38
2025-08-01,C0077,R04,Mid-Market,Business,15491.38,0,0,0,0,15491.38,15491.38
2025-09-01,C0077,R04,Mid-Market,Business,15491.38,0,0,0,0,15491.38,15491.38
2025-10-01,C0077,R04,Mid-Market,Business,15491.38,0,0,0,0,15491.38,15491.38
2025-11-01,C0077,R04,Mid-Market,Business,15491.38,0,0,0,0,15491.38,15491.38
2025-12-01,C0077,R04,Mid-Market,Business,15491.38,0,0,0,0,15491.38,15491.38
2026-01-01,C0077,R04,Mid-Market,Business,15491.38,0,0,0,0,15491.38,15491.38
2026-02-01,C0077,R04,Mid-Market,Business,15491.38,0,0,0,0,15491.38,15491.38
2026-03-01,C0077,R04,Mid-Market,Business,15491.38,0,0,0,0,15491.38,15491.38
2026-04-01,C0077,R04,Mid-Market,Business,15491.38,0,0,0,0,15491.38,15491.38
2026-05-01,C0077,R04,Mid-Market,Business,15491.38,0,464.74,440.27,0,15515.85,15503.62
2026-06-01,C0077,R04,Mid-Market,Business,15515.85,0,0,0,0,15515.85,15515.85
2025-08-01,C0078,R01,Mid-Market,Business,0,10184.27,0,0,0,10184.27,5092.14
2025-09-01,C0078,R01,Mid-Market,Business,10184.27,0,0,0,0,10184.27,10184.27
2025-10-01,C0078,R01,Mid-Market,Business,10184.27,0,0,0,0,10184.27,10184.27
2025-11-01,C0078,R01,Mid-Market,Business,10184.27,0,0,0,0,10184.27,10184.27
2025-12-01,C0078,R01,Mid-Market,Business,10184.27,0,0,0,0,10184.27,10184.27
2026-01-01,C0078,R01,Mid-Market,Business,10184.27,0,0,0,0,10184.27,10184.27
2026-02-01,C0078,R01,Mid-Market,Business,10184.27,0,0,0,0,10184.27,10184.27
2026-03-01,C0078,R01,Mid-Market,Business,10184.27,0,0,0,0,10184.27,10184.27
2026-04-01,C0078,R01,Mid-Market,Business,10184.27,0,0,0,0,10184.27,10184.27
2026-05-01,C0078,R01,Mid-Market,Business,10184.27,0,0,0,0,10184.27,10184.27
2026-06-01,C0078,R01,Mid-Market,Business,10184.27,0,0,0,0,10184.27,10184.27
2023-01-01,C0079,R02,SMB,Core,2307.13,0,0,0,0,2307.13,2307.13
2023-02-01,C0079,R02,SMB,Core,2307.13,0,0,0,0,2307.13,2307.13
2023-03-01,C0079,R02,SMB,Core,2307.13,0,0,0,0,2307.13,2307.13
2023-04-01,C0079,R02,SMB,Core,2307.13,0,0,0,0,2307.13,2307.13
2023-05-01,C0079,R02,SMB,Core,2307.13,0,103.82,0,2410.95,0,1153.57
2023-01-01,C0080,R03,Enterprise,Enterprise Suite,74514.49,0,0,0,0,74514.49,74514.49
2023-02-01,C0080,R03,Enterprise,Enterprise Suite,74514.49,0,0,0,0,74514.49,74514.49
2023-03-01,C0080,R03,Enterprise,Enterprise Suite,74514.49,0,0,0,0,74514.49,74514.49
2023-04-01,C0080,R03,Enterprise,Enterprise Suite,74514.49,0,0,0,0,74514.49,74514.49
2023-05-01,C0080,R03,Enterprise,Enterprise Suite,74514.49,0,0,0,0,74514.49,74514.49
2023-06-01,C0080,R03,Enterprise,Enterprise Suite,74514.49,0,0,0,0,74514.49,74514.49
2023-07-01,C0080,R03,Enterprise,Enterprise Suite,74514.49,0,6473.43,0,0,80987.92,77751.2
2023-08-01,C0080,R03,Enterprise,Enterprise Suite,80987.92,0,0,0,0,80987.92,80987.92
2023-09-01,C0080,R03,Enterprise,Enterprise Suite,80987.92,0,0,0,0,80987.92,80987.92
2023-10-01,C0080,R03,Enterprise,Enterprise Suite,80987.92,0,0,0,0,80987.92,80987.92
2023-11-01,C0080,R03,Enterprise,Enterprise Suite,80987.92,0,0,0,0,80987.92,80987.92
2023-12-01,C0080,R03,Enterprise,Enterprise Suite,80987.92,0,0,0,0,80987.92,80987.92
2024-01-01,C0080,R03,Enterprise,Enterprise Suite,80987.92,0,0,0,0,80987.92,80987.92
2024-02-01,C0080,R03,Enterprise,Enterprise Suite,80987.92,0,0,0,0,80987.92,80987.92
2024-03-01,C0080,R03,Enterprise,Enterprise Suite,80987.92,0,0,0,0,80987.92,80987.92
2024-04-01,C0080,R03,Enterprise,Enterprise Suite,80987.92,0,0,0,0,80987.92,80987.92
2024-05-01,C0080,R03,Enterprise,Enterprise Suite,80987.92,0,0,0,0,80987.92,80987.92
2024-06-01,C0080,R03,Enterprise,Enterprise Suite,80987.92,0,0,0,0,80987.92,80987.92
2024-07-01,C0080,R03,Enterprise,Enterprise Suite,80987.92,0,6881.79,0,0,87869.7,84428.81
2024-08-01,C0080,R03,Enterprise,Enterprise Suite,87869.7,0,0,0,0,87869.7,87869.7
2024-09-01,C0080,R03,Enterprise,Enterprise Suite,87869.7,0,0,0,0,87869.7,87869.7
2024-10-01,C0080,R03,Enterprise,Enterprise Suite,87869.7,0,0,0,0,87869.7,87869.7
2024-11-01,C0080,R03,Enterprise,Enterprise Suite,87869.7,0,0,0,0,87869.7,87869.7
2024-12-01,C0080,R03,Enterprise,Enterprise Suite,87869.7,0,0,0,0,87869.7,87869.7
2025-01-01,C0080,R03,Enterprise,Enterprise Suite,87869.7,0,0,0,0,87869.7,87869.7
2025-02-01,C0080,R03,Enterprise,Enterprise Suite,87869.7,0,0,0,0,87869.7,87869.7
2025-03-01,C0080,R03,Enterprise,Enterprise Suite,87869.7,0,0,0,0,87869.7,87869.7
2025-04-01,C0080,R03,Enterprise,Enterprise Suite,87869.7,0,0,0,0,87869.7,87869.7
2025-05-01,C0080,R03,Enterprise,Enterprise Suite,87869.7,0,0,0,0,87869.7,87869.7
2025-06-01,C0080,R03,Enterprise,Enterprise Suite,87869.7,0,0,0,0,87869.7,87869.7
2025-07-01,C0080,R03,Enterprise,Enterprise Suite,87869.7,0,11335.68,0,0,99205.38,93537.54
2025-08-01,C0080,R03,Enterprise,Enterprise Suite,99205.38,0,0,0,0,99205.38,99205.38
2025-09-01,C0080,R03,Enterprise,Enterprise Suite,99205.38,0,0,0,0,99205.38,99205.38
2025-10-01,C0080,R03,Enterprise,Enterprise Suite,99205.38,0,0,0,0,99205.38,99205.38
2025-11-01,C0080,R03,Enterprise,Enterprise Suite,99205.38,0,0,0,0,99205.38,99205.38
2025-12-01,C0080,R03,Enterprise,Enterprise Suite,99205.38,0,0,0,0,99205.38,99205.38
2026-01-01,C0080,R03,Enterprise,Enterprise Suite,99205.38,0,0,0,0,99205.38,99205.38
2026-02-01,C0080,R03,Enterprise,Enterprise Suite,99205.38,0,0,0,0,99205.38,99205.38
2026-03-01,C0080,R03,Enterprise,Enterprise Suite,99205.38,0,0,0,0,99205.38,99205.38
2026-04-01,C0080,R03,Enterprise,Enterprise Suite,99205.38,0,0,0,0,99205.38,99205.38
2026-05-01,C0080,R03,Enterprise,Enterprise Suite,99205.38,0,0,0,0,99205.38,99205.38
2026-06-01,C0080,R03,Enterprise,Enterprise Suite,99205.38,0,0,0,0,99205.38,99205.38
2023-07-01,C0081,R01,SMB,Core,0,4692.86,0,0,0,4692.86,2346.43
2023-08-01,C0081,R01,SMB,Core,4692.86,0,0,0,0,4692.86,4692.86
2023-09-01,C0081,R01,SMB,Core,4692.86,0,0,0,0,4692.86,4692.86
2023-10-01,C0081,R01,SMB,Core,4692.86,0,0,0,0,4692.86,4692.86
2023-11-01,C0081,R01,SMB,Core,4692.86,0,0,0,0,4692.86,4692.86
2023-12-01,C0081,R01,SMB,Core,4692.86,0,0,0,0,4692.86,4692.86
2024-01-01,C0081,R01,SMB,Core,4692.86,0,0,0,0,4692.86,4692.86
2024-02-01,C0081,R01,SMB,Core,4692.86,0,0,0,0,4692.86,4692.86
2024-03-01,C0081,R01,SMB,Core,4692.86,0,0,0,0,4692.86,4692.86
2024-04-01,C0081,R01,SMB,Core,4692.86,0,0,0,0,4692.86,4692.86
2024-05-01,C0081,R01,SMB,Core,4692.86,0,0,0,0,4692.86,4692.86
2024-06-01,C0081,R01,SMB,Core,4692.86,0,0,0,0,4692.86,4692.86
2024-07-01,C0081,R01,SMB,Core,4692.86,0,140.79,0,4833.65,0,2346.43
2023-01-01,C0082,R01,SMB,Core,4454.09,0,0,0,0,4454.09,4454.09
2023-02-01,C0082,R01,SMB,Core,4454.09,0,0,0,0,4454.09,4454.09
2023-03-01,C0082,R01,SMB,Core,4454.09,0,133.62,0,0,4587.71,4520.9
2023-04-01,C0082,R01,SMB,Core,4587.71,0,0,0,0,4587.71,4587.71
2023-05-01,C0082,R01,SMB,Core,4587.71,0,0,0,0,4587.71,4587.71
2023-06-01,C0082,R01,SMB,Core,4587.71,0,0,0,0,4587.71,4587.71
2023-07-01,C0082,R01,SMB,Core,4587.71,0,0,0,0,4587.71,4587.71
2023-08-01,C0082,R01,SMB,Core,4587.71,0,0,0,0,4587.71,4587.71
2023-09-01,C0082,R01,SMB,Core,4587.71,0,0,0,0,4587.71,4587.71
2023-10-01,C0082,R01,SMB,Core,4587.71,0,0,0,0,4587.71,4587.71
2023-11-01,C0082,R01,SMB,Core,4587.71,0,0,0,0,4587.71,4587.71
2023-12-01,C0082,R01,SMB,Core,4587.71,0,0,0,0,4587.71,4587.71
2024-01-01,C0082,R01,SMB,Core,4587.71,0,0,0,0,4587.71,4587.71
2024-02-01,C0082,R01,SMB,Core,4587.71,0,0,0,0,4587.71,4587.71
2024-03-01,C0082,R01,SMB,Core,4587.71,0,511.36,0,0,5099.07,4843.39
2024-04-01,C0082,R01,SMB,Core,5099.07,0,0,0,0,5099.07,5099.07
2024-05-01,C0082,R01,SMB,Core,5099.07,0,0,0,0,5099.07,5099.07
2024-06-01,C0082,R01,SMB,Core,5099.07,0,0,0,0,5099.07,5099.07
2024-07-01,C0082,R01,SMB,Core,5099.07,0,0,0,0,5099.07,5099.07
2024-08-01,C0082,R01,SMB,Core,5099.07,0,0,0,0,5099.07,5099.07
2024-09-01,C0082,R01,SMB,Core,5099.07,0,0,0,0,5099.07,5099.07
2024-10-01,C0082,R01,SMB,Core,5099.07,0,0,0,0,5099.07,5099.07
2024-11-01,C0082,R01,SMB,Core,5099.07,0,0,0,0,5099.07,5099.07
2024-12-01,C0082,R01,SMB,Core,5099.07,0,0,0,0,5099.07,5099.07
2025-01-01,C0082,R01,SMB,Core,5099.07,0,0,0,0,5099.07,5099.07
2025-02-01,C0082,R01,SMB,Core,5099.07,0,0,0,0,5099.07,5099.07
2025-03-01,C0082,R01,SMB,Core,5099.07,0,152.97,0,0,5252.04,5175.55
2025-04-01,C0082,R01,SMB,Core,5252.04,0,0,0,0,5252.04,5252.04
2025-05-01,C0082,R01,SMB,Core,5252.04,0,0,0,0,5252.04,5252.04
2025-06-01,C0082,R01,SMB,Core,5252.04,0,0,0,0,5252.04,5252.04
2025-07-01,C0082,R01,SMB,Core,5252.04,0,0,0,0,5252.04,5252.04
2025-08-01,C0082,R01,SMB,Core,5252.04,0,0,0,0,5252.04,5252.04
2025-09-01,C0082,R01,SMB,Core,5252.04,0,0,0,0,5252.04,5252.04
2025-10-01,C0082,R01,SMB,Core,5252.04,0,0,0,0,5252.04,5252.04
2025-11-01,C0082,R01,SMB,Core,5252.04,0,0,0,0,5252.04,5252.04
2025-12-01,C0082,R01,SMB,Core,5252.04,0,0,0,0,5252.04,5252.04
2026-01-01,C0082,R01,SMB,Core,5252.04,0,0,0,0,5252.04,5252.04
2026-02-01,C0082,R01,SMB,Core,5252.04,0,0,0,0,5252.04,5252.04
2026-03-01,C0082,R01,SMB,Core,5252.04,0,157.56,0,0,5409.6,5330.82
2026-04-01,C0082,R01,SMB,Core,5409.6,0,0,0,0,5409.6,5409.6
2026-05-01,C0082,R01,SMB,Core,5409.6,0,0,0,0,5409.6,5409.6
2026-06-01,C0082,R01,SMB,Core,5409.6,0,0,0,0,5409.6,5409.6
2023-01-01,C0083,R03,SMB,Core,3830.27,0,0,0,0,3830.27,3830.27
2023-02-01,C0083,R03,SMB,Core,3830.27,0,0,0,0,3830.27,3830.27
2023-03-01,C0083,R03,SMB,Core,3830.27,0,0,0,0,3830.27,3830.27
2023-04-01,C0083,R03,SMB,Core,3830.27,0,0,0,0,3830.27,3830.27
2023-05-01,C0083,R03,SMB,Core,3830.27,0,0,0,0,3830.27,3830.27
2023-06-01,C0083,R03,SMB,Core,3830.27,0,0,0,0,3830.27,3830.27
2023-07-01,C0083,R03,SMB,Core,3830.27,0,0,0,0,3830.27,3830.27
2023-08-01,C0083,R03,SMB,Core,3830.27,0,0,0,0,3830.27,3830.27
2023-09-01,C0083,R03,SMB,Core,3830.27,0,0,0,0,3830.27,3830.27
2023-10-01,C0083,R03,SMB,Core,3830.27,0,114.91,0,0,3945.18,3887.73
2023-11-01,C0083,R03,SMB,Core,3945.18,0,0,0,0,3945.18,3945.18
2023-12-01,C0083,R03,SMB,Core,3945.18,0,0,0,0,3945.18,3945.18
2024-01-01,C0083,R03,SMB,Core,3945.18,0,0,0,0,3945.18,3945.18
2024-02-01,C0083,R03,SMB,Core,3945.18,0,0,0,0,3945.18,3945.18
2024-03-01,C0083,R03,SMB,Core,3945.18,0,0,0,0,3945.18,3945.18
2024-04-01,C0083,R03,SMB,Core,3945.18,0,0,0,0,3945.18,3945.18
2024-05-01,C0083,R03,SMB,Core,3945.18,0,0,0,0,3945.18,3945.18
2024-06-01,C0083,R03,SMB,Core,3945.18,0,0,0,0,3945.18,3945.18
2024-07-01,C0083,R03,SMB,Core,3945.18,0,0,0,0,3945.18,3945.18
2024-08-01,C0083,R03,SMB,Core,3945.18,0,0,0,0,3945.18,3945.18
2024-09-01,C0083,R03,SMB,Core,3945.18,0,0,0,0,3945.18,3945.18
2024-10-01,C0083,R03,SMB,Core,3945.18,0,118.36,0,0,4063.54,4004.36
2024-11-01,C0083,R03,SMB,Core,4063.54,0,0,0,0,4063.54,4063.54
2024-12-01,C0083,R03,SMB,Core,4063.54,0,0,0,0,4063.54,4063.54
2025-01-01,C0083,R03,SMB,Core,4063.54,0,0,0,0,4063.54,4063.54
2025-02-01,C0083,R03,SMB,Core,4063.54,0,0,0,0,4063.54,4063.54
2025-03-01,C0083,R03,SMB,Core,4063.54,0,0,0,0,4063.54,4063.54
2025-04-01,C0083,R03,SMB,Core,4063.54,0,0,0,0,4063.54,4063.54
2025-05-01,C0083,R03,SMB,Core,4063.54,0,0,0,0,4063.54,4063.54
2025-06-01,C0083,R03,SMB,Core,4063.54,0,0,0,0,4063.54,4063.54
2025-07-01,C0083,R03,SMB,Core,4063.54,0,0,0,0,4063.54,4063.54
2025-08-01,C0083,R03,SMB,Core,4063.54,0,0,0,0,4063.54,4063.54
2025-09-01,C0083,R03,SMB,Core,4063.54,0,0,0,0,4063.54,4063.54
2025-10-01,C0083,R03,SMB,Core,4063.54,0,273.22,0,0,4336.75,4200.15
2025-11-01,C0083,R03,SMB,Core,4336.75,0,0,0,0,4336.75,4336.75
2025-12-01,C0083,R03,SMB,Core,4336.75,0,0,0,0,4336.75,4336.75
2026-01-01,C0083,R03,SMB,Core,4336.75,0,0,0,0,4336.75,4336.75
2026-02-01,C0083,R03,SMB,Core,4336.75,0,0,0,0,4336.75,4336.75
2026-03-01,C0083,R03,SMB,Core,4336.75,0,0,0,0,4336.75,4336.75
2026-04-01,C0083,R03,SMB,Core,4336.75,0,0,0,0,4336.75,4336.75
2026-05-01,C0083,R03,SMB,Core,4336.75,0,0,0,0,4336.75,4336.75
2026-06-01,C0083,R03,SMB,Core,4336.75,0,0,0,0,4336.75,4336.75
2023-01-01,C0084,R02,SMB,Core,3037.73,0,0,0,0,3037.73,3037.73
2023-02-01,C0084,R02,SMB,Core,3037.73,0,0,0,0,3037.73,3037.73
2023-03-01,C0084,R02,SMB,Core,3037.73,0,0,0,0,3037.73,3037.73
