gl_row_id,month_start,account_id,department_id,region_id,customer_id,project_id,business_line,amount_usd,source_system,entry_type
GL0003215,2025-11-01,A4000,D00,R02,C0102,,Subscription,108232.22,Subscription Billing,Revenue Recognition
GL0003216,2025-12-01,A4000,D00,R02,C0102,,Subscription,114867.62,Subscription Billing,Revenue Recognition
GL0003217,2026-01-01,A4000,D00,R02,C0102,,Subscription,121503.02,Subscription Billing,Revenue Recognition
GL0003218,2026-02-01,A4000,D00,R02,C0102,,Subscription,121503.02,Subscription Billing,Revenue Recognition
GL0003219,2026-03-01,A4000,D00,R02,C0102,,Subscription,121503.02,Subscription Billing,Revenue Recognition
GL0003220,2026-04-01,A4000,D00,R02,C0102,,Subscription,121503.02,Subscription Billing,Revenue Recognition
GL0003221,2026-05-01,A4000,D00,R02,C0102,,Subscription,121503.02,Subscription Billing,Revenue Recognition
GL0003222,2026-06-01,A4000,D00,R02,C0102,,Subscription,121503.02,Subscription Billing,Revenue Recognition
GL0003223,2023-01-01,A4000,D00,R02,C0103,,Subscription,34513.43,Subscription Billing,Revenue Recognition
GL0003224,2023-02-01,A4000,D00,R02,C0103,,Subscription,34513.43,Subscription Billing,Revenue Recognition
GL0003225,2023-03-01,A4000,D00,R02,C0103,,Subscription,34513.43,Subscription Billing,Revenue Recognition
GL0003226,2023-04-01,A4000,D00,R02,C0103,,Subscription,34513.43,Subscription Billing,Revenue Recognition
GL0003227,2023-05-01,A4000,D00,R02,C0103,,Subscription,36065.3,Subscription Billing,Revenue Recognition
GL0003228,2023-06-01,A4000,D00,R02,C0103,,Subscription,37617.17,Subscription Billing,Revenue Recognition
GL0003229,2023-07-01,A4000,D00,R02,C0103,,Subscription,37617.17,Subscription Billing,Revenue Recognition
GL0003230,2023-08-01,A4000,D00,R02,C0103,,Subscription,37617.17,Subscription Billing,Revenue Recognition
GL0003231,2023-09-01,A4000,D00,R02,C0103,,Subscription,37617.17,Subscription Billing,Revenue Recognition
GL0003232,2023-10-01,A4000,D00,R02,C0103,,Subscription,37617.17,Subscription Billing,Revenue Recognition
GL0003233,2023-11-01,A4000,D00,R02,C0103,,Subscription,37617.17,Subscription Billing,Revenue Recognition
GL0003234,2023-12-01,A4000,D00,R02,C0103,,Subscription,37617.17,Subscription Billing,Revenue Recognition
GL0003235,2024-01-01,A4000,D00,R02,C0103,,Subscription,37617.17,Subscription Billing,Revenue Recognition
GL0003236,2024-02-01,A4000,D00,R02,C0103,,Subscription,37617.17,Subscription Billing,Revenue Recognition
GL0003237,2024-03-01,A4000,D00,R02,C0103,,Subscription,37617.17,Subscription Billing,Revenue Recognition
GL0003238,2024-04-01,A4000,D00,R02,C0103,,Subscription,37617.17,Subscription Billing,Revenue Recognition
GL0003239,2024-05-01,A4000,D00,R02,C0103,,Subscription,39688.75,Subscription Billing,Revenue Recognition
GL0003240,2024-06-01,A4000,D00,R02,C0103,,Subscription,41760.34,Subscription Billing,Revenue Recognition
GL0003241,2024-07-01,A4000,D00,R02,C0103,,Subscription,41760.34,Subscription Billing,Revenue Recognition
GL0003242,2024-08-01,A4000,D00,R02,C0103,,Subscription,41760.34,Subscription Billing,Revenue Recognition
GL0003243,2024-09-01,A4000,D00,R02,C0103,,Subscription,41760.34,Subscription Billing,Revenue Recognition
GL0003244,2024-10-01,A4000,D00,R02,C0103,,Subscription,41760.34,Subscription Billing,Revenue Recognition
GL0003245,2024-11-01,A4000,D00,R02,C0103,,Subscription,41760.34,Subscription Billing,Revenue Recognition
GL0003246,2024-12-01,A4000,D00,R02,C0103,,Subscription,41760.34,Subscription Billing,Revenue Recognition
GL0003247,2025-01-01,A4000,D00,R02,C0103,,Subscription,41760.34,Subscription Billing,Revenue Recognition
GL0003248,2025-02-01,A4000,D00,R02,C0103,,Subscription,41760.34,Subscription Billing,Revenue Recognition
GL0003249,2025-03-01,A4000,D00,R02,C0103,,Subscription,41760.34,Subscription Billing,Revenue Recognition
GL0003250,2025-04-01,A4000,D00,R02,C0103,,Subscription,41760.34,Subscription Billing,Revenue Recognition
GL0003251,2025-05-01,A4000,D00,R02,C0103,,Subscription,44053.83,Subscription Billing,Revenue Recognition
GL0003252,2025-06-01,A4000,D00,R02,C0103,,Subscription,46347.32,Subscription Billing,Revenue Recognition
GL0003253,2025-07-01,A4000,D00,R02,C0103,,Subscription,46347.32,Subscription Billing,Revenue Recognition
GL0003254,2025-08-01,A4000,D00,R02,C0103,,Subscription,46347.32,Subscription Billing,Revenue Recognition
GL0003255,2025-09-01,A4000,D00,R02,C0103,,Subscription,46347.32,Subscription Billing,Revenue Recognition
GL0003256,2025-10-01,A4000,D00,R02,C0103,,Subscription,46347.32,Subscription Billing,Revenue Recognition
GL0003257,2025-11-01,A4000,D00,R02,C0103,,Subscription,46347.32,Subscription Billing,Revenue Recognition
GL0003258,2025-12-01,A4000,D00,R02,C0103,,Subscription,46347.32,Subscription Billing,Revenue Recognition
GL0003259,2026-01-01,A4000,D00,R02,C0103,,Subscription,46347.32,Subscription Billing,Revenue Recognition
GL0003260,2026-02-01,A4000,D00,R02,C0103,,Subscription,46347.32,Subscription Billing,Revenue Recognition
GL0003261,2026-03-01,A4000,D00,R02,C0103,,Subscription,46347.32,Subscription Billing,Revenue Recognition
GL0003262,2026-04-01,A4000,D00,R02,C0103,,Subscription,46347.32,Subscription Billing,Revenue Recognition
GL0003263,2026-05-01,A4000,D00,R02,C0103,,Subscription,47042.53,Subscription Billing,Revenue Recognition
GL0003264,2026-06-01,A4000,D00,R02,C0103,,Subscription,47737.74,Subscription Billing,Revenue Recognition
GL0003265,2023-01-01,A4000,D00,R03,C0104,,Subscription,3675,Subscription Billing,Revenue Recognition
GL0003266,2023-02-01,A4000,D00,R03,C0104,,Subscription,3675,Subscription Billing,Revenue Recognition
GL0003267,2023-03-01,A4000,D00,R03,C0104,,Subscription,3730.12,Subscription Billing,Revenue Recognition
GL0003268,2023-04-01,A4000,D00,R03,C0104,,Subscription,3785.25,Subscription Billing,Revenue Recognition
GL0003269,2023-05-01,A4000,D00,R03,C0104,,Subscription,3785.25,Subscription Billing,Revenue Recognition
GL0003270,2023-06-01,A4000,D00,R03,C0104,,Subscription,3785.25,Subscription Billing,Revenue Recognition
GL0003271,2023-07-01,A4000,D00,R03,C0104,,Subscription,3785.25,Subscription Billing,Revenue Recognition
GL0003272,2023-08-01,A4000,D00,R03,C0104,,Subscription,3785.25,Subscription Billing,Revenue Recognition
GL0003273,2023-09-01,A4000,D00,R03,C0104,,Subscription,3785.25,Subscription Billing,Revenue Recognition
GL0003274,2023-10-01,A4000,D00,R03,C0104,,Subscription,3785.25,Subscription Billing,Revenue Recognition
GL0003275,2023-11-01,A4000,D00,R03,C0104,,Subscription,3785.25,Subscription Billing,Revenue Recognition
GL0003276,2023-12-01,A4000,D00,R03,C0104,,Subscription,3785.25,Subscription Billing,Revenue Recognition
GL0003277,2024-01-01,A4000,D00,R03,C0104,,Subscription,3785.25,Subscription Billing,Revenue Recognition
GL0003278,2024-02-01,A4000,D00,R03,C0104,,Subscription,3785.25,Subscription Billing,Revenue Recognition
GL0003279,2024-03-01,A4000,D00,R03,C0104,,Subscription,1892.62,Subscription Billing,Revenue Recognition
GL0003280,2023-09-01,A4000,D00,R03,C0105,,Subscription,57210.26,Subscription Billing,Revenue Recognition
GL0003281,2023-10-01,A4000,D00,R03,C0105,,Subscription,114420.52,Subscription Billing,Revenue Recognition
GL0003282,2023-11-01,A4000,D00,R03,C0105,,Subscription,114420.52,Subscription Billing,Revenue Recognition
GL0003283,2023-12-01,A4000,D00,R03,C0105,,Subscription,114420.52,Subscription Billing,Revenue Recognition
GL0003284,2024-01-01,A4000,D00,R03,C0105,,Subscription,114420.52,Subscription Billing,Revenue Recognition
GL0003285,2024-02-01,A4000,D00,R03,C0105,,Subscription,114420.52,Subscription Billing,Revenue Recognition
GL0003286,2024-03-01,A4000,D00,R03,C0105,,Subscription,114420.52,Subscription Billing,Revenue Recognition
GL0003287,2024-04-01,A4000,D00,R03,C0105,,Subscription,114420.52,Subscription Billing,Revenue Recognition
GL0003288,2024-05-01,A4000,D00,R03,C0105,,Subscription,114420.52,Subscription Billing,Revenue Recognition
GL0003289,2024-06-01,A4000,D00,R03,C0105,,Subscription,114420.52,Subscription Billing,Revenue Recognition
GL0003290,2024-07-01,A4000,D00,R03,C0105,,Subscription,114420.52,Subscription Billing,Revenue Recognition
GL0003291,2024-08-01,A4000,D00,R03,C0105,,Subscription,114420.52,Subscription Billing,Revenue Recognition
GL0003292,2024-09-01,A4000,D00,R03,C0105,,Subscription,120011.47,Subscription Billing,Revenue Recognition
GL0003293,2024-10-01,A4000,D00,R03,C0105,,Subscription,125602.42,Subscription Billing,Revenue Recognition
GL0003294,2024-11-01,A4000,D00,R03,C0105,,Subscription,125602.42,Subscription Billing,Revenue Recognition
GL0003295,2024-12-01,A4000,D00,R03,C0105,,Subscription,125602.42,Subscription Billing,Revenue Recognition
GL0003296,2025-01-01,A4000,D00,R03,C0105,,Subscription,125602.42,Subscription Billing,Revenue Recognition
GL0003297,2025-02-01,A4000,D00,R03,C0105,,Subscription,125602.42,Subscription Billing,Revenue Recognition
GL0003298,2025-03-01,A4000,D00,R03,C0105,,Subscription,125602.42,Subscription Billing,Revenue Recognition
GL0003299,2025-04-01,A4000,D00,R03,C0105,,Subscription,125602.42,Subscription Billing,Revenue Recognition
GL0003300,2025-05-01,A4000,D00,R03,C0105,,Subscription,125602.42,Subscription Billing,Revenue Recognition
GL0003301,2025-06-01,A4000,D00,R03,C0105,,Subscription,125602.42,Subscription Billing,Revenue Recognition
GL0003302,2025-07-01,A4000,D00,R03,C0105,,Subscription,125602.42,Subscription Billing,Revenue Recognition
GL0003303,2025-08-01,A4000,D00,R03,C0105,,Subscription,125602.42,Subscription Billing,Revenue Recognition
GL0003304,2025-09-01,A4000,D00,R03,C0105,,Subscription,127486.45,Subscription Billing,Revenue Recognition
GL0003305,2025-10-01,A4000,D00,R03,C0105,,Subscription,129370.49,Subscription Billing,Revenue Recognition
GL0003306,2025-11-01,A4000,D00,R03,C0105,,Subscription,129370.49,Subscription Billing,Revenue Recognition
GL0003307,2025-12-01,A4000,D00,R03,C0105,,Subscription,129370.49,Subscription Billing,Revenue Recognition
GL0003308,2026-01-01,A4000,D00,R03,C0105,,Subscription,129370.49,Subscription Billing,Revenue Recognition
GL0003309,2026-02-01,A4000,D00,R03,C0105,,Subscription,129370.49,Subscription Billing,Revenue Recognition
GL0003310,2026-03-01,A4000,D00,R03,C0105,,Subscription,129370.49,Subscription Billing,Revenue Recognition
GL0003311,2026-04-01,A4000,D00,R03,C0105,,Subscription,129370.49,Subscription Billing,Revenue Recognition
GL0003312,2026-05-01,A4000,D00,R03,C0105,,Subscription,129370.49,Subscription Billing,Revenue Recognition
GL0003313,2026-06-01,A4000,D00,R03,C0105,,Subscription,129370.49,Subscription Billing,Revenue Recognition
GL0003314,2023-01-01,A4000,D00,R03,C0106,,Subscription,81843.66,Subscription Billing,Revenue Recognition
GL0003315,2023-02-01,A4000,D00,R03,C0106,,Subscription,81843.66,Subscription Billing,Revenue Recognition
GL0003316,2023-03-01,A4000,D00,R03,C0106,,Subscription,81843.66,Subscription Billing,Revenue Recognition
GL0003317,2023-04-01,A4000,D00,R03,C0106,,Subscription,81843.66,Subscription Billing,Revenue Recognition
GL0003318,2023-05-01,A4000,D00,R03,C0106,,Subscription,81843.66,Subscription Billing,Revenue Recognition
GL0003319,2023-06-01,A4000,D00,R03,C0106,,Subscription,81843.66,Subscription Billing,Revenue Recognition
GL0003320,2023-07-01,A4000,D00,R03,C0106,,Subscription,81843.66,Subscription Billing,Revenue Recognition
GL0003321,2023-08-01,A4000,D00,R03,C0106,,Subscription,81843.66,Subscription Billing,Revenue Recognition
GL0003322,2023-09-01,A4000,D00,R03,C0106,,Subscription,81843.66,Subscription Billing,Revenue Recognition
GL0003323,2023-10-01,A4000,D00,R03,C0106,,Subscription,84913.58,Subscription Billing,Revenue Recognition
GL0003324,2023-11-01,A4000,D00,R03,C0106,,Subscription,87983.5,Subscription Billing,Revenue Recognition
GL0003325,2023-12-01,A4000,D00,R03,C0106,,Subscription,87983.5,Subscription Billing,Revenue Recognition
GL0003326,2024-01-01,A4000,D00,R03,C0106,,Subscription,87983.5,Subscription Billing,Revenue Recognition
GL0003327,2024-02-01,A4000,D00,R03,C0106,,Subscription,87983.5,Subscription Billing,Revenue Recognition
GL0003328,2024-03-01,A4000,D00,R03,C0106,,Subscription,87983.5,Subscription Billing,Revenue Recognition
GL0003329,2024-04-01,A4000,D00,R03,C0106,,Subscription,87983.5,Subscription Billing,Revenue Recognition
GL0003330,2024-05-01,A4000,D00,R03,C0106,,Subscription,87983.5,Subscription Billing,Revenue Recognition
GL0003331,2024-06-01,A4000,D00,R03,C0106,,Subscription,87983.5,Subscription Billing,Revenue Recognition
GL0003332,2024-07-01,A4000,D00,R03,C0106,,Subscription,87983.5,Subscription Billing,Revenue Recognition
GL0003333,2024-08-01,A4000,D00,R03,C0106,,Subscription,87983.5,Subscription Billing,Revenue Recognition
GL0003334,2024-09-01,A4000,D00,R03,C0106,,Subscription,87983.5,Subscription Billing,Revenue Recognition
GL0003335,2024-10-01,A4000,D00,R03,C0106,,Subscription,89303.26,Subscription Billing,Revenue Recognition
GL0003336,2024-11-01,A4000,D00,R03,C0106,,Subscription,90623.01,Subscription Billing,Revenue Recognition
GL0003337,2024-12-01,A4000,D00,R03,C0106,,Subscription,90623.01,Subscription Billing,Revenue Recognition
GL0003338,2025-01-01,A4000,D00,R03,C0106,,Subscription,90623.01,Subscription Billing,Revenue Recognition
GL0003339,2025-02-01,A4000,D00,R03,C0106,,Subscription,90623.01,Subscription Billing,Revenue Recognition
GL0003340,2025-03-01,A4000,D00,R03,C0106,,Subscription,90623.01,Subscription Billing,Revenue Recognition
GL0003341,2025-04-01,A4000,D00,R03,C0106,,Subscription,90623.01,Subscription Billing,Revenue Recognition
GL0003342,2025-05-01,A4000,D00,R03,C0106,,Subscription,90623.01,Subscription Billing,Revenue Recognition
GL0003343,2025-06-01,A4000,D00,R03,C0106,,Subscription,90623.01,Subscription Billing,Revenue Recognition
GL0003344,2025-07-01,A4000,D00,R03,C0106,,Subscription,90623.01,Subscription Billing,Revenue Recognition
GL0003345,2025-08-01,A4000,D00,R03,C0106,,Subscription,90623.01,Subscription Billing,Revenue Recognition
GL0003346,2025-09-01,A4000,D00,R03,C0106,,Subscription,90623.01,Subscription Billing,Revenue Recognition
GL0003347,2025-10-01,A4000,D00,R03,C0106,,Subscription,96713.81,Subscription Billing,Revenue Recognition
GL0003348,2025-11-01,A4000,D00,R03,C0106,,Subscription,102804.62,Subscription Billing,Revenue Recognition
GL0003349,2025-12-01,A4000,D00,R03,C0106,,Subscription,102804.62,Subscription Billing,Revenue Recognition
GL0003350,2026-01-01,A4000,D00,R03,C0106,,Subscription,102804.62,Subscription Billing,Revenue Recognition
GL0003351,2026-02-01,A4000,D00,R03,C0106,,Subscription,102804.62,Subscription Billing,Revenue Recognition
GL0003352,2026-03-01,A4000,D00,R03,C0106,,Subscription,102804.62,Subscription Billing,Revenue Recognition
GL0003353,2026-04-01,A4000,D00,R03,C0106,,Subscription,102804.62,Subscription Billing,Revenue Recognition
GL0003354,2026-05-01,A4000,D00,R03,C0106,,Subscription,102804.62,Subscription Billing,Revenue Recognition
GL0003355,2026-06-01,A4000,D00,R03,C0106,,Subscription,102804.62,Subscription Billing,Revenue Recognition
GL0003356,2023-01-01,A4000,D00,R02,C0107,,Subscription,1446.28,Subscription Billing,Revenue Recognition
GL0003357,2023-02-01,A4000,D00,R02,C0107,,Subscription,1533.61,Subscription Billing,Revenue Recognition
GL0003358,2023-03-01,A4000,D00,R02,C0107,,Subscription,1620.93,Subscription Billing,Revenue Recognition
GL0003359,2023-04-01,A4000,D00,R02,C0107,,Subscription,1620.93,Subscription Billing,Revenue Recognition
GL0003360,2023-05-01,A4000,D00,R02,C0107,,Subscription,1620.93,Subscription Billing,Revenue Recognition
GL0003361,2023-06-01,A4000,D00,R02,C0107,,Subscription,1620.93,Subscription Billing,Revenue Recognition
GL0003362,2023-07-01,A4000,D00,R02,C0107,,Subscription,1620.93,Subscription Billing,Revenue Recognition
GL0003363,2023-08-01,A4000,D00,R02,C0107,,Subscription,1620.93,Subscription Billing,Revenue Recognition
GL0003364,2023-09-01,A4000,D00,R02,C0107,,Subscription,1620.93,Subscription Billing,Revenue Recognition
GL0003365,2023-10-01,A4000,D00,R02,C0107,,Subscription,1620.93,Subscription Billing,Revenue Recognition
GL0003366,2023-11-01,A4000,D00,R02,C0107,,Subscription,1620.93,Subscription Billing,Revenue Recognition
GL0003367,2023-12-01,A4000,D00,R02,C0107,,Subscription,1620.93,Subscription Billing,Revenue Recognition
GL0003368,2024-01-01,A4000,D00,R02,C0107,,Subscription,1620.93,Subscription Billing,Revenue Recognition
GL0003369,2024-02-01,A4000,D00,R02,C0107,,Subscription,1645.25,Subscription Billing,Revenue Recognition
GL0003370,2024-03-01,A4000,D00,R02,C0107,,Subscription,1669.56,Subscription Billing,Revenue Recognition
GL0003371,2024-04-01,A4000,D00,R02,C0107,,Subscription,1669.56,Subscription Billing,Revenue Recognition
GL0003372,2024-05-01,A4000,D00,R02,C0107,,Subscription,1669.56,Subscription Billing,Revenue Recognition
GL0003373,2024-06-01,A4000,D00,R02,C0107,,Subscription,1669.56,Subscription Billing,Revenue Recognition
GL0003374,2024-07-01,A4000,D00,R02,C0107,,Subscription,1669.56,Subscription Billing,Revenue Recognition
GL0003375,2024-08-01,A4000,D00,R02,C0107,,Subscription,1669.56,Subscription Billing,Revenue Recognition
GL0003376,2024-09-01,A4000,D00,R02,C0107,,Subscription,1669.56,Subscription Billing,Revenue Recognition
GL0003377,2024-10-01,A4000,D00,R02,C0107,,Subscription,1669.56,Subscription Billing,Revenue Recognition
GL0003378,2024-11-01,A4000,D00,R02,C0107,,Subscription,1669.56,Subscription Billing,Revenue Recognition
GL0003379,2024-12-01,A4000,D00,R02,C0107,,Subscription,1669.56,Subscription Billing,Revenue Recognition
GL0003380,2025-01-01,A4000,D00,R02,C0107,,Subscription,1669.56,Subscription Billing,Revenue Recognition
GL0003381,2025-02-01,A4000,D00,R02,C0107,,Subscription,1751.63,Subscription Billing,Revenue Recognition
GL0003382,2025-03-01,A4000,D00,R02,C0107,,Subscription,1833.69,Subscription Billing,Revenue Recognition
GL0003383,2025-04-01,A4000,D00,R02,C0107,,Subscription,1833.69,Subscription Billing,Revenue Recognition
GL0003384,2025-05-01,A4000,D00,R02,C0107,,Subscription,1833.69,Subscription Billing,Revenue Recognition
GL0003385,2025-06-01,A4000,D00,R02,C0107,,Subscription,1833.69,Subscription Billing,Revenue Recognition
GL0003386,2025-07-01,A4000,D00,R02,C0107,,Subscription,1833.69,Subscription Billing,Revenue Recognition
GL0003387,2025-08-01,A4000,D00,R02,C0107,,Subscription,1833.69,Subscription Billing,Revenue Recognition
GL0003388,2025-09-01,A4000,D00,R02,C0107,,Subscription,1833.69,Subscription Billing,Revenue Recognition
GL0003389,2025-10-01,A4000,D00,R02,C0107,,Subscription,1833.69,Subscription Billing,Revenue Recognition
GL0003390,2025-11-01,A4000,D00,R02,C0107,,Subscription,1833.69,Subscription Billing,Revenue Recognition
GL0003391,2025-12-01,A4000,D00,R02,C0107,,Subscription,1833.69,Subscription Billing,Revenue Recognition
GL0003392,2026-01-01,A4000,D00,R02,C0107,,Subscription,1833.69,Subscription Billing,Revenue Recognition
GL0003393,2026-02-01,A4000,D00,R02,C0107,,Subscription,1861.2,Subscription Billing,Revenue Recognition
GL0003394,2026-03-01,A4000,D00,R02,C0107,,Subscription,1888.71,Subscription Billing,Revenue Recognition
GL0003395,2026-04-01,A4000,D00,R02,C0107,,Subscription,1888.71,Subscription Billing,Revenue Recognition
GL0003396,2026-05-01,A4000,D00,R02,C0107,,Subscription,1888.71,Subscription Billing,Revenue Recognition
GL0003397,2026-06-01,A4000,D00,R02,C0107,,Subscription,1888.71,Subscription Billing,Revenue Recognition
GL0003398,2023-01-01,A4000,D00,R01,C0108,,Subscription,4156.99,Subscription Billing,Revenue Recognition
GL0003399,2023-02-01,A4000,D00,R01,C0108,,Subscription,4156.99,Subscription Billing,Revenue Recognition
GL0003400,2023-03-01,A4000,D00,R01,C0108,,Subscription,4156.99,Subscription Billing,Revenue Recognition
GL0003401,2023-04-01,A4000,D00,R01,C0108,,Subscription,4156.99,Subscription Billing,Revenue Recognition
GL0003402,2023-05-01,A4000,D00,R01,C0108,,Subscription,4156.99,Subscription Billing,Revenue Recognition
GL0003403,2023-06-01,A4000,D00,R01,C0108,,Subscription,4156.99,Subscription Billing,Revenue Recognition
GL0003404,2023-07-01,A4000,D00,R01,C0108,,Subscription,4156.99,Subscription Billing,Revenue Recognition
GL0003405,2023-08-01,A4000,D00,R01,C0108,,Subscription,4156.99,Subscription Billing,Revenue Recognition
GL0003406,2023-09-01,A4000,D00,R01,C0108,,Subscription,4156.99,Subscription Billing,Revenue Recognition
GL0003407,2023-10-01,A4000,D00,R01,C0108,,Subscription,4156.99,Subscription Billing,Revenue Recognition
GL0003408,2023-11-01,A4000,D00,R01,C0108,,Subscription,4156.99,Subscription Billing,Revenue Recognition
GL0003409,2023-12-01,A4000,D00,R01,C0108,,Subscription,2078.49,Subscription Billing,Revenue Recognition
GL0003410,2023-11-01,A4000,D00,R01,C0109,,Subscription,32462.27,Subscription Billing,Revenue Recognition
GL0003411,2023-12-01,A4000,D00,R01,C0109,,Subscription,64924.55,Subscription Billing,Revenue Recognition
GL0003412,2024-01-01,A4000,D00,R01,C0109,,Subscription,64924.55,Subscription Billing,Revenue Recognition
GL0003413,2024-02-01,A4000,D00,R01,C0109,,Subscription,64924.55,Subscription Billing,Revenue Recognition
GL0003414,2024-03-01,A4000,D00,R01,C0109,,Subscription,64924.55,Subscription Billing,Revenue Recognition
GL0003415,2024-04-01,A4000,D00,R01,C0109,,Subscription,64924.55,Subscription Billing,Revenue Recognition
GL0003416,2024-05-01,A4000,D00,R01,C0109,,Subscription,64924.55,Subscription Billing,Revenue Recognition
GL0003417,2024-06-01,A4000,D00,R01,C0109,,Subscription,64924.55,Subscription Billing,Revenue Recognition
GL0003418,2024-07-01,A4000,D00,R01,C0109,,Subscription,64924.55,Subscription Billing,Revenue Recognition
GL0003419,2024-08-01,A4000,D00,R01,C0109,,Subscription,64924.55,Subscription Billing,Revenue Recognition
GL0003420,2024-09-01,A4000,D00,R01,C0109,,Subscription,64924.55,Subscription Billing,Revenue Recognition
GL0003421,2024-10-01,A4000,D00,R01,C0109,,Subscription,64924.55,Subscription Billing,Revenue Recognition
GL0003422,2024-11-01,A4000,D00,R01,C0109,,Subscription,68522.47,Subscription Billing,Revenue Recognition
GL0003423,2024-12-01,A4000,D00,R01,C0109,,Subscription,72120.4,Subscription Billing,Revenue Recognition
GL0003424,2025-01-01,A4000,D00,R01,C0109,,Subscription,72120.4,Subscription Billing,Revenue Recognition
GL0003425,2025-02-01,A4000,D00,R01,C0109,,Subscription,72120.4,Subscription Billing,Revenue Recognition
GL0003426,2025-03-01,A4000,D00,R01,C0109,,Subscription,72120.4,Subscription Billing,Revenue Recognition
GL0003427,2025-04-01,A4000,D00,R01,C0109,,Subscription,72120.4,Subscription Billing,Revenue Recognition
GL0003428,2025-05-01,A4000,D00,R01,C0109,,Subscription,72120.4,Subscription Billing,Revenue Recognition
GL0003429,2025-06-01,A4000,D00,R01,C0109,,Subscription,72120.4,Subscription Billing,Revenue Recognition
GL0003430,2025-07-01,A4000,D00,R01,C0109,,Subscription,72120.4,Subscription Billing,Revenue Recognition
GL0003431,2025-08-01,A4000,D00,R01,C0109,,Subscription,72120.4,Subscription Billing,Revenue Recognition
GL0003432,2025-09-01,A4000,D00,R01,C0109,,Subscription,72120.4,Subscription Billing,Revenue Recognition
GL0003433,2025-10-01,A4000,D00,R01,C0109,,Subscription,72120.4,Subscription Billing,Revenue Recognition
GL0003434,2025-11-01,A4000,D00,R01,C0109,,Subscription,73202.2,Subscription Billing,Revenue Recognition
GL0003435,2025-12-01,A4000,D00,R01,C0109,,Subscription,74284.01,Subscription Billing,Revenue Recognition
GL0003436,2026-01-01,A4000,D00,R01,C0109,,Subscription,74284.01,Subscription Billing,Revenue Recognition
GL0003437,2026-02-01,A4000,D00,R01,C0109,,Subscription,74284.01,Subscription Billing,Revenue Recognition
GL0003438,2026-03-01,A4000,D00,R01,C0109,,Subscription,74284.01,Subscription Billing,Revenue Recognition
GL0003439,2026-04-01,A4000,D00,R01,C0109,,Subscription,74284.01,Subscription Billing,Revenue Recognition
GL0003440,2026-05-01,A4000,D00,R01,C0109,,Subscription,74284.01,Subscription Billing,Revenue Recognition
GL0003441,2026-06-01,A4000,D00,R01,C0109,,Subscription,74284.01,Subscription Billing,Revenue Recognition
GL0003442,2023-01-01,A4000,D00,R01,C0110,,Subscription,77485.13,Subscription Billing,Revenue Recognition
GL0003443,2023-02-01,A4000,D00,R01,C0110,,Subscription,77485.13,Subscription Billing,Revenue Recognition
GL0003444,2023-03-01,A4000,D00,R01,C0110,,Subscription,77485.13,Subscription Billing,Revenue Recognition
GL0003445,2023-04-01,A4000,D00,R01,C0110,,Subscription,78647.41,Subscription Billing,Revenue Recognition
GL0003446,2023-05-01,A4000,D00,R01,C0110,,Subscription,79809.68,Subscription Billing,Revenue Recognition
GL0003447,2023-06-01,A4000,D00,R01,C0110,,Subscription,79809.68,Subscription Billing,Revenue Recognition
GL0003448,2023-07-01,A4000,D00,R01,C0110,,Subscription,79809.68,Subscription Billing,Revenue Recognition
GL0003449,2023-08-01,A4000,D00,R01,C0110,,Subscription,79809.68,Subscription Billing,Revenue Recognition
GL0003450,2023-09-01,A4000,D00,R01,C0110,,Subscription,79809.68,Subscription Billing,Revenue Recognition
GL0003451,2023-10-01,A4000,D00,R01,C0110,,Subscription,79809.68,Subscription Billing,Revenue Recognition
GL0003452,2023-11-01,A4000,D00,R01,C0110,,Subscription,79809.68,Subscription Billing,Revenue Recognition
GL0003453,2023-12-01,A4000,D00,R01,C0110,,Subscription,79809.68,Subscription Billing,Revenue Recognition
GL0003454,2024-01-01,A4000,D00,R01,C0110,,Subscription,79809.68,Subscription Billing,Revenue Recognition
GL0003455,2024-02-01,A4000,D00,R01,C0110,,Subscription,79809.68,Subscription Billing,Revenue Recognition
GL0003456,2024-03-01,A4000,D00,R01,C0110,,Subscription,79809.68,Subscription Billing,Revenue Recognition
GL0003457,2024-04-01,A4000,D00,R01,C0110,,Subscription,85247.04,Subscription Billing,Revenue Recognition
GL0003458,2024-05-01,A4000,D00,R01,C0110,,Subscription,90684.41,Subscription Billing,Revenue Recognition
GL0003459,2024-06-01,A4000,D00,R01,C0110,,Subscription,90684.41,Subscription Billing,Revenue Recognition
GL0003460,2024-07-01,A4000,D00,R01,C0110,,Subscription,90684.41,Subscription Billing,Revenue Recognition
GL0003461,2024-08-01,A4000,D00,R01,C0110,,Subscription,90684.41,Subscription Billing,Revenue Recognition
GL0003462,2024-09-01,A4000,D00,R01,C0110,,Subscription,90684.41,Subscription Billing,Revenue Recognition
GL0003463,2024-10-01,A4000,D00,R01,C0110,,Subscription,90684.41,Subscription Billing,Revenue Recognition
GL0003464,2024-11-01,A4000,D00,R01,C0110,,Subscription,90684.41,Subscription Billing,Revenue Recognition
GL0003465,2024-12-01,A4000,D00,R01,C0110,,Subscription,90684.41,Subscription Billing,Revenue Recognition
GL0003466,2025-01-01,A4000,D00,R01,C0110,,Subscription,90684.41,Subscription Billing,Revenue Recognition
GL0003467,2025-02-01,A4000,D00,R01,C0110,,Subscription,90684.41,Subscription Billing,Revenue Recognition
