month_start,department_name,function_group,region_name,fte,personnel_cost_usd,services_utilization_pct
2026-04-01,People,"General & Administrative","US West",1.6,19420.47,
2026-04-01,"Legal & Compliance","General & Administrative","US West",1.0,18121.79,
2026-04-01,"Information Technology","General & Administrative","US West",1.0,18349.04,
2026-04-01,Executive,"General & Administrative","US West",2.0,77735.02,
2026-05-01,"Cloud Operations","Cost of Revenue","US West",14.0,268856.38,
2026-05-01,"Customer Support","Cost of Revenue","US West",13.0,189598.33,
2026-05-01,"Professional Services","Cost of Revenue","US West",19.0,325904.54,0.7754
2026-05-01,Sales,"Sales & Marketing","US West",23.0,435085.83,
2026-05-01,Marketing,"Sales & Marketing","US West",4.0,50179.86,
2026-05-01,"Product & Engineering","Research & Development","US West",51.6,1189504.26,
2026-05-01,Finance,"General & Administrative","US West",1.0,12346.49,
2026-05-01,People,"General & Administrative","US West",1.6,19420.47,
2026-05-01,"Legal & Compliance","General & Administrative","US West",2.0,38925.51,
2026-05-01,"Information Technology","General & Administrative","US West",1.0,18349.04,
2026-05-01,Executive,"General & Administrative","US West",2.0,77735.02,
2026-06-01,"Cloud Operations","Cost of Revenue","US West",14.0,268856.38,
2026-06-01,"Customer Support","Cost of Revenue","US West",13.0,189598.33,
2026-06-01,"Professional Services","Cost of Revenue","US West",19.0,325904.54,0.7879
2026-06-01,Sales,"Sales & Marketing","US West",24.0,448696.71,
2026-06-01,Marketing,"Sales & Marketing","US West",4.0,50179.86,
2026-06-01,"Product & Engineering","Research & Development","US West",50.6,1165181.0,
2026-06-01,Finance,"General & Administrative","US West",1.0,12346.49,
2026-06-01,People,"General & Administrative","US West",1.6,19420.47,
2026-06-01,"Legal & Compliance","General & Administrative","US West",2.0,38925.51,
2026-06-01,"Information Technology","General & Administrative","US West",1.0,18349.04,
2026-06-01,Executive,"General & Administrative","US West",2.0,77735.02,
2023-01-01,"Cloud Operations","Cost of Revenue","US Central",10.0,182414.4,
2023-01-01,"Customer Support","Cost of Revenue","US Central",8.0,79240.89,
2023-01-01,"Professional Services","Cost of Revenue","US Central",24.0,316861.84,0.7101
2023-01-01,Sales,"Sales & Marketing","US Central",16.6,231189.21,
2023-01-01,Marketing,"Sales & Marketing","US Central",5.0,56964.67,
2023-01-01,"Product & Engineering","Research & Development","US Central",26.2,423462.58,
2023-01-01,Finance,"General & Administrative","US Central",6.0,67216.83,
2023-01-01,People,"General & Administrative","US Central",5.0,54128.09,
2023-01-01,"Legal & Compliance","General & Administrative","US Central",2.0,37264.97,
2023-01-01,"Information Technology","General & Administrative","US Central",6.0,68711.41,
2023-01-01,Executive,"General & Administrative","US Central",3.0,89915.09,
2023-02-01,"Cloud Operations","Cost of Revenue","US Central",10.0,182414.4,
2023-02-01,"Customer Support","Cost of Revenue","US Central",8.0,79240.89,
2023-02-01,"Professional Services","Cost of Revenue","US Central",24.0,316861.84,0.7281
2023-02-01,Sales,"Sales & Marketing","US Central",17.6,242922.02,
2023-02-01,Marketing,"Sales & Marketing","US Central",5.0,56964.67,
2023-02-01,"Product & Engineering","Research & Development","US Central",27.2,437684.6,
2023-02-01,Finance,"General & Administrative","US Central",6.0,67216.83,
2023-02-01,People,"General & Administrative","US Central",5.0,54128.09,
2023-02-01,"Legal & Compliance","General & Administrative","US Central",2.0,37264.97,
2023-02-01,"Information Technology","General & Administrative","US Central",6.0,68711.41,
2023-02-01,Executive,"General & Administrative","US Central",3.0,89915.09,
2023-03-01,"Cloud Operations","Cost of Revenue","US Central",12.0,214857.79,
2023-03-01,"Customer Support","Cost of Revenue","US Central",8.0,79240.89,
2023-03-01,"Professional Services","Cost of Revenue","US Central",24.0,316861.84,0.7563
2023-03-01,Sales,"Sales & Marketing","US Central",17.6,242922.02,
2023-03-01,Marketing,"Sales & Marketing","US Central",5.0,56964.67,
2023-03-01,"Product & Engineering","Research & Development","US Central",27.2,437684.6,
2023-03-01,Finance,"General & Administrative","US Central",6.0,67216.83,
2023-03-01,People,"General & Administrative","US Central",5.0,54128.09,
2023-03-01,"Legal & Compliance","General & Administrative","US Central",2.0,37264.97,
2023-03-01,"Information Technology","General & Administrative","US Central",6.0,68711.41,
2023-03-01,Executive,"General & Administrative","US Central",3.0,89915.09,
2023-04-01,"Cloud Operations","Cost of Revenue","US Central",12.0,214857.79,
2023-04-01,"Customer Support","Cost of Revenue","US Central",8.0,79240.89,
2023-04-01,"Professional Services","Cost of Revenue","US Central",25.0,335033.08,0.7438
2023-04-01,Sales,"Sales & Marketing","US Central",17.0,230936.86,
2023-04-01,Marketing,"Sales & Marketing","US Central",5.0,51877.01,
2023-04-01,"Product & Engineering","Research & Development","US Central",28.2,447279.43,
2023-04-01,Finance,"General & Administrative","US Central",5.0,56071.32,
2023-04-01,People,"General & Administrative","US Central",5.0,54128.09,
2023-04-01,"Legal & Compliance","General & Administrative","US Central",2.0,37264.97,
2023-04-01,"Information Technology","General & Administrative","US Central",6.0,68711.41,
2023-04-01,Executive,"General & Administrative","US Central",3.0,89915.09,
2023-05-01,"Cloud Operations","Cost of Revenue","US Central",11.0,202891.51,
2023-05-01,"Customer Support","Cost of Revenue","US Central",8.0,79240.89,
2023-05-01,"Professional Services","Cost of Revenue","US Central",25.0,335033.08,0.7638
2023-05-01,Sales,"Sales & Marketing","US Central",17.0,230936.86,
2023-05-01,Marketing,"Sales & Marketing","US Central",5.0,51877.01,
2023-05-01,"Product & Engineering","Research & Development","US Central",28.2,447279.43,
2023-05-01,Finance,"General & Administrative","US Central",5.0,56071.32,
2023-05-01,People,"General & Administrative","US Central",5.0,54128.09,
2023-05-01,"Legal & Compliance","General & Administrative","US Central",2.0,37264.97,
2023-05-01,"Information Technology","General & Administrative","US Central",6.0,68711.41,
2023-05-01,Executive,"General & Administrative","US Central",3.0,89915.09,
2023-06-01,"Cloud Operations","Cost of Revenue","US Central",11.0,202891.51,
2023-06-01,"Customer Support","Cost of Revenue","US Central",8.0,79240.89,
2023-06-01,"Professional Services","Cost of Revenue","US Central",25.0,335033.08,0.7474
2023-06-01,Sales,"Sales & Marketing","US Central",17.0,230936.86,
2023-06-01,Marketing,"Sales & Marketing","US Central",5.0,51877.01,
2023-06-01,"Product & Engineering","Research & Development","US Central",28.2,446661.46,
2023-06-01,Finance,"General & Administrative","US Central",6.0,71780.95,
2023-06-01,People,"General & Administrative","US Central",5.0,54128.09,
2023-06-01,"Legal & Compliance","General & Administrative","US Central",2.0,37264.97,
2023-06-01,"Information Technology","General & Administrative","US Central",6.0,68711.41,
2023-06-01,Executive,"General & Administrative","US Central",3.0,89915.09,
2023-07-01,"Cloud Operations","Cost of Revenue","US Central",11.0,202891.51,
2023-07-01,"Customer Support","Cost of Revenue","US Central",8.0,79240.89,
2023-07-01,"Professional Services","Cost of Revenue","US Central",25.0,335033.08,0.7492
2023-07-01,Sales,"Sales & Marketing","US Central",17.0,230936.86,
2023-07-01,Marketing,"Sales & Marketing","US Central",5.0,51877.01,
2023-07-01,"Product & Engineering","Research & Development","US Central",28.2,446661.46,
2023-07-01,Finance,"General & Administrative","US Central",6.0,71780.95,
2023-07-01,People,"General & Administrative","US Central",5.0,54128.09,
2023-07-01,"Legal & Compliance","General & Administrative","US Central",2.0,37264.97,
2023-07-01,"Information Technology","General & Administrative","US Central",6.0,68711.41,
2023-07-01,Executive,"General & Administrative","US Central",3.0,89915.09,
2023-08-01,"Cloud Operations","Cost of Revenue","US Central",11.0,202891.51,
2023-08-01,"Customer Support","Cost of Revenue","US Central",9.0,85473.21,
2023-08-01,"Professional Services","Cost of Revenue","US Central",26.0,348508.0,0.7507
2023-08-01,Sales,"Sales & Marketing","US Central",18.0,241845.38,
2023-08-01,Marketing,"Sales & Marketing","US Central",6.0,64047.0,
2023-08-01,"Product & Engineering","Research & Development","US Central",28.2,446661.46,
2023-08-01,Finance,"General & Administrative","US Central",6.0,71780.95,
2023-08-01,People,"General & Administrative","US Central",5.0,54128.09,
2023-08-01,"Legal & Compliance","General & Administrative","US Central",2.0,37264.97,
2023-08-01,"Information Technology","General & Administrative","US Central",6.0,68711.41,
2023-08-01,Executive,"General & Administrative","US Central",3.0,89915.09,
2023-09-01,"Cloud Operations","Cost of Revenue","US Central",11.0,202891.51,
2023-09-01,"Customer Support","Cost of Revenue","US Central",11.0,100067.7,
2023-09-01,"Professional Services","Cost of Revenue","US Central",27.0,357261.62,0.7528
2023-09-01,Sales,"Sales & Marketing","US Central",18.0,241845.38,
2023-09-01,Marketing,"Sales & Marketing","US Central",6.0,64047.0,
2023-09-01,"Product & Engineering","Research & Development","US Central",28.2,446661.46,
2023-09-01,Finance,"General & Administrative","US Central",6.0,71780.95,
2023-09-01,People,"General & Administrative","US Central",5.0,54128.09,
2023-09-01,"Legal & Compliance","General & Administrative","US Central",3.0,51068.62,
2023-09-01,"Information Technology","General & Administrative","US Central",6.0,68711.41,
2023-09-01,Executive,"General & Administrative","US Central",3.0,89915.09,
2023-10-01,"Cloud Operations","Cost of Revenue","US Central",11.0,202891.51,
2023-10-01,"Customer Support","Cost of Revenue","US Central",11.0,100067.7,
2023-10-01,"Professional Services","Cost of Revenue","US Central",27.0,357261.62,0.7438
2023-10-01,Sales,"Sales & Marketing","US Central",18.0,241845.38,
2023-10-01,Marketing,"Sales & Marketing","US Central",6.0,64047.0,
2023-10-01,"Product & Engineering","Research & Development","US Central",29.2,464630.79,
2023-10-01,Finance,"General & Administrative","US Central",6.0,71780.95,
2023-10-01,People,"General & Administrative","US Central",5.0,54128.09,
2023-10-01,"Legal & Compliance","General & Administrative","US Central",3.0,51068.62,
2023-10-01,"Information Technology","General & Administrative","US Central",6.0,68711.41,
2023-10-01,Executive,"General & Administrative","US Central",3.0,89915.09,
2023-11-01,"Cloud Operations","Cost of Revenue","US Central",11.0,202891.51,
2023-11-01,"Customer Support","Cost of Revenue","US Central",11.0,100067.7,
2023-11-01,"Professional Services","Cost of Revenue","US Central",28.0,366636.92,0.7512
2023-11-01,Sales,"Sales & Marketing","US Central",18.0,241845.38,
2023-11-01,Marketing,"Sales & Marketing","US Central",6.0,64047.0,
2023-11-01,"Product & Engineering","Research & Development","US Central",29.2,464859.87,
2023-11-01,Finance,"General & Administrative","US Central",6.0,71780.95,
2023-11-01,People,"General & Administrative","US Central",5.0,54128.09,
2023-11-01,"Legal & Compliance","General & Administrative","US Central",3.0,51068.62,
2023-11-01,"Information Technology","General & Administrative","US Central",6.0,68711.41,
2023-11-01,Executive,"General & Administrative","US Central",3.0,89915.09,
2023-12-01,"Cloud Operations","Cost of Revenue","US Central",11.0,202891.51,
2023-12-01,"Customer Support","Cost of Revenue","US Central",11.0,100067.7,
2023-12-01,"Professional Services","Cost of Revenue","US Central",28.0,366636.92,0.696
2023-12-01,Sales,"Sales & Marketing","US Central",18.0,241845.38,
2023-12-01,Marketing,"Sales & Marketing","US Central",6.0,64047.0,
2023-12-01,"Product & Engineering","Research & Development","US Central",29.2,464859.87,
2023-12-01,Finance,"General & Administrative","US Central",6.0,71780.95,
2023-12-01,People,"General & Administrative","US Central",5.0,54128.09,
2023-12-01,"Legal & Compliance","General & Administrative","US Central",3.0,51068.62,
2023-12-01,"Information Technology","General & Administrative","US Central",6.0,68711.41,
2023-12-01,Executive,"General & Administrative","US Central",3.0,89915.09,
2024-01-01,"Cloud Operations","Cost of Revenue","US Central",11.0,209992.72,
2024-01-01,"Customer Support","Cost of Revenue","US Central",11.0,103570.08,
2024-01-01,"Professional Services","Cost of Revenue","US Central",28.0,379469.18,0.7131
2024-01-01,Sales,"Sales & Marketing","US Central",18.0,250309.98,
2024-01-01,Marketing,"Sales & Marketing","US Central",6.0,66288.64,
2024-01-01,"Product & Engineering","Research & Development","US Central",29.2,481129.98,
2024-01-01,Finance,"General & Administrative","US Central",6.0,74293.28,
2024-01-01,People,"General & Administrative","US Central",5.0,56022.56,
2024-01-01,"Legal & Compliance","General & Administrative","US Central",3.0,52856.02,
2024-01-01,"Information Technology","General & Administrative","US Central",6.0,71116.31,
2024-01-01,Executive,"General & Administrative","US Central",3.0,93062.13,
2024-02-01,"Cloud Operations","Cost of Revenue","US Central",11.0,209992.72,
2024-02-01,"Customer Support","Cost of Revenue","US Central",11.0,103570.08,
2024-02-01,"Professional Services","Cost of Revenue","US Central",28.0,379469.18,0.7025
2024-02-01,Sales,"Sales & Marketing","US Central",19.0,273370.27,
2024-02-01,Marketing,"Sales & Marketing","US Central",6.0,66288.64,
2024-02-01,"Product & Engineering","Research & Development","US Central",29.2,481129.98,
2024-02-01,Finance,"General & Administrative","US Central",6.0,74293.28,
2024-02-01,People,"General & Administrative","US Central",5.0,56022.56,
2024-02-01,"Legal & Compliance","General & Administrative","US Central",3.0,52856.02,
2024-02-01,"Information Technology","General & Administrative","US Central",7.0,89788.68,
2024-02-01,Executive,"General & Administrative","US Central",3.0,93062.13,
2024-03-01,"Cloud Operations","Cost of Revenue","US Central",11.0,209992.72,
2024-03-01,"Customer Support","Cost of Revenue","US Central",11.0,103570.08,
2024-03-01,"Professional Services","Cost of Revenue","US Central",28.0,379469.18,0.7455
2024-03-01,Sales,"Sales & Marketing","US Central",21.0,295191.95,
2024-03-01,Marketing,"Sales & Marketing","US Central",7.0,75021.02,
2024-03-01,"Product & Engineering","Research & Development","US Central",29.2,481129.98,
2024-03-01,Finance,"General & Administrative","US Central",6.0,74293.28,
2024-03-01,People,"General & Administrative","US Central",5.0,56022.56,
2024-03-01,"Legal & Compliance","General & Administrative","US Central",3.0,52856.02,
2024-03-01,"Information Technology","General & Administrative","US Central",7.0,89788.68,
2024-03-01,Executive,"General & Administrative","US Central",3.0,93062.13,
2024-04-01,"Cloud Operations","Cost of Revenue","US Central",11.0,209992.72,
2024-04-01,"Customer Support","Cost of Revenue","US Central",11.0,103570.08,
2024-04-01,"Professional Services","Cost of Revenue","US Central",28.0,379469.18,0.7505
2024-04-01,Sales,"Sales & Marketing","US Central",21.0,295191.95,
2024-04-01,Marketing,"Sales & Marketing","US Central",8.0,84736.36,
2024-04-01,"Product & Engineering","Research & Development","US Central",30.2,497837.4,
2024-04-01,Finance,"General & Administrative","US Central",6.0,74293.28,
2024-04-01,People,"General & Administrative","US Central",4.0,45895.0,
2024-04-01,"Legal & Compliance","General & Administrative","US Central",4.0,67616.39,
2024-04-01,"Information Technology","General & Administrative","US Central",7.0,89788.68,
2024-04-01,Executive,"General & Administrative","US Central",3.0,93062.13,
2024-05-01,"Cloud Operations","Cost of Revenue","US Central",11.0,209992.72,
2024-05-01,"Customer Support","Cost of Revenue","US Central",11.0,103570.08,
2024-05-01,"Professional Services","Cost of Revenue","US Central",29.0,389814.02,0.759
2024-05-01,Sales,"Sales & Marketing","US Central",22.0,308909.15,
2024-05-01,Marketing,"Sales & Marketing","US Central",8.0,84736.36,
2024-05-01,"Product & Engineering","Research & Development","US Central",30.2,497837.4,
2024-05-01,Finance,"General & Administrative","US Central",6.0,74293.28,
2024-05-01,People,"General & Administrative","US Central",4.0,45895.0,
2024-05-01,"Legal & Compliance","General & Administrative","US Central",4.0,67616.39,
2024-05-01,"Information Technology","General & Administrative","US Central",7.0,89788.68,
2024-05-01,Executive,"General & Administrative","US Central",3.0,93062.13,
2024-06-01,"Cloud Operations","Cost of Revenue","US Central",12.0,228843.09,
2024-06-01,"Customer Support","Cost of Revenue","US Central",11.0,103570.08,
2024-06-01,"Professional Services","Cost of Revenue","US Central",29.0,389814.02,0.7324
2024-06-01,Sales,"Sales & Marketing","US Central",21.0,296913.9,
2024-06-01,Marketing,"Sales & Marketing","US Central",8.0,84736.36,
2024-06-01,"Product & Engineering","Research & Development","US Central",30.2,497837.4,
2024-06-01,Finance,"General & Administrative","US Central",6.0,74293.28,
2024-06-01,People,"General & Administrative","US Central",4.0,45895.0,
2024-06-01,"Legal & Compliance","General & Administrative","US Central",4.0,67616.39,
2024-06-01,"Information Technology","General & Administrative","US Central",7.0,89788.68,
2024-06-01,Executive,"General & Administrative","US Central",3.0,93062.13,
2024-07-01,"Cloud Operations","Cost of Revenue","US Central",12.0,228843.09,
2024-07-01,"Customer Support","Cost of Revenue","US Central",11.0,103570.08,
2024-07-01,"Professional Services","Cost of Revenue","US Central",29.0,389814.02,0.747
2024-07-01,Sales,"Sales & Marketing","US Central",20.0,283897.57,
2024-07-01,Marketing,"Sales & Marketing","US Central",7.0,74737.86,
2024-07-01,"Product & Engineering","Research & Development","US Central",30.2,497837.4,
2024-07-01,Finance,"General & Administrative","US Central",7.0,82618.5,
2024-07-01,People,"General & Administrative","US Central",4.0,45895.0,
2024-07-01,"Legal & Compliance","General & Administrative","US Central",4.0,67616.39,
2024-07-01,"Information Technology","General & Administrative","US Central",7.0,89788.68,
2024-07-01,Executive,"General & Administrative","US Central",2.0,53035.96,
2024-08-01,"Cloud Operations","Cost of Revenue","US Central",12.0,228843.09,
2024-08-01,"Customer Support","Cost of Revenue","US Central",11.0,103570.08,
2024-08-01,"Professional Services","Cost of Revenue","US Central",29.0,389814.02,0.7639
2024-08-01,Sales,"Sales & Marketing","US Central",20.0,283897.57,
2024-08-01,Marketing,"Sales & Marketing","US Central",7.0,74737.86,
2024-08-01,"Product & Engineering","Research & Development","US Central",30.2,497837.4,
2024-08-01,Finance,"General & Administrative","US Central",7.0,82618.5,
2024-08-01,People,"General & Administrative","US Central",5.0,56858.71,
2024-08-01,"Legal & Compliance","General & Administrative","US Central",4.0,67616.39,
2024-08-01,"Information Technology","General & Administrative","US Central",7.0,89788.68,
2024-08-01,Executive,"General & Administrative","US Central",2.0,53035.96,
2024-09-01,"Cloud Operations","Cost of Revenue","US Central",12.0,228843.09,
2024-09-01,"Customer Support","Cost of Revenue","US Central",11.0,103570.08,
2024-09-01,"Professional Services","Cost of Revenue","US Central",29.0,389814.02,0.7455
2024-09-01,Sales,"Sales & Marketing","US Central",20.0,283897.57,
2024-09-01,Marketing,"Sales & Marketing","US Central",7.0,74737.86,
2024-09-01,"Product & Engineering","Research & Development","US Central",30.2,497837.4,
2024-09-01,Finance,"General & Administrative","US Central",7.0,82618.5,
2024-09-01,People,"General & Administrative","US Central",5.0,56858.71,
2024-09-01,"Legal & Compliance","General & Administrative","US Central",4.0,67616.39,
2024-09-01,"Information Technology","General & Administrative","US Central",7.0,89788.68,
2024-09-01,Executive,"General & Administrative","US Central",2.0,53035.96,
2024-10-01,"Cloud Operations","Cost of Revenue","US Central",12.0,228843.09,
2024-10-01,"Customer Support","Cost of Revenue","US Central",12.0,114399.39,
2024-10-01,"Professional Services","Cost of Revenue","US Central",29.0,391188.91,0.745
2024-10-01,Sales,"Sales & Marketing","US Central",19.0,267415.0,
2024-10-01,Marketing,"Sales & Marketing","US Central",7.0,74737.86,
2024-10-01,"Product & Engineering","Research & Development","US Central",28.2,466224.65,
2024-10-01,Finance,"General & Administrative","US Central",7.0,82618.5,
2024-10-01,People,"General & Administrative","US Central",5.0,56858.71,
2024-10-01,"Legal & Compliance","General & Administrative","US Central",4.0,67616.39,
2024-10-01,"Information Technology","General & Administrative","US Central",8.0,103767.43,
2024-10-01,Executive,"General & Administrative","US Central",2.0,53035.96,
2024-11-01,"Cloud Operations","Cost of Revenue","US Central",12.0,228843.09,
2024-11-01,"Customer Support","Cost of Revenue","US Central",12.0,114399.39,
2024-11-01,"Professional Services","Cost of Revenue","US Central",29.0,391188.91,0.7515
2024-11-01,Sales,"Sales & Marketing","US Central",19.0,267415.0,
2024-11-01,Marketing,"Sales & Marketing","US Central",7.0,74737.86,
2024-11-01,"Product & Engineering","Research & Development","US Central",28.2,466224.65,
2024-11-01,Finance,"General & Administrative","US Central",7.0,82618.5,
2024-11-01,People,"General & Administrative","US Central",5.0,56858.71,
2024-11-01,"Legal & Compliance","General & Administrative","US Central",4.0,67616.39,
2024-11-01,"Information Technology","General & Administrative","US Central",8.0,103767.43,
2024-11-01,Executive,"General & Administrative","US Central",2.0,53035.96,
2024-12-01,"Cloud Operations","Cost of Revenue","US Central",12.0,228843.09,
2024-12-01,"Customer Support","Cost of Revenue","US Central",12.0,114399.39,
2024-12-01,"Professional Services","Cost of Revenue","US Central",29.0,391188.91,0.7033
2024-12-01,Sales,"Sales & Marketing","US Central",19.0,267415.0,
2024-12-01,Marketing,"Sales & Marketing","US Central",7.0,74737.86,
2024-12-01,"Product & Engineering","Research & Development","US Central",30.2,491826.96,
2024-12-01,Finance,"General & Administrative","US Central",7.0,82618.5,
2024-12-01,People,"General & Administrative","US Central",5.0,56858.71,
2024-12-01,"Legal & Compliance","General & Administrative","US Central",4.0,67616.39,
2024-12-01,"Information Technology","General & Administrative","US Central",8.0,103767.43,
2024-12-01,Executive,"General & Administrative","US Central",2.0,53035.96,
2025-01-01,"Cloud Operations","Cost of Revenue","US Central",12.0,236852.6,
2025-01-01,"Customer Support","Cost of Revenue","US Central",12.0,118403.35,
2025-01-01,"Professional Services","Cost of Revenue","US Central",29.0,404880.54,0.707
2025-01-01,Sales,"Sales & Marketing","US Central",19.0,276774.54,
2025-01-01,Marketing,"Sales & Marketing","US Central",7.0,77353.69,
2025-01-01,"Product & Engineering","Research & Development","US Central",30.2,509040.85,
2025-01-01,Finance,"General & Administrative","US Central",7.0,85510.16,
2025-01-01,People,"General & Administrative","US Central",5.0,58848.77,
2025-01-01,"Legal & Compliance","General & Administrative","US Central",4.0,69982.95,
2025-01-01,"Information Technology","General & Administrative","US Central",8.0,107399.29,
2025-01-01,Executive,"General & Administrative","US Central",2.0,54892.21,
2025-02-01,"Cloud Operations","Cost of Revenue","US Central",11.0,218152.0,
2025-02-01,"Customer Support","Cost of Revenue","US Central",12.0,118403.35,
2025-02-01,"Professional Services","Cost of Revenue","US Central",29.0,404880.54,0.7125
2025-02-01,Sales,"Sales & Marketing","US Central",19.0,276774.54,
2025-02-01,Marketing,"Sales & Marketing","US Central",7.0,77353.69,
2025-02-01,"Product & Engineering","Research & Development","US Central",31.2,521563.91,
2025-02-01,Finance,"General & Administrative","US Central",7.0,85510.16,
2025-02-01,People,"General & Administrative","US Central",5.0,58848.77,
2025-02-01,"Legal & Compliance","General & Administrative","US Central",4.0,69982.95,
2025-02-01,"Information Technology","General & Administrative","US Central",8.0,107399.29,
2025-02-01,Executive,"General & Administrative","US Central",2.0,54892.21,
2025-03-01,"Cloud Operations","Cost of Revenue","US Central",11.0,218152.0,
2025-03-01,"Customer Support","Cost of Revenue","US Central",12.0,118403.35,
2025-03-01,"Professional Services","Cost of Revenue","US Central",28.0,381922.96,0.7435
2025-03-01,Sales,"Sales & Marketing","US Central",19.0,276774.54,
2025-03-01,Marketing,"Sales & Marketing","US Central",8.0,91343.12,
2025-03-01,"Product & Engineering","Research & Development","US Central",33.2,543704.09,
2025-03-01,Finance,"General & Administrative","US Central",7.0,85510.16,
2025-03-01,People,"General & Administrative","US Central",7.0,77177.49,
2025-03-01,"Legal & Compliance","General & Administrative","US Central",4.0,69982.95,
2025-03-01,"Information Technology","General & Administrative","US Central",7.0,94547.03,
2025-03-01,Executive,"General & Administrative","US Central",2.0,54892.21,
2025-04-01,"Cloud Operations","Cost of Revenue","US Central",11.0,218152.0,
2025-04-01,"Customer Support","Cost of Revenue","US Central",12.0,118403.35,
2025-04-01,"Professional Services","Cost of Revenue","US Central",28.0,381922.96,0.7746
2025-04-01,Sales,"Sales & Marketing","US Central",18.0,266171.24,
2025-04-01,Marketing,"Sales & Marketing","US Central",8.0,91343.12,
2025-04-01,"Product & Engineering","Research & Development","US Central",34.2,569260.59,
2025-04-01,Finance,"General & Administrative","US Central",7.0,85510.16,
2025-04-01,People,"General & Administrative","US Central",7.0,77177.49,
2025-04-01,"Legal & Compliance","General & Administrative","US Central",4.0,69982.95,
2025-04-01,"Information Technology","General & Administrative","US Central",7.0,94547.03,
2025-04-01,Executive,"General & Administrative","US Central",2.0,54892.21,
2025-05-01,"Cloud Operations","Cost of Revenue","US Central",11.0,218152.0,
2025-05-01,"Customer Support","Cost of Revenue","US Central",12.0,118403.35,
2025-05-01,"Professional Services","Cost of Revenue","US Central",28.0,381922.96,0.7542
2025-05-01,Sales,"Sales & Marketing","US Central",18.0,266171.24,
2025-05-01,Marketing,"Sales & Marketing","US Central",9.0,105557.33,
2025-05-01,"Product & Engineering","Research & Development","US Central",34.2,569260.59,
2025-05-01,Finance,"General & Administrative","US Central",7.0,85510.16,
2025-05-01,People,"General & Administrative","US Central",7.0,77177.49,
2025-05-01,"Legal & Compliance","General & Administrative","US Central",4.0,69982.95,
2025-05-01,"Information Technology","General & Administrative","US Central",7.0,94547.03,
2025-05-01,Executive,"General & Administrative","US Central",2.0,54892.21,
2025-06-01,"Cloud Operations","Cost of Revenue","US Central",10.0,202098.43,
2025-06-01,"Customer Support","Cost of Revenue","US Central",12.0,118403.35,
2025-06-01,"Professional Services","Cost of Revenue","US Central",28.0,381922.96,0.7584
2025-06-01,Sales,"Sales & Marketing","US Central",18.0,266171.24,
2025-06-01,Marketing,"Sales & Marketing","US Central",9.0,105557.33,
2025-06-01,"Product & Engineering","Research & Development","US Central",34.2,569260.59,
2025-06-01,Finance,"General & Administrative","US Central",7.0,85510.16,
2025-06-01,People,"General & Administrative","US Central",7.0,77177.49,
2025-06-01,"Legal & Compliance","General & Administrative","US Central",4.0,69982.95,
2025-06-01,"Information Technology","General & Administrative","US Central",7.0,94547.03,
2025-06-01,Executive,"General & Administrative","US Central",2.0,54892.21,
2025-07-01,"Cloud Operations","Cost of Revenue","US Central",10.0,202098.43,
2025-07-01,"Customer Support","Cost of Revenue","US Central",12.0,118403.35,
2025-07-01,"Professional Services","Cost of Revenue","US Central",28.0,381922.96,0.7646
2025-07-01,Sales,"Sales & Marketing","US Central",18.0,266171.24,
2025-07-01,Marketing,"Sales & Marketing","US Central",8.0,92520.53,
2025-07-01,"Product & Engineering","Research & Development","US Central",33.2,553071.84,
2025-07-01,Finance,"General & Administrative","US Central",7.0,85510.16,
2025-07-01,People,"General & Administrative","US Central",7.0,77177.49,
2025-07-01,"Legal & Compliance","General & Administrative","US Central",4.0,69982.95,
2025-07-01,"Information Technology","General & Administrative","US Central",7.0,94547.03,
2025-07-01,Executive,"General & Administrative","US Central",2.0,54892.21,
2025-08-01,"Cloud Operations","Cost of Revenue","US Central",10.0,202098.43,
2025-08-01,"Customer Support","Cost of Revenue","US Central",14.0,134562.23,
2025-08-01,"Professional Services","Cost of Revenue","US Central",28.0,381922.96,0.7588
2025-08-01,Sales,"Sales & Marketing","US Central",18.0,266171.24,
2025-08-01,Marketing,"Sales & Marketing","US Central",8.0,92520.53,
2025-08-01,"Product & Engineering","Research & Development","US Central",34.2,571231.76,
2025-08-01,Finance,"General & Administrative","US Central",7.0,85510.16,
2025-08-01,People,"General & Administrative","US Central",7.0,77177.49,
2025-08-01,"Legal & Compliance","General & Administrative","US Central",4.0,69982.95,
2025-08-01,"Information Technology","General & Administrative","US Central",7.0,94547.03,
2025-08-01,Executive,"General & Administrative","US Central",2.0,54892.21,
2025-09-01,"Cloud Operations","Cost of Revenue","US Central",10.0,202098.43,
2025-09-01,"Customer Support","Cost of Revenue","US Central",14.0,134562.23,
2025-09-01,"Professional Services","Cost of Revenue","US Central",28.0,381922.96,0.7582
2025-09-01,Sales,"Sales & Marketing","US Central",18.0,266171.24,
2025-09-01,Marketing,"Sales & Marketing","US Central",8.0,92520.53,
2025-09-01,"Product & Engineering","Research & Development","US Central",34.2,571231.76,
2025-09-01,Finance,"General & Administrative","US Central",7.0,85510.16,
2025-09-01,People,"General & Administrative","US Central",7.0,77177.49,
2025-09-01,"Legal & Compliance","General & Administrative","US Central",4.0,69982.95,
2025-09-01,"Information Technology","General & Administrative","US Central",6.0,78650.58,
2025-09-01,Executive,"General & Administrative","US Central",2.0,54892.21,
2025-10-01,"Cloud Operations","Cost of Revenue","US Central",10.0,202098.43,
