month_start,customer_id,customer_name,segment,industry,region_name,subscription_revenue_usd,services_revenue_usd,total_revenue_usd,ending_arr_usd
2025-11-01,C0187,"Frontier Education 187",SMB,Logistics,"US West",3223.58,0.0,3223.58,38682.96
2025-11-01,C0188,"Northstar Technology 188",Mid-Market,Healthcare,"US West",33512.77,0.0,33512.77,402153.24
2025-11-01,C0189,"Redwood Insurance 189",Mid-Market,Energy,"US West",13598.84,0.0,13598.84,163186.08
2025-11-01,C0196,"Summit Education 196",SMB,Energy,"US West",3546.73,0.0,3546.73,42560.76
2025-11-01,C0201,"Redwood Technology 201",SMB,Healthcare,"US West",3073.9,0.0,3073.9,36886.8
2025-11-01,C0202,"Pioneer Foods 202",Enterprise,Technology,"US West",64668.9,0.0,64668.9,776026.8
2025-11-01,C0204,"Harbor Education 204",Enterprise,Healthcare,"US West",140739.61,0.0,140739.61,1688875.32
2025-11-01,C0207,"Vantage Technology 207",Mid-Market,Healthcare,"US West",19359.36,0.0,19359.36,232312.32
2025-11-01,C0209,"Pioneer Manufacturing 209",Mid-Market,Technology,"US West",16396.56,0.0,16396.56,196758.72
2025-11-01,C0210,"BluePeak Logistics 210",SMB,"Retail and E-commerce","US West",2711.28,0.0,2711.28,33016.2
2025-11-01,C0213,"Oakridge Mobility 213",Mid-Market,Energy,"US West",9009.85,49024.5,58034.35,108118.2
2025-11-01,C0214,"Harbor Energy 214",Mid-Market,Healthcare,"US West",24091.1,0.0,24091.1,289093.2
2025-11-01,C0220,"BrightPath Financial 220",Mid-Market,"Financial Services","US West",13886.25,0.0,13886.25,166635.0
2025-11-01,C0224,"Clearwater Education 224",SMB,Healthcare,"US West",2897.21,0.0,2897.21,34766.52
2025-11-01,C0226,"Frontier Financial 226",SMB,Manufacturing,"US West",3062.14,0.0,3062.14,36745.68
2025-11-01,C0228,"Silverline Mobility 228",Mid-Market,Logistics,"US West",17208.25,0.0,17208.25,206499.0
2025-11-01,C0232,"Summit Logistics 232",SMB,Energy,"US West",4563.54,0.0,4563.54,54762.48
2025-11-01,C0233,"Pioneer Logistics 233",Enterprise,Logistics,"US West",55341.3,0.0,55341.3,664095.6
2025-11-01,C0241,"Pioneer Media 241",Mid-Market,Energy,"US West",10907.88,0.0,10907.88,130894.56
2025-11-01,C0243,"Meridian Health 243",Mid-Market,Technology,"US West",29568.87,0.0,29568.87,354826.44
2025-11-01,C0247,"Crescent Logistics 247",Enterprise,Technology,"US West",120454.11,0.0,120454.11,1445449.32
2025-11-01,C0252,"Highland Retail 252",SMB,"Retail and E-commerce","US West",5225.91,0.0,5225.91,63637.68
2025-11-01,C0253,"Beacon Health 253",Enterprise,"Retail and E-commerce","US West",108250.71,0.0,108250.71,1299008.52
2025-11-01,C0254,"Meridian Retail 254",Mid-Market,Healthcare,"US West",6967.2,0.0,6967.2,167212.8
2025-11-01,C0256,"Westbridge Media 256",Mid-Market,Technology,"US West",7392.62,0.0,7392.62,88711.44
2025-11-01,C0257,"Cedar Media 257",Enterprise,"Financial Services","US West",66925.01,0.0,66925.01,803100.12
2025-11-01,C0264,"Westbridge Logistics 264",Mid-Market,Technology,"US West",20907.7,0.0,20907.7,250892.4
2025-11-01,C0268,"Redwood Foods 268",Enterprise,Energy,"US West",47251.27,88076.75,135328.02,567015.24
2025-11-01,C0270,"Summit Retail 270",Enterprise,Technology,"US West",58661.41,45952.08,104613.49,703936.92
2025-11-01,C0277,"Ironwood Technology 277",SMB,Energy,"US West",3372.5,0.0,3372.5,40470.0
2025-11-01,C0281,"Westbridge Education 281",Mid-Market,Manufacturing,"US West",7588.21,0.0,7588.21,91058.52
2025-11-01,C0282,"BrightPath Retail 282",Mid-Market,Healthcare,"US West",11975.67,0.0,11975.67,143708.04
2025-11-01,C0284,"Clearwater Foods 284",Mid-Market,Logistics,"US West",23591.86,0.0,23591.86,287286.12
2025-11-01,C0286,"BluePeak Foods 286",Mid-Market,"Retail and E-commerce","US West",11155.75,0.0,11155.75,133869.0
2025-11-01,C0288,"Westbridge Mobility 288",Enterprise,Logistics,"US West",128520.4,0.0,128520.4,1542244.8
2025-12-01,C0006,"Lakeview Retail 006",Mid-Market,Technology,"US West",11738.15,0.0,11738.15,140857.8
2025-12-01,C0007,"Keystone Retail 007",Mid-Market,Healthcare,"US West",10778.15,12938.51,23716.66,129337.8
2025-12-01,C0009,"Westbridge Technology 009",SMB,"Retail and E-commerce","US West",5032.54,0.0,5032.54,60390.48
2025-12-01,C0011,"Highland Mobility 011",SMB,"Financial Services","US West",4761.42,0.0,4761.42,59970.48
2025-12-01,C0018,"Cedar Insurance 018",SMB,Energy,"US West",3098.09,0.0,3098.09,38991.24
2025-12-01,C0019,"Cedar Retail 019",Enterprise,"Retail and E-commerce","US West",56929.28,0.0,56929.28,683151.36
2025-12-01,C0020,"BrightPath Foods 020",Mid-Market,Energy,"US West",11983.99,24804.95,36788.94,143807.88
2025-12-01,C0022,"Redwood Foods 022",Mid-Market,Manufacturing,"US West",10711.29,0.0,10711.29,128535.48
2025-12-01,C0025,"Redwood Health 025",SMB,Manufacturing,"US West",3881.26,0.0,3881.26,46575.12
2025-12-01,C0033,"Summit Foods 033",Mid-Market,Technology,"US West",14111.65,0.0,14111.65,169339.8
2025-12-01,C0035,"Summit Logistics 035",Enterprise,Manufacturing,"US West",92831.06,28484.28,121315.34,1113972.72
2025-12-01,C0039,"Redwood Technology 039",SMB,Energy,"US West",2935.8,0.0,2935.8,35229.6
2025-12-01,C0040,"Nova Foods 040",Mid-Market,Energy,"US West",20044.56,39989.64,60034.2,240534.72
2025-12-01,C0041,"Pioneer Manufacturing 041",Mid-Market,Logistics,"US West",48353.59,0.0,48353.59,580243.08
2025-12-01,C0044,"Frontier Manufacturing 044",SMB,"Business Services","US West",4455.37,0.0,4455.37,53464.44
2025-12-01,C0045,"Redwood Insurance 045",Mid-Market,Technology,"US West",18848.65,0.0,18848.65,226183.8
2025-12-01,C0048,"BluePeak Insurance 048",Mid-Market,Manufacturing,"US West",14629.43,0.0,14629.43,175553.16
2025-12-01,C0053,"Cedar Manufacturing 053",Mid-Market,Manufacturing,"US West",20434.07,0.0,20434.07,245208.84
2025-12-01,C0055,"Cedar Foods 055",SMB,"Financial Services","US West",3185.55,0.0,3185.55,38226.6
2025-12-01,C0057,"Meridian Technology 057",Mid-Market,"Retail and E-commerce","US West",11315.38,0.0,11315.38,135784.56
2025-12-01,C0059,"Nova Technology 059",Mid-Market,Technology,"US West",10798.76,0.0,10798.76,129585.12
2025-12-01,C0060,"Oakridge Energy 060",Mid-Market,Energy,"US West",18094.88,0.0,18094.88,217138.56
2025-12-01,C0061,"Redwood Mobility 061",Mid-Market,Energy,"US West",14522.28,0.0,14522.28,174267.36
2025-12-01,C0064,"Frontier Media 064",Enterprise,Technology,"US West",65654.18,0.0,65654.18,787850.16
2025-12-01,C0065,"Stonegate Logistics 065",SMB,"Business Services","US West",3318.3,0.0,3318.3,39819.6
2025-12-01,C0069,"Oakridge Media 069",SMB,"Retail and E-commerce","US West",2370.04,0.0,2370.04,28440.48
2025-12-01,C0070,"Meridian Logistics 070",SMB,Manufacturing,"US West",2751.61,0.0,2751.61,33019.32
2025-12-01,C0071,"Stonegate Insurance 071",Enterprise,"Financial Services","US West",73272.54,0.0,73272.54,879270.48
2025-12-01,C0073,"Stonegate Foods 073",Enterprise,Healthcare,"US West",59114.99,0.0,59114.99,709379.88
2025-12-01,C0078,"Redwood Energy 078",Mid-Market,Manufacturing,"US West",10184.27,0.0,10184.27,122211.24
2025-12-01,C0082,"Lakeview Energy 082",SMB,"Business Services","US West",5252.04,0.0,5252.04,63024.48
2025-12-01,C0089,"Summit Media 089",Mid-Market,Manufacturing,"US West",9732.49,0.0,9732.49,118515.84
2025-12-01,C0094,"Crescent Technology 094",Enterprise,Logistics,"US West",43819.86,147476.52,191296.38,525838.32
2025-12-01,C0096,"Silverline Energy 096",SMB,Logistics,"US West",4165.28,0.0,4165.28,49983.36
2025-12-01,C0099,"Keystone Logistics 099",SMB,"Financial Services","US West",4342.53,26912.47,31255.0,52110.36
2025-12-01,C0100,"BluePeak Education 100",SMB,Technology,"US West",5131.83,0.0,5131.83,61581.96
2025-12-01,C0101,"Lakeview Insurance 101",Enterprise,"Business Services","US West",92888.62,0.0,92888.62,1114663.44
2025-12-01,C0109,"Pioneer Retail 109",Enterprise,"Business Services","US West",74284.01,0.0,74284.01,891408.12
2025-12-01,C0110,"Clearwater Retail 110",Enterprise,Technology,"US West",102320.01,0.0,102320.01,1227840.12
2025-12-01,C0117,"Highland Foods 117",Mid-Market,Technology,"US West",16987.27,0.0,16987.27,208959.48
2025-12-01,C0118,"Nova Retail 118",Enterprise,"Retail and E-commerce","US West",67216.77,0.0,67216.77,806601.24
2025-12-01,C0119,"Westbridge Health 119",Enterprise,Technology,"US West",80513.45,0.0,80513.45,1011627.0
2025-12-01,C0122,"Atlas Foods 122",Mid-Market,Technology,"US West",17126.54,0.0,17126.54,211688.64
2025-12-01,C0123,"Evergreen Media 123",Mid-Market,Logistics,"US West",25782.85,43940.66,69723.51,309394.2
2025-12-01,C0129,"BrightPath Insurance 129",SMB,Manufacturing,"US West",2552.98,0.0,2552.98,30635.76
2025-12-01,C0135,"BluePeak Education 135",Enterprise,Healthcare,"US West",67736.02,0.0,67736.02,812832.24
2025-12-01,C0140,"Stonegate Insurance 140",Mid-Market,Healthcare,"US West",22969.95,0.0,22969.95,291206.64
2025-12-01,C0142,"Redwood Retail 142",SMB,"Financial Services","US West",8029.59,0.0,8029.59,96355.08
2025-12-01,C0147,"Summit Health 147",Mid-Market,Technology,"US West",14749.87,0.0,14749.87,176998.44
2025-12-01,C0149,"Atlas Foods 149",Enterprise,"Financial Services","US West",108888.17,129185.82,238073.99,1377300.48
2025-12-01,C0152,"Meridian Logistics 152",Mid-Market,"Retail and E-commerce","US West",13088.73,0.0,13088.73,157064.76
2025-12-01,C0158,"Northstar Education 158",Mid-Market,Logistics,"US West",13263.08,12824.84,26087.92,159156.96
2025-12-01,C0160,"Lakeview Logistics 160",Mid-Market,"Financial Services","US West",17575.25,0.0,17575.25,210903.0
2025-12-01,C0162,"Beacon Logistics 162",Mid-Market,Logistics,"US West",23473.15,0.0,23473.15,281677.8
2025-12-01,C0163,"Evergreen Retail 163",Enterprise,"Financial Services","US West",163847.13,0.0,163847.13,2111036.4
2025-12-01,C0173,"Northstar Insurance 173",Mid-Market,"Retail and E-commerce","US West",11150.77,0.0,11150.77,133809.24
2025-12-01,C0174,"BrightPath Education 174",Enterprise,"Business Services","US West",52221.43,0.0,52221.43,626657.16
2025-12-01,C0175,"Frontier Manufacturing 175",Mid-Market,Manufacturing,"US West",27617.1,0.0,27617.1,331405.2
2025-12-01,C0178,"Cedar Energy 178",Mid-Market,"Business Services","US West",30828.29,0.0,30828.29,369939.48
2025-12-01,C0181,"Summit Financial 181",Mid-Market,Logistics,"US West",9954.58,40647.49,50602.07,119454.96
2025-12-01,C0182,"Summit Education 182",Mid-Market,Energy,"US West",10621.76,0.0,10621.76,127461.12
2025-12-01,C0185,"Oakridge Media 185",SMB,"Financial Services","US West",4346.31,5987.97,10334.28,52155.72
2025-12-01,C0187,"Frontier Education 187",SMB,Logistics,"US West",3223.58,0.0,3223.58,38682.96
2025-12-01,C0188,"Northstar Technology 188",Mid-Market,Healthcare,"US West",33512.77,0.0,33512.77,402153.24
2025-12-01,C0189,"Redwood Insurance 189",Mid-Market,Energy,"US West",6799.42,0.0,6799.42,0.0
2025-12-01,C0196,"Summit Education 196",SMB,Energy,"US West",3546.73,0.0,3546.73,42560.76
2025-12-01,C0201,"Redwood Technology 201",SMB,Healthcare,"US West",3073.9,0.0,3073.9,36886.8
2025-12-01,C0202,"Pioneer Foods 202",Enterprise,Technology,"US West",64668.9,0.0,64668.9,776026.8
2025-12-01,C0204,"Harbor Education 204",Enterprise,Healthcare,"US West",140739.61,0.0,140739.61,1688875.32
2025-12-01,C0207,"Vantage Technology 207",Mid-Market,Healthcare,"US West",19359.36,0.0,19359.36,232312.32
2025-12-01,C0209,"Pioneer Manufacturing 209",Mid-Market,Technology,"US West",16396.56,0.0,16396.56,196758.72
2025-12-01,C0210,"BluePeak Logistics 210",SMB,"Retail and E-commerce","US West",2751.35,0.0,2751.35,33016.2
2025-12-01,C0213,"Oakridge Mobility 213",Mid-Market,Energy,"US West",9144.99,49471.96,58616.95,111361.68
2025-12-01,C0214,"Harbor Energy 214",Mid-Market,Healthcare,"US West",24091.1,0.0,24091.1,289093.2
2025-12-01,C0220,"BrightPath Financial 220",Mid-Market,"Financial Services","US West",13886.25,0.0,13886.25,166635.0
2025-12-01,C0224,"Clearwater Education 224",SMB,Healthcare,"US West",2897.21,0.0,2897.21,34766.52
2025-12-01,C0226,"Frontier Financial 226",SMB,Manufacturing,"US West",3062.14,0.0,3062.14,36745.68
2025-12-01,C0228,"Silverline Mobility 228",Mid-Market,Logistics,"US West",17208.25,0.0,17208.25,206499.0
2025-12-01,C0232,"Summit Logistics 232",SMB,Energy,"US West",4563.54,0.0,4563.54,54762.48
2025-12-01,C0233,"Pioneer Logistics 233",Enterprise,Logistics,"US West",55341.3,0.0,55341.3,664095.6
2025-12-01,C0241,"Pioneer Media 241",Mid-Market,Energy,"US West",10907.88,0.0,10907.88,130894.56
2025-12-01,C0243,"Meridian Health 243",Mid-Market,Technology,"US West",29568.87,0.0,29568.87,354826.44
2025-12-01,C0247,"Crescent Logistics 247",Enterprise,Technology,"US West",120454.11,0.0,120454.11,1445449.32
2025-12-01,C0252,"Highland Retail 252",SMB,"Retail and E-commerce","US West",5303.14,0.0,5303.14,63637.68
2025-12-01,C0253,"Beacon Health 253",Enterprise,"Retail and E-commerce","US West",108250.71,0.0,108250.71,1299008.52
2025-12-01,C0254,"Meridian Retail 254",Mid-Market,Healthcare,"US West",13934.4,0.0,13934.4,167212.8
2025-12-01,C0256,"Westbridge Media 256",Mid-Market,Technology,"US West",7392.62,0.0,7392.62,88711.44
2025-12-01,C0257,"Cedar Media 257",Enterprise,"Financial Services","US West",66925.01,0.0,66925.01,803100.12
2025-12-01,C0263,"Evergreen Energy 263",Mid-Market,"Retail and E-commerce","US West",5863.47,0.0,5863.47,140723.28
2025-12-01,C0264,"Westbridge Logistics 264",Mid-Market,Technology,"US West",20907.7,0.0,20907.7,250892.4
2025-12-01,C0268,"Redwood Foods 268",Enterprise,Energy,"US West",47251.27,79822.04,127073.31,567015.24
2025-12-01,C0270,"Summit Retail 270",Enterprise,Technology,"US West",58661.41,44006.52,102667.93,703936.92
2025-12-01,C0277,"Ironwood Technology 277",SMB,Energy,"US West",3372.5,0.0,3372.5,40470.0
2025-12-01,C0281,"Westbridge Education 281",Mid-Market,Manufacturing,"US West",7588.21,0.0,7588.21,91058.52
2025-12-01,C0282,"BrightPath Retail 282",Mid-Market,Healthcare,"US West",11975.67,0.0,11975.67,143708.04
2025-12-01,C0284,"Clearwater Foods 284",Mid-Market,Logistics,"US West",23940.51,0.0,23940.51,287286.12
2025-12-01,C0286,"BluePeak Foods 286",Mid-Market,"Retail and E-commerce","US West",11155.75,0.0,11155.75,133869.0
2025-12-01,C0288,"Westbridge Mobility 288",Enterprise,Logistics,"US West",128520.4,0.0,128520.4,1542244.8
2026-01-01,C0006,"Lakeview Retail 006",Mid-Market,Technology,"US West",11738.15,0.0,11738.15,140857.8
2026-01-01,C0007,"Keystone Retail 007",Mid-Market,Healthcare,"US West",10778.15,0.0,10778.15,129337.8
2026-01-01,C0009,"Westbridge Technology 009",SMB,"Retail and E-commerce","US West",5032.54,0.0,5032.54,60390.48
2026-01-01,C0011,"Highland Mobility 011",SMB,"Financial Services","US West",4997.54,0.0,4997.54,59970.48
2026-01-01,C0018,"Cedar Insurance 018",SMB,Energy,"US West",3249.27,0.0,3249.27,38991.24
2026-01-01,C0019,"Cedar Retail 019",Enterprise,"Retail and E-commerce","US West",56929.28,0.0,56929.28,683151.36
2026-01-01,C0020,"BrightPath Foods 020",Mid-Market,Energy,"US West",11983.99,25144.98,37128.97,143807.88
2026-01-01,C0022,"Redwood Foods 022",Mid-Market,Manufacturing,"US West",10711.29,0.0,10711.29,128535.48
2026-01-01,C0025,"Redwood Health 025",SMB,Manufacturing,"US West",3881.26,0.0,3881.26,46575.12
2026-01-01,C0033,"Summit Foods 033",Mid-Market,Technology,"US West",14111.65,0.0,14111.65,169339.8
2026-01-01,C0035,"Summit Logistics 035",Enterprise,Manufacturing,"US West",92831.06,29578.83,122409.89,1113972.72
2026-01-01,C0039,"Redwood Technology 039",SMB,Energy,"US West",2935.8,0.0,2935.8,35229.6
2026-01-01,C0040,"Nova Foods 040",Mid-Market,Energy,"US West",20044.56,47380.8,67425.36,240534.72
2026-01-01,C0041,"Pioneer Manufacturing 041",Mid-Market,Logistics,"US West",48353.59,0.0,48353.59,580243.08
2026-01-01,C0044,"Frontier Manufacturing 044",SMB,"Business Services","US West",4455.37,0.0,4455.37,53464.44
2026-01-01,C0045,"Redwood Insurance 045",Mid-Market,Technology,"US West",18848.65,0.0,18848.65,226183.8
2026-01-01,C0048,"BluePeak Insurance 048",Mid-Market,Manufacturing,"US West",14629.43,0.0,14629.43,175553.16
2026-01-01,C0053,"Cedar Manufacturing 053",Mid-Market,Manufacturing,"US West",20434.07,0.0,20434.07,245208.84
2026-01-01,C0055,"Cedar Foods 055",SMB,"Financial Services","US West",3185.55,0.0,3185.55,38226.6
2026-01-01,C0057,"Meridian Technology 057",Mid-Market,"Retail and E-commerce","US West",11315.38,0.0,11315.38,135784.56
2026-01-01,C0059,"Nova Technology 059",Mid-Market,Technology,"US West",10960.75,0.0,10960.75,133472.76
2026-01-01,C0060,"Oakridge Energy 060",Mid-Market,Energy,"US West",18094.88,0.0,18094.88,217138.56
2026-01-01,C0061,"Redwood Mobility 061",Mid-Market,Energy,"US West",14522.28,0.0,14522.28,174267.36
2026-01-01,C0064,"Frontier Media 064",Enterprise,Technology,"US West",65654.18,0.0,65654.18,787850.16
2026-01-01,C0065,"Stonegate Logistics 065",SMB,"Business Services","US West",3318.3,0.0,3318.3,39819.6
2026-01-01,C0069,"Oakridge Media 069",SMB,"Retail and E-commerce","US West",2370.04,0.0,2370.04,28440.48
2026-01-01,C0070,"Meridian Logistics 070",SMB,Manufacturing,"US West",2751.61,0.0,2751.61,33019.32
2026-01-01,C0071,"Stonegate Insurance 071",Enterprise,"Financial Services","US West",73272.54,0.0,73272.54,879270.48
2026-01-01,C0073,"Stonegate Foods 073",Enterprise,Healthcare,"US West",59114.99,0.0,59114.99,709379.88
2026-01-01,C0078,"Redwood Energy 078",Mid-Market,Manufacturing,"US West",10184.27,0.0,10184.27,122211.24
2026-01-01,C0082,"Lakeview Energy 082",SMB,"Business Services","US West",5252.04,0.0,5252.04,63024.48
2026-01-01,C0089,"Summit Media 089",Mid-Market,Manufacturing,"US West",9876.32,0.0,9876.32,118515.84
2026-01-01,C0094,"Crescent Technology 094",Enterprise,Logistics,"US West",43819.86,155995.87,199815.73,525838.32
2026-01-01,C0096,"Silverline Energy 096",SMB,Logistics,"US West",4165.28,0.0,4165.28,49983.36
2026-01-01,C0099,"Keystone Logistics 099",SMB,"Financial Services","US West",4342.53,56000.62,60343.15,52110.36
2026-01-01,C0100,"BluePeak Education 100",SMB,Technology,"US West",5131.83,0.0,5131.83,61581.96
2026-01-01,C0101,"Lakeview Insurance 101",Enterprise,"Business Services","US West",92888.62,0.0,92888.62,1114663.44
2026-01-01,C0109,"Pioneer Retail 109",Enterprise,"Business Services","US West",74284.01,0.0,74284.01,891408.12
2026-01-01,C0110,"Clearwater Retail 110",Enterprise,Technology,"US West",102320.01,0.0,102320.01,1227840.12
2026-01-01,C0117,"Highland Foods 117",Mid-Market,Technology,"US West",17413.29,0.0,17413.29,208959.48
2026-01-01,C0118,"Nova Retail 118",Enterprise,"Retail and E-commerce","US West",67216.77,0.0,67216.77,806601.24
2026-01-01,C0119,"Westbridge Health 119",Enterprise,Technology,"US West",84302.25,0.0,84302.25,1011627.0
2026-01-01,C0122,"Atlas Foods 122",Mid-Market,Technology,"US West",17640.72,0.0,17640.72,211688.64
2026-01-01,C0123,"Evergreen Media 123",Mid-Market,Logistics,"US West",25782.85,51485.89,77268.74,309394.2
2026-01-01,C0129,"BrightPath Insurance 129",SMB,Manufacturing,"US West",2552.98,0.0,2552.98,30635.76
2026-01-01,C0135,"BluePeak Education 135",Enterprise,Healthcare,"US West",67736.02,0.0,67736.02,812832.24
2026-01-01,C0140,"Stonegate Insurance 140",Mid-Market,Healthcare,"US West",24267.22,0.0,24267.22,291206.64
2026-01-01,C0142,"Redwood Retail 142",SMB,"Financial Services","US West",8029.59,0.0,8029.59,96355.08
2026-01-01,C0147,"Summit Health 147",Mid-Market,Technology,"US West",14749.87,0.0,14749.87,176998.44
2026-01-01,C0149,"Atlas Foods 149",Enterprise,"Financial Services","US West",114775.04,182975.17,297750.21,1377300.48
2026-01-01,C0152,"Meridian Logistics 152",Mid-Market,"Retail and E-commerce","US West",13088.73,29410.44,42499.17,157064.76
2026-01-01,C0158,"Northstar Education 158",Mid-Market,Logistics,"US West",13263.08,13550.69,26813.77,159156.96
2026-01-01,C0160,"Lakeview Logistics 160",Mid-Market,"Financial Services","US West",17575.25,0.0,17575.25,210903.0
2026-01-01,C0162,"Beacon Logistics 162",Mid-Market,Logistics,"US West",23473.15,0.0,23473.15,281677.8
2026-01-01,C0163,"Evergreen Retail 163",Enterprise,"Financial Services","US West",175919.7,0.0,175919.7,2111036.4
2026-01-01,C0173,"Northstar Insurance 173",Mid-Market,"Retail and E-commerce","US West",11150.77,0.0,11150.77,133809.24
2026-01-01,C0174,"BrightPath Education 174",Enterprise,"Business Services","US West",52221.43,0.0,52221.43,626657.16
2026-01-01,C0175,"Frontier Manufacturing 175",Mid-Market,Manufacturing,"US West",27617.1,0.0,27617.1,331405.2
2026-01-01,C0178,"Cedar Energy 178",Mid-Market,"Business Services","US West",30828.29,0.0,30828.29,369939.48
2026-01-01,C0181,"Summit Financial 181",Mid-Market,Logistics,"US West",9954.58,43696.44,53651.02,119454.96
2026-01-01,C0182,"Summit Education 182",Mid-Market,Energy,"US West",10621.76,111593.76,122215.52,127461.12
2026-01-01,C0185,"Oakridge Media 185",SMB,"Financial Services","US West",4346.31,6590.9,10937.21,52155.72
2026-01-01,C0187,"Frontier Education 187",SMB,Logistics,"US West",3223.58,0.0,3223.58,38682.96
2026-01-01,C0188,"Northstar Technology 188",Mid-Market,Healthcare,"US West",33512.77,0.0,33512.77,402153.24
2026-01-01,C0194,"Harbor Insurance 194",SMB,Manufacturing,"US West",761.21,0.0,761.21,18268.92
2026-01-01,C0196,"Summit Education 196",SMB,Energy,"US West",3546.73,0.0,3546.73,42560.76
2026-01-01,C0201,"Redwood Technology 201",SMB,Healthcare,"US West",3073.9,0.0,3073.9,36886.8
2026-01-01,C0202,"Pioneer Foods 202",Enterprise,Technology,"US West",64668.9,0.0,64668.9,776026.8
2026-01-01,C0204,"Harbor Education 204",Enterprise,Healthcare,"US West",140739.61,0.0,140739.61,1688875.32
2026-01-01,C0207,"Vantage Technology 207",Mid-Market,Healthcare,"US West",19359.36,0.0,19359.36,232312.32
2026-01-01,C0209,"Pioneer Manufacturing 209",Mid-Market,Technology,"US West",16396.56,0.0,16396.56,196758.72
2026-01-01,C0210,"BluePeak Logistics 210",SMB,"Retail and E-commerce","US West",2751.35,0.0,2751.35,33016.2
2026-01-01,C0213,"Oakridge Mobility 213",Mid-Market,Energy,"US West",9280.14,50638.7,59918.84,111361.68
2026-01-01,C0214,"Harbor Energy 214",Mid-Market,Healthcare,"US West",24091.1,0.0,24091.1,289093.2
2026-01-01,C0220,"BrightPath Financial 220",Mid-Market,"Financial Services","US West",13886.25,0.0,13886.25,166635.0
2026-01-01,C0224,"Clearwater Education 224",SMB,Healthcare,"US West",2923.28,0.0,2923.28,35392.2
2026-01-01,C0226,"Frontier Financial 226",SMB,Manufacturing,"US West",3062.14,0.0,3062.14,36745.68
2026-01-01,C0228,"Silverline Mobility 228",Mid-Market,Logistics,"US West",17208.25,0.0,17208.25,206499.0
2026-01-01,C0232,"Summit Logistics 232",SMB,Energy,"US West",4563.54,0.0,4563.54,54762.48
2026-01-01,C0233,"Pioneer Logistics 233",Enterprise,Logistics,"US West",55341.3,0.0,55341.3,664095.6
2026-01-01,C0241,"Pioneer Media 241",Mid-Market,Energy,"US West",11071.5,0.0,11071.5,134821.32
2026-01-01,C0243,"Meridian Health 243",Mid-Market,Technology,"US West",29568.87,0.0,29568.87,354826.44
2026-01-01,C0247,"Crescent Logistics 247",Enterprise,Technology,"US West",120454.11,0.0,120454.11,1445449.32
2026-01-01,C0252,"Highland Retail 252",SMB,"Retail and E-commerce","US West",5303.14,0.0,5303.14,63637.68
2026-01-01,C0253,"Beacon Health 253",Enterprise,"Retail and E-commerce","US West",108250.71,0.0,108250.71,1299008.52
2026-01-01,C0254,"Meridian Retail 254",Mid-Market,Healthcare,"US West",13934.4,0.0,13934.4,167212.8
2026-01-01,C0256,"Westbridge Media 256",Mid-Market,Technology,"US West",7392.62,0.0,7392.62,88711.44
2026-01-01,C0257,"Cedar Media 257",Enterprise,"Financial Services","US West",66925.01,0.0,66925.01,803100.12
2026-01-01,C0263,"Evergreen Energy 263",Mid-Market,"Retail and E-commerce","US West",11726.94,0.0,11726.94,140723.28
2026-01-01,C0264,"Westbridge Logistics 264",Mid-Market,Technology,"US West",20907.7,0.0,20907.7,250892.4
2026-01-01,C0268,"Redwood Foods 268",Enterprise,Energy,"US West",47251.27,109006.26,156257.53,567015.24
2026-01-01,C0270,"Summit Retail 270",Enterprise,Technology,"US West",58661.41,45255.82,103917.23,703936.92
2026-01-01,C0277,"Ironwood Technology 277",SMB,Energy,"US West",3372.5,0.0,3372.5,40470.0
2026-01-01,C0281,"Westbridge Education 281",Mid-Market,Manufacturing,"US West",7702.04,0.0,7702.04,93790.32
2026-01-01,C0282,"BrightPath Retail 282",Mid-Market,Healthcare,"US West",11975.67,0.0,11975.67,143708.04
2026-01-01,C0284,"Clearwater Foods 284",Mid-Market,Logistics,"US West",23940.51,0.0,23940.51,287286.12
2026-01-01,C0286,"BluePeak Foods 286",Mid-Market,"Retail and E-commerce","US West",5577.87,0.0,5577.87,0.0
2026-01-01,C0288,"Westbridge Mobility 288",Enterprise,Logistics,"US West",128520.4,0.0,128520.4,1542244.8
2026-02-01,C0006,"Lakeview Retail 006",Mid-Market,Technology,"US West",11738.15,0.0,11738.15,140857.8
2026-02-01,C0007,"Keystone Retail 007",Mid-Market,Healthcare,"US West",10778.15,0.0,10778.15,129337.8
2026-02-01,C0009,"Westbridge Technology 009",SMB,"Retail and E-commerce","US West",5032.54,0.0,5032.54,60390.48
2026-02-01,C0011,"Highland Mobility 011",SMB,"Financial Services","US West",4997.54,0.0,4997.54,59970.48
2026-02-01,C0018,"Cedar Insurance 018",SMB,Energy,"US West",3249.27,33051.77,36301.04,38991.24
2026-02-01,C0019,"Cedar Retail 019",Enterprise,"Retail and E-commerce","US West",56929.28,0.0,56929.28,683151.36
2026-02-01,C0020,"BrightPath Foods 020",Mid-Market,Energy,"US West",12163.75,26064.29,38228.04,148122.12
2026-02-01,C0022,"Redwood Foods 022",Mid-Market,Manufacturing,"US West",10711.29,0.0,10711.29,128535.48
2026-02-01,C0025,"Redwood Health 025",SMB,Manufacturing,"US West",3881.26,0.0,3881.26,46575.12
2026-02-01,C0033,"Summit Foods 033",Mid-Market,Technology,"US West",14111.65,0.0,14111.65,169339.8
2026-02-01,C0035,"Summit Logistics 035",Enterprise,Manufacturing,"US West",92831.06,30845.6,123676.66,1113972.72
2026-02-01,C0039,"Redwood Technology 039",SMB,Energy,"US West",2935.8,0.0,2935.8,35229.6
